event_id,latitude,longitude,premise_type,hood_id,occurrence_time_id,reported_time_id,crime_id
191348,43.6911774,-79.288559,,61,1598,,,
191349,43.6368713,-79.4374695,,85,6961,,,
191350,43.6834526,-79.4872665,,115,12653,,,
191351,43.6624146,-79.3865814,,76,12653,,,
191352,43.6389732,-79.3856659,,77,12653,,,
191353,43.6710777,-79.3914795,,95,873,,,
191354,43.6761475,-79.3590698,,68,873,,,
191355,43.6512222,-79.3684616,,73,873,,,
191356,43.62994,-79.5814438,,12,3677,,,
191357,43.6433449,-79.4054871,,82,3677,,,
191358,43.6631012,-79.3616943,,71,1568,,,
191359,43.6562347,-79.379776,,75,1568,,,
191360,43.6551247,-79.5448914,,14,11395,,,
191361,43.7652168,-79.4938736,,27,9087,,,
191362,43.7652168,-79.4938736,,27,9087,,,
191363,43.6479874,-79.3719406,,77,9087,,,
191364,43.6479874,-79.3719406,,77,9087,,,
191365,43.647789,-79.3775711,,76,9087,,,
191366,43.6699181,-79.3801041,,74,726,,,
191367,43.6645927,-79.380722,,75,6782,,,
191368,43.7315483,-79.4016113,,105,6782,,,
191369,43.7315483,-79.4016113,,105,6782,,,
191370,43.6481438,-79.3888855,,77,6782,,,
191371,43.7942772,-79.3261719,,117,118,,,
191372,43.6675034,-79.3680344,,71,118,,,
191373,43.6675034,-79.3680344,,71,118,,,
191374,43.6675034,-79.3680344,,71,118,,,
191375,43.6562729,-79.3811264,,76,14738,,,
191376,43.7484131,-79.4482193,,33,137,,,
191377,43.660759,-79.386055,,76,137,,,
191378,43.6492081,-79.3743439,,75,137,,,
191379,43.6425781,-79.382988,,77,137,,,
191380,43.6562653,-79.452652,,87,12674,,,
191381,43.6682816,-79.2973251,,63,12674,,,
191382,43.6465492,-79.3832321,,76,8517,,,
191383,43.6341286,-79.4294586,,85,11623,,,
191384,43.6866493,-79.4300842,,106,120,,,
191385,43.6573601,-79.3815689,,75,120,,,
191386,43.6374054,-79.4349213,,85,12214,,,
191387,43.6721077,-79.3877792,,98,10378,,,
191388,43.6716042,-79.3340607,,70,5647,,,
191389,43.7074165,-79.3438263,,55,11898,,,
191390,43.6438675,-79.4029007,,82,11898,,,
191391,43.6635284,-79.3908463,,76,11898,,,
191392,43.6479874,-79.3719406,,77,1042,,,
191393,43.664978,-79.3624573,,71,1042,,,
191394,43.6507034,-79.3599548,,77,1249,,,
191395,43.6507034,-79.3599548,,77,1249,,,
191396,43.6981201,-79.3866806,,104,13762,,,
191397,43.6562653,-79.452652,,88,1739,,,
191398,43.6556587,-79.3839645,,76,1739,,,
191399,43.6710663,-79.387352,,98,12896,,,
191400,43.6459312,-79.3793335,,76,12896,,,
191401,43.6929321,-79.3875046,,98,698,,,
191402,43.6929321,-79.3875046,,98,698,,,
191403,43.6539001,-79.3722763,,73,698,,,
191404,43.6603928,-79.364975,,72,698,,,
191405,43.6662292,-79.3785477,,75,1718,,,
191406,43.6598282,-79.4355621,,93,1718,,,
191407,43.6911774,-79.288559,,121,7368,,,
191408,43.7010841,-79.3974152,,104,7368,,,
191409,43.6640549,-79.3986435,,79,10733,,,
191410,43.6728172,-79.3880615,,98,10733,,,
191411,43.6688385,-79.3796539,,75,10733,,,
191412,43.6640549,-79.3986435,,79,2920,,,
191413,43.6515121,-79.3629379,,77,2920,,,
191414,43.6674614,-79.4000397,,79,4276,,,
191415,43.6462059,-79.4722748,,87,4276,,,
191416,43.650795,-79.3766708,,75,4276,,,
191417,43.6428528,-79.4079132,,82,5011,,,
191418,43.6485291,-79.4334106,,84,4165,,,
191419,43.7474632,-79.2850418,,119,14368,,,
191420,43.6591454,-79.3936844,,79,11422,,,
191421,43.6506119,-79.3774414,,75,11422,,,
191422,43.6528625,-79.3771515,,75,7193,,,
191423,43.634407,-79.4008026,,82,7193,,,
191424,43.642601,-79.3761597,,77,2090,,,
191425,43.7665749,-79.5033798,,27,2090,,,
191426,43.7432098,-79.5823059,,2,2090,,,
191427,43.6760445,-79.3596191,,67,3977,,,
191428,43.6728516,-79.3195114,,65,3977,,,
191429,43.7620544,-79.2585602,,127,3977,,,
191430,43.7620544,-79.2585602,,127,3977,,,
191431,43.6272278,-79.5731277,,12,10396,,,
191432,43.8234329,-79.2657928,,130,10277,,,
191433,43.6589088,-79.4287567,,83,10277,,,
191434,43.6465492,-79.3832321,,76,12108,,,
191435,43.6664581,-79.3719406,,71,12108,,,
191436,43.6650009,-79.3684998,,71,13755,,,
191437,43.6465454,-79.3899689,,77,3663,,,
191438,43.6507034,-79.3599548,,77,3934,,,
191439,43.6507034,-79.3599548,,77,3934,,,
191440,43.6635437,-79.3774109,,75,15641,,,
191441,43.6425209,-79.451355,,87,8203,,,
191442,43.6866913,-79.4737778,,110,3935,,,
191443,43.6382523,-79.4207764,,82,3935,,,
191444,43.6550827,-79.3991241,,78,11782,,,
191445,43.6550827,-79.3991241,,78,11782,,,
191446,43.7003441,-79.4110184,,101,11782,,,
191447,43.7003441,-79.4110184,,101,11782,,,
191448,43.7703247,-79.1776962,,136,11782,,,
191449,43.6631966,-79.4678497,,90,300,,,
191450,43.6590691,-79.3675537,,73,300,,,
191451,43.6249733,-79.4975967,,16,3933,,,
191452,43.6249733,-79.4975967,,16,3933,,,
191453,43.683815,-79.4833527,,111,3936,,,
191454,43.6292648,-79.4959106,,16,3594,,,
191455,43.7844505,-79.1841736,,134,1636,,,
191456,43.6686859,-79.4582138,,91,1410,,,
191457,43.6664696,-79.4047165,,79,1410,,,
191458,43.7447243,-79.4866486,,27,10276,,,
191459,43.6651611,-79.3780975,,75,10276,,,
191460,43.7206306,-79.2889938,,120,15488,,,
191461,43.6548538,-79.4204712,,81,15524,,,
191462,43.654007,-79.3801727,,76,15524,,,
191463,43.6736984,-79.3346252,,69,15524,,,
191464,43.6684113,-79.4392319,,93,7343,,,
191465,43.6550598,-79.4169312,,80,7343,,,
191466,43.7757797,-79.3439255,,47,49501,,,
191467,43.6558838,-79.3865585,,76,13474,,,
191468,43.6604271,-79.3473206,,70,7439,,,
191469,43.6433449,-79.4054871,,82,50180,,,
191470,43.6613007,-79.3390198,,70,976,,,
191471,43.6613007,-79.3390198,,70,976,,,
191472,43.6613007,-79.3390198,,70,976,,,
191473,43.6523857,-79.3794556,,76,976,,,
191474,43.7045135,-79.3970032,,104,1280,,,
191475,43.7535667,-79.5774841,,21,50378,,,
191476,43.6802902,-79.4145889,,96,49714,,,
191477,43.6802902,-79.4145889,,96,49714,,,
191478,43.6802902,-79.4145889,,96,49714,,,
191479,43.6501389,-79.3899536,,77,49714,,,
191480,43.6399078,-79.3804016,,77,1247,,,
191481,43.6399078,-79.3804016,,77,1247,,,
191482,43.6374168,-79.4054184,,82,4132,,,
191483,43.6706657,-79.4534531,,91,7347,,,
191484,43.6706657,-79.4534531,,91,7347,,,
191485,43.640049,-79.4393158,,86,7349,,,
191486,43.6698837,-79.4317474,,93,7349,,,
191487,43.6698837,-79.4317474,,93,7349,,,
191488,43.6698837,-79.4317474,,93,7349,,,
191489,43.7090187,-79.3934937,,104,296,,,
191490,43.6571732,-79.4670486,,88,10734,,,
191491,43.6533203,-79.3866425,,76,10734,,,
191492,43.6473427,-79.3960266,,77,4854,,,
191493,43.7590027,-79.5692978,,21,11267,,,
191494,43.6493454,-79.4029388,,78,14350,,,
191495,43.6347122,-79.516983,,16,7506,,,
191496,43.6413727,-79.3990479,,77,7506,,,
191497,43.6458702,-79.5222397,,14,7506,,,
191498,43.6606827,-79.4544296,,88,4080,,,
191499,43.6533203,-79.3866425,,76,4080,,,
191500,43.7844505,-79.1841736,,134,13344,,,
191501,43.6629181,-79.345993,,70,13344,,,
191502,43.6880913,-79.3020325,,62,10502,,,
191503,43.6606178,-79.3606873,,72,10502,,,
191504,43.6686859,-79.4005203,,95,12151,,,
191505,43.6517372,-79.4086838,,81,14747,,,
191506,43.6085854,-79.5357895,,20,10474,,,
191507,43.6085854,-79.5357895,,20,10474,,,
191508,43.6693115,-79.3866272,,75,10474,,,
191509,43.6413727,-79.3990479,,77,1310,,,
191510,43.6413727,-79.3990479,,77,1310,,,
191511,43.6464157,-79.4039612,,82,14759,,,
191512,43.6464157,-79.4039612,,82,14759,,,
191513,43.6464157,-79.4039612,,82,14759,,,
191514,43.6464157,-79.4039612,,82,14759,,,
191515,43.6464157,-79.4039612,,82,14759,,,
191516,43.6278152,-79.3892593,,77,15458,,,
191517,43.7076797,-79.4499359,,31,6110,,,
191518,43.7076797,-79.4499359,,31,6110,,,
191519,43.6800537,-79.2927933,,62,6110,,,
191520,43.7020645,-79.3853989,,99,7638,,,
191521,43.6655884,-79.3879242,,76,7638,,,
191522,43.6538429,-79.4639053,,88,7638,,,
191523,43.7929115,-79.4274292,,36,15545,,,
191524,43.6403961,-79.4374771,,85,4601,,,
191525,43.7852898,-79.1935501,,134,4601,,,
191526,43.6976662,-79.4256592,,106,1774,,,
191527,43.6976662,-79.4256592,,106,1774,,,
191528,43.6887474,-79.4285126,,106,1774,,,
191529,43.6520042,-79.4074707,,81,980,,,
191530,43.6520042,-79.4074707,,81,980,,,
191531,43.6188736,-79.4866714,,17,1779,,,
191532,43.7589607,-79.5179672,,24,7336,,,
191533,43.6389732,-79.3856659,,77,9502,,,
191534,43.5969009,-79.5226898,,19,9502,,,
191535,43.6695404,-79.4131775,,95,13949,,,
191536,43.657135,-79.5789261,,11,13949,,,
191537,43.7684517,-79.1890259,,136,13348,,,
191538,43.7482262,-79.1960373,,140,3585,,,
191539,43.6197014,-79.4967041,,17,13011,,,
191540,43.6420555,-79.341423,,70,1076,,,
191541,43.7273941,-79.3863525,,41,727,,,
191542,43.6734238,-79.283699,,63,9027,,,
191543,43.6960716,-79.3964005,,104,8441,,,
191544,43.718483,-79.3265228,,44,49675,,,
191545,43.6424255,-79.3732681,,77,73,,,
191546,43.7674179,-79.4126434,,37,2118,,,
191547,43.6875153,-79.4911118,,115,12615,,,
191548,43.7765732,-79.3019943,,118,12615,,,
191549,43.6374435,-79.5745544,,12,12615,,,
191550,43.641098,-79.377037,,77,12615,,,
191551,43.6581154,-79.3725891,,73,4092,,,
191552,43.6805,-79.3911896,,95,6816,,,
191553,43.6577759,-79.4641342,,88,6816,,,
191554,43.7242775,-79.4509354,,31,150,,,
191555,43.7236977,-79.41259,,105,150,,,
191556,43.7066765,-79.3985672,,100,150,,,
191557,43.6622047,-79.4062347,,79,4257,,,
191558,43.6691971,-79.3358078,,70,4257,,,
191559,43.686058,-79.311142,,62,904,,,
191560,43.6810646,-79.5709,,7,904,,,
191561,43.6810646,-79.5709,,7,904,,,
191562,43.7298737,-79.4585648,,26,52027,,,
191563,43.6699181,-79.3882141,,76,3602,,,
191564,43.6562729,-79.3811264,,75,3602,,,
191565,43.7873688,-79.1851959,,134,875,,,
191566,43.6670685,-79.3788986,,75,3757,,,
191567,43.6556587,-79.3839645,,76,15546,,,
191568,43.7518692,-79.3016891,,119,15546,,,
191569,43.673275,-79.3690338,,71,15546,,,
191570,43.6707497,-79.384407,,98,15546,,,
191571,43.7038536,-79.2918625,,120,15546,,,
191572,43.662365,-79.376915,,75,15546,,,
191573,43.6569824,-79.381424,,76,15546,,,
191574,43.7203217,-79.5376968,,23,877,,,
191575,43.6638489,-79.3843536,,76,877,,,
191576,43.641098,-79.377037,,77,1384,,,
191577,43.7500801,-79.5115814,,25,7017,,,
191578,43.7500801,-79.5115814,,25,7017,,,
191579,43.6401482,-79.3946304,,77,7017,,,
191580,43.6427002,-79.3754272,,77,5674,,,
191581,43.668293,-79.3822556,,75,5674,,,
191582,43.6766319,-79.3565674,,68,5674,,,
191583,43.7639999,-79.3125153,,119,315,,,
191584,43.6424026,-79.399437,,77,315,,,
191585,43.7549591,-79.3095779,,119,1388,,,
191586,43.7756844,-79.235199,,137,1388,,,
191587,43.6543045,-79.50811,,15,9589,,,
191588,43.6573181,-79.3567276,,72,9589,,,
191589,43.7164993,-79.3375168,,44,9589,,,
191590,43.673275,-79.3690338,,71,3682,,,
191591,43.6684456,-79.3071213,,63,15581,,,
191592,43.6437912,-79.4427414,,86,12233,,,
191593,43.6437912,-79.4427414,,86,12233,,,
191594,43.6591721,-79.3853912,,76,12233,,,
191595,43.6591721,-79.3853912,,76,12233,,,
191596,43.7883263,-79.1233139,,131,9028,,,
191597,43.7815819,-79.4161987,,50,9028,,,
191598,43.6561699,-79.3900833,,78,1713,,,
191599,43.6531525,-79.381485,,76,1713,,,
191600,43.6577034,-79.3864212,,76,1713,,,
191601,43.6508141,-79.3828659,,76,1713,,,
191602,43.6629677,-79.3839874,,76,1027,,,
191603,43.7793541,-79.4506683,,35,3172,,,
191604,43.6861534,-79.2899017,,62,880,,,
191605,43.6678772,-79.3792419,,75,7262,,,
191606,43.6473389,-79.3863068,,77,7262,,,
191607,43.7165527,-79.4006805,,99,9520,,,
191608,43.6629181,-79.4415512,,93,9520,,,
191609,43.6599655,-79.3991241,,79,2176,,,
191610,43.6654282,-79.3556061,,68,2176,,,
191611,43.6513824,-79.400116,,78,6019,,,
191612,43.6681175,-79.3405991,,70,6818,,,
191613,43.6808548,-79.2788773,,122,6818,,,
191614,43.6428528,-79.4079132,,82,6818,,,
191615,43.7644157,-79.5271072,,24,2098,,,
191616,43.7540817,-79.3207169,,45,3154,,,
191617,43.6427765,-79.4478989,,87,56,,,
191618,43.6427765,-79.4478989,,87,56,,,
191619,43.7410393,-79.5894241,,2,49483,,,
191620,43.6604691,-79.4148636,,80,10145,,,
191621,43.6531525,-79.381485,,76,3174,,,
191622,43.6710663,-79.387352,,95,3174,,,
191623,43.7031136,-79.4953079,,30,9093,,,
191624,43.6636658,-79.3707199,,73,9041,,,
191625,43.6636658,-79.3707199,,73,9041,,,
191626,43.6434288,-79.408493,,82,9041,,,
191627,43.6620827,-79.3782043,,75,9041,,,
191628,43.6399536,-79.4146652,,82,800,,,
191629,43.6482697,-79.3986206,,77,800,,,
191630,43.6712723,-79.3739319,,74,10599,,,
191631,43.7836304,-79.4515305,,35,13610,,,
191632,43.7319221,-79.4042053,,105,48,,,
191633,43.6447601,-79.3824615,,77,48,,,
191634,43.6399078,-79.3804016,,77,9009,,,
191635,43.6441574,-79.3664093,,77,9009,,,
191636,43.7522469,-79.1927032,,140,9009,,,
191637,43.6712418,-79.3874207,,98,14120,,,
191638,43.6472931,-79.4226685,,81,7575,,,
191639,43.6603851,-79.3760986,,75,7575,,,
191640,43.6640129,-79.4163132,,80,6784,,,
191641,43.6678543,-79.3711166,,71,6784,,,
191642,43.7256737,-79.423645,,39,6918,,,
191643,43.7256737,-79.423645,,39,6918,,,
191644,43.6456757,-79.4008331,,77,114,,,
191645,43.6708794,-79.3790741,,74,1048,,,
191646,43.6556587,-79.3839645,,76,12319,,,
191647,43.660305,-79.3619843,,72,12319,,,
191648,43.6471329,-79.4042053,,82,12319,,,
191649,43.6643105,-79.3873825,,76,12319,,,
191650,43.6883507,-79.3928452,,98,1194,,,
191651,43.7120972,-79.3248138,,44,850,,,
191652,43.6520691,-79.3809586,,76,15403,,,
191653,43.6472664,-79.3930588,,77,15403,,,
191654,43.7165222,-79.3305817,,44,15403,,,
191655,43.62994,-79.5814438,,12,7572,,,
191656,43.6699181,-79.3801041,,74,916,,,
191657,43.7042961,-79.3980484,,100,6060,,,
191658,43.6462593,-79.3912888,,77,6060,,,
