event_id,latitude,longitude,premise_type,hood_id,occurrence_time_id,reported_time_id,crime_id
195839,43.6542664,-79.3789673,,75,11242,,,
195840,43.6628418,-79.383934,,75,5337,,,
195841,43.7859421,-79.2885742,,128,5337,,,
195842,43.6728745,-79.3896561,,95,5337,,,
195843,43.6673813,-79.3887177,,76,5348,,,
195844,43.6631012,-79.3616943,,71,5348,,,
195845,43.6638489,-79.3843536,,76,3085,,,
195846,43.6665077,-79.5496597,,10,3085,,,
195847,43.6389656,-79.4161148,,82,14213,,,
195848,43.6529312,-79.3649826,,73,14213,,,
195849,43.6775017,-79.3521652,,68,4391,,,
195850,43.641098,-79.377037,,77,10722,,,
195851,43.6473083,-79.5115585,,16,4229,,,
195852,43.709671,-79.4747543,,30,4229,,,
195853,43.6532898,-79.3963623,,78,3474,,,
195854,43.6622276,-79.3407974,,70,3474,,,
195855,43.647583,-79.3717041,,77,3474,,,
195856,43.6648407,-79.4459381,,93,10509,,,
195857,43.6639366,-79.3695068,,73,3449,,,
195858,43.655159,-79.4140778,,80,3449,,,
195859,43.6588211,-79.3500519,,70,2658,,,
195860,43.6439972,-79.4057465,,82,2658,,,
195861,43.6517067,-79.3826218,,76,11249,,,
195862,43.6389656,-79.4161148,,82,3033,,,
195863,43.6389656,-79.4161148,,82,3033,,,
195864,43.6389656,-79.4161148,,82,3033,,,
195865,43.7115822,-79.2761536,,120,5419,,,
195866,43.6487083,-79.3965836,,77,5419,,,
195867,43.6648407,-79.4459381,,93,5419,,,
195868,43.7269363,-79.4138947,,105,14468,,,
195869,43.7269363,-79.4138947,,105,14468,,,
195870,43.6689262,-79.4261322,,93,8857,,,
195871,43.7001457,-79.4392776,,102,8857,,,
195872,43.7001457,-79.4392776,,102,8857,,,
195873,43.5974159,-79.5322495,,19,8857,,,
195874,43.6495934,-79.4316483,,84,8487,,,
195875,43.6495934,-79.4316483,,84,8487,,,
195876,43.6492729,-79.3663101,,77,8487,,,
195877,43.6694031,-79.4026184,,95,8138,,,
195878,43.6730957,-79.4145889,,95,2533,,,
195879,43.699276,-79.3970566,,100,15928,,,
195880,43.651123,-79.4118042,,81,2559,,,
195881,43.662941,-79.3316269,,70,2559,,,
195882,43.6328201,-79.5635071,,12,3034,,,
195883,43.6655884,-79.3879242,,76,3034,,,
195884,43.6613159,-79.3833084,,75,10699,,,
195885,43.6911774,-79.288559,,121,2485,,,
195886,43.6543045,-79.5410156,,14,2485,,,
195887,43.654232,-79.4070358,,78,2485,,,
195888,43.6648407,-79.4459381,,93,2003,,,
195889,43.6849709,-79.4095612,,96,2334,,,
195890,43.6581192,-79.3866119,,76,2334,,,
195891,43.6618195,-79.3795776,,75,49759,,,
195892,43.669178,-79.3981171,,95,8991,,,
195893,43.6559906,-79.4716949,,88,8692,,,
195894,43.7790833,-79.4187088,,36,8363,,,
195895,43.6728172,-79.3880615,,95,15112,,,
195896,43.8077431,-79.2157974,,132,12601,,,
195897,43.7703209,-79.442337,,35,12601,,,
195898,43.6640511,-79.4802628,,90,2369,,,
195899,43.6459312,-79.3793335,,77,7911,,,
195900,43.6464119,-79.4437332,,86,11988,,,
195901,43.6497536,-79.3595505,,77,8746,,,
195902,43.6673927,-79.4307251,,93,2423,,,
195903,43.6556587,-79.3839645,,76,8745,,,
195904,43.6843338,-79.4124985,,101,9971,,,
195905,43.6843338,-79.4124985,,101,9971,,,
195906,43.6688385,-79.3796539,,75,16416,,,
195907,43.6401482,-79.3946304,,77,5416,,,
195908,43.6587677,-79.4141693,,80,5366,,,
195909,43.7037468,-79.3771133,,99,7929,,,
195910,43.7037468,-79.3771133,,99,7929,,,
195911,43.6418571,-79.402092,,77,7929,,,
195912,43.6729355,-79.4023361,,95,7885,,,
195913,43.6414185,-79.4218521,,84,49639,,,
195914,43.6361122,-79.4056091,,82,9209,,,
195915,43.6736221,-79.3428955,,69,3026,,,
195916,43.6427078,-79.4261932,,84,10893,,,
195917,43.6907043,-79.5975571,,1,15897,,,
195918,43.6648407,-79.4459381,,93,2870,,,
195919,43.6658592,-79.4076691,,79,2233,,,
195920,43.6161194,-79.4985657,,17,2233,,,
195921,43.6459312,-79.3793335,,76,1684,,,
195922,43.6528625,-79.3771515,,75,13506,,,
195923,43.6591721,-79.3853912,,76,1859,,,
195924,43.6740799,-79.3028793,,63,15910,,,
195925,43.7149277,-79.392868,,99,15910,,,
195926,43.7149277,-79.392868,,99,15910,,,
195927,43.6671677,-79.366127,,71,15168,,,
195928,43.6671677,-79.366127,,71,15168,,,
195929,43.6604729,-79.3427048,,70,15168,,,
195930,43.6684074,-79.5778809,,11,12272,,,
195931,43.6776466,-79.4590683,,91,12880,,,
195932,43.6604271,-79.3473206,,70,2303,,,
195933,43.6656685,-79.3811569,,75,2303,,,
195934,43.7332191,-79.2577896,,124,2303,,,
195935,43.7332191,-79.2577896,,124,2303,,,
195936,43.6472015,-79.3735123,,77,2316,,,
195937,43.6513748,-79.4403915,,83,1685,,,
195938,43.667942,-79.386055,,75,11877,,,
195939,43.6777992,-79.3900986,,95,11877,,,
195940,43.6681976,-79.3753738,,74,15675,,,
195941,43.6481743,-79.4444199,,86,7857,,,
195942,43.6707497,-79.384407,,98,7939,,,
195943,43.6590691,-79.3675537,,73,11250,,,
195944,43.6459312,-79.3793335,,77,11250,,,
195945,43.7224274,-79.410408,,103,4390,,,
195946,43.8064079,-79.3123856,,117,4390,,,
195947,43.6880913,-79.3020325,,62,4390,,,
195948,43.6716766,-79.4474335,,93,4390,,,
195949,43.6664391,-79.3863754,,76,8551,,,
195950,43.6861382,-79.4210663,,106,8551,,,
195951,43.6886063,-79.3357086,,59,3415,,,
195952,43.6629677,-79.3839874,,76,14936,,,
195953,43.6389656,-79.4161148,,82,2293,,,
195954,43.6389656,-79.4161148,,82,2293,,,
195955,43.6463051,-79.3754807,,77,14317,,,
195956,43.6463051,-79.3754807,,77,14317,,,
195957,43.6426849,-79.5071335,,16,7813,,,
195958,43.6412888,-79.3935394,,77,10960,,,
195959,43.6655884,-79.3879242,,76,6649,,,
195960,43.7019043,-79.4340134,,102,1875,,,
195961,43.7010994,-79.43367,,102,2961,,,
195962,43.7010994,-79.43367,,102,2961,,,
195963,43.6648293,-79.5017014,,114,2961,,,
195964,43.6415367,-79.3838806,,77,107,,,
195965,43.6577759,-79.4641342,,88,3021,,,
195966,43.6503525,-79.3786697,,76,3021,,,
195967,43.8077431,-79.2157974,,132,6529,,,
195968,43.6531525,-79.381485,,76,5008,,,
195969,43.6425209,-79.377861,,77,3416,,,
195970,43.6441574,-79.579361,,12,3416,,,
195971,43.6883507,-79.3928452,,98,11138,,,
195972,43.7042961,-79.3980484,,100,11138,,,
195973,43.654007,-79.3801727,,76,6564,,,
195974,43.6574211,-79.4471283,,83,6564,,,
195975,43.6639366,-79.3695068,,71,16493,,,
195976,43.6604576,-79.3876266,,76,6408,,,
195977,43.6480408,-79.3650436,,77,14289,,,
195978,43.6557541,-79.3922729,,78,12802,,,
195979,43.6415863,-79.3921051,,77,12802,,,
195980,43.6425209,-79.377861,,77,1491,,,
195981,43.643364,-79.3914871,,77,11885,,,
195982,43.660759,-79.386055,,76,13363,,,
195983,43.6434441,-79.3768768,,77,11796,,,
195984,43.6524315,-79.3609085,,73,11151,,,
195985,43.6958237,-79.5157776,,8,11151,,,
195986,43.6786118,-79.5271225,,9,11151,,,
195987,43.6786118,-79.5271225,,9,11151,,,
195988,43.6786118,-79.5271225,,9,11151,,,
195989,43.641098,-79.377037,,77,2389,,,
195990,43.6629982,-79.4023056,,79,3362,,,
195991,43.7269745,-79.5609512,,5,2975,,,
195992,43.7269745,-79.5609512,,5,2975,,,
195993,43.6857834,-79.2670898,,122,12471,,,
195994,43.6603851,-79.3760986,,75,5566,,,
195995,43.6603851,-79.3760986,,75,5566,,,
195996,43.6870766,-79.3939056,,97,49616,,,
195997,43.7010307,-79.4408112,,108,49616,,,
195998,43.652916,-79.382843,,76,7858,,,
195999,43.6477509,-79.3961716,,77,7858,,,
196000,43.6531525,-79.381485,,76,4800,,,
196001,43.662075,-79.3415298,,70,5925,,,
196002,43.6584854,-79.4556885,,88,2947,,,
196003,43.6653481,-79.4647522,,90,15424,,,
196004,43.7006721,-79.390213,,104,2804,,,
196005,43.6487961,-79.3922882,,77,2982,,,
196006,43.6533241,-79.3693466,,73,14135,,,
196007,43.6693039,-79.3912277,,76,14135,,,
196008,43.6477089,-79.3696518,,77,50200,,,
196009,43.7028961,-79.3857269,,99,14884,,,
196010,43.6691895,-79.3730316,,74,2914,,,
196011,43.654007,-79.3801727,,76,2914,,,
196012,43.6869431,-79.3716812,,98,2675,,,
196013,43.7811813,-79.4330826,,36,2675,,,
196014,43.6428528,-79.4079132,,82,13196,,,
196015,43.7413254,-79.3417587,,42,13196,,,
196016,43.6675797,-79.372406,,71,52048,,,
196017,43.6490746,-79.3909988,,77,14803,,,
196018,43.6501427,-79.3623428,,77,6419,,,
196019,43.7216797,-79.3781204,,41,11976,,,
196020,43.6548996,-79.3760757,,75,16475,,,
196021,43.6523552,-79.3908691,,78,10501,,,
196022,43.6664314,-79.3760529,,74,11319,,,
196023,43.6655579,-79.4850159,,89,8233,,,
196024,43.730854,-79.5996399,,1,8948,,,
196025,43.6522026,-79.4713745,,88,11340,,,
196026,43.6591454,-79.3936844,,79,9518,,,
196027,43.6544914,-79.3850632,,76,9605,,,
196028,43.6763077,-79.405365,,96,8141,,,
196029,43.6582031,-79.3983994,,79,5456,,,
196030,43.6520691,-79.3809586,,76,14241,,,
196031,43.6010742,-79.5081787,,18,14241,,,
196032,43.6473007,-79.4115829,,81,11071,,,
196033,43.6406898,-79.3916931,,77,10801,,,
196034,43.6571541,-79.404274,,79,8766,,,
196035,43.6535454,-79.4266052,,81,6426,,,
196036,43.6402473,-79.3985748,,77,5080,,,
196037,43.6439133,-79.388916,,77,6425,,,
196038,43.6684113,-79.3326797,,70,11338,,,
196039,43.6485939,-79.3804779,,76,11112,,,
196040,43.6901703,-79.401413,,97,5521,,,
196041,43.7240372,-79.5817642,,1,5521,,,
196042,43.6595039,-79.4104919,,80,5744,,,
196043,43.654007,-79.3801727,,76,6031,,,
196044,43.6478691,-79.3837814,,76,13030,,,
196045,43.6569328,-79.3860855,,76,5580,,,
196046,43.6672401,-79.3739777,,74,9630,,,
196047,43.6649208,-79.3876495,,76,8074,,,
196048,43.6658592,-79.4076691,,79,8157,,,
196049,43.655407,-79.4128113,,80,11316,,,
196050,43.655407,-79.4128113,,80,11316,,,
196051,43.6736565,-79.3546829,,68,11776,,,
196052,43.6806793,-79.3826141,,98,2409,,,
196053,43.6664696,-79.4047165,,79,6570,,,
196054,43.6581573,-79.3780518,,75,6570,,,
196055,43.7165222,-79.3305817,,44,11188,,,
196056,43.6538124,-79.4253845,,80,7950,,,
196057,43.6781578,-79.3572769,,67,13406,,,
196058,43.6415863,-79.3921051,,77,8001,,,
196059,43.6721077,-79.3877792,,98,12511,,,
196060,43.6620827,-79.3782043,,75,12511,,,
196061,43.6739998,-79.3250961,,65,3873,,,
196062,43.6672325,-79.3295822,,70,12503,,,
196063,43.6506195,-79.3941116,,78,15771,,,
196064,43.6620598,-79.3355331,,70,8621,,,
196065,43.6723709,-79.4050827,,95,11189,,,
196066,43.6796227,-79.3453522,,67,15789,,,
196067,43.6411819,-79.4230499,,84,14185,,,
196068,43.7814674,-79.3669128,,52,3978,,,
196069,43.6573181,-79.3567276,,72,50285,,,
196070,43.6520042,-79.4074707,,81,15148,,,
196071,43.6527634,-79.3718033,,73,15148,,,
196072,43.6552277,-79.397171,,78,11176,,,
196073,43.6603127,-79.3126144,,70,12196,,,
196074,43.6648407,-79.4459381,,93,4283,,,
196075,43.6401482,-79.3946304,,77,2390,,,
196076,43.6477966,-79.5093689,,16,2752,,,
196077,43.6613159,-79.3833084,,76,2238,,,
196078,43.6666718,-79.4466629,,93,2630,,,
196079,43.6610069,-79.4602356,,88,11859,,,
196080,43.6526718,-79.4262619,,81,11868,,,
196081,43.6664696,-79.4047165,,79,3556,,,
196082,43.658989,-79.3862076,,76,11187,,,
196083,43.6603851,-79.3760986,,75,14515,,,
196084,43.6664391,-79.3863754,,76,2561,,,
196085,43.6366158,-79.3969269,,77,15984,,,
196086,43.6644478,-79.4432983,,93,11977,,,
196087,43.7284164,-79.2850342,,119,4028,,,
196088,43.6790886,-79.3906326,,95,15748,,,
196089,43.6754951,-79.3971405,,95,13991,,,
196090,43.7461014,-79.4364395,,38,4989,,,
196091,43.6478691,-79.3837814,,76,8071,,,
196092,43.6642303,-79.3681793,,71,15749,,,
196093,43.6512756,-79.5378952,,14,2432,,,
196094,43.6660957,-79.3496552,,68,14105,,,
196095,43.6660957,-79.3496552,,68,14105,,,
196096,43.6634636,-79.4343948,,93,14105,,,
196097,43.7458534,-79.4927139,,27,14105,,,
196098,43.6544914,-79.3850632,,76,8474,,,
196099,43.6587257,-79.4409485,,93,12208,,,
196100,43.6604195,-79.3507156,,70,6454,,,
196101,43.6716728,-79.4096832,,95,4230,,,
196102,43.6590424,-79.3823166,,75,2420,,,
196103,43.6608391,-79.3992462,,79,2420,,,
196104,43.642601,-79.3761597,,77,6568,,,
196105,43.6870079,-79.3188553,,66,14969,,,
196106,43.6618195,-79.3795776,,75,5012,,,
196107,43.7079315,-79.3988266,,104,14466,,,
196108,43.6843338,-79.4124985,,101,14466,,,
196109,43.652916,-79.382843,,76,14268,,,
196110,43.6667557,-79.388443,,76,14268,,,
196111,43.6820679,-79.3910675,,98,5141,,,
196112,43.6633339,-79.3723602,,71,12978,,,
196113,43.698246,-79.396843,,100,14510,,,
196114,43.6569595,-79.4904861,,114,14510,,,
196115,43.6755066,-79.4232941,,94,14989,,,
196116,43.6843338,-79.4124985,,101,2839,,,
196117,43.6161194,-79.4985657,,17,5356,,,
196118,43.6587601,-79.4154816,,80,8581,,,
196119,43.6531715,-79.4283829,,83,8581,,,
196120,43.663475,-79.3292007,,70,8581,,,
196121,43.746788,-79.4912872,,27,3867,,,
196122,43.746788,-79.4912872,,27,3867,,,
196123,43.6577072,-79.4553528,,88,6416,,,
196124,43.7275963,-79.3435745,,42,8490,,,
196125,43.6730423,-79.4234695,,94,8490,,,
196126,43.6719513,-79.3990631,,95,12773,,,
196127,43.6887245,-79.5598068,,7,49762,,,
196128,43.6493454,-79.4029388,,78,8653,,,
196129,43.6638756,-79.4506836,,93,2842,,,
196130,43.6160507,-79.5571594,,14,2842,,,
196131,43.6160507,-79.5571594,,14,2842,,,
196132,43.6687279,-79.406105,,95,2594,,,
196133,43.6694031,-79.4026184,,95,2594,,,
196134,43.6773605,-79.3774338,,98,8396,,,
196135,43.6773605,-79.3774338,,98,8396,,,
196136,43.6368713,-79.4374695,,85,9482,,,
196137,43.6368713,-79.4374695,,85,9482,,,
196138,43.6590424,-79.3823166,,76,15761,,,
196139,43.6636162,-79.4958344,,89,3486,,,
196140,43.6589394,-79.4744263,,88,11247,,,
196141,43.7038078,-79.4291534,,102,11247,,,
196142,43.6520691,-79.3809586,,76,16403,,,
196143,43.7743416,-79.2537537,,127,4242,,,
196144,43.6569824,-79.381424,,76,5308,,,
196145,43.6684113,-79.4392319,,93,5308,,,
196146,43.7694206,-79.4273758,,37,15719,,,
196147,43.7797737,-79.3558044,,47,15719,,,
196148,43.7768707,-79.4133911,,51,15996,,,
196149,43.6564255,-79.4079208,,78,11369,,,
196150,43.6453094,-79.4133987,,82,11473,,,
196151,43.6664314,-79.3760529,,74,50101,,,
196152,43.6548538,-79.4204712,,80,6707,,,
196153,43.7098083,-79.40448,,100,6707,,,
196154,43.660614,-79.3790741,,75,12584,,,
196155,43.6721306,-79.4062424,,95,12584,,,
196156,43.6462593,-79.3912888,,77,2319,,,
196157,43.7148514,-79.5496521,,5,12591,,,
196158,43.6373138,-79.4002304,,82,7962,,,
196159,43.6655235,-79.4822998,,89,14375,,,
196160,43.675106,-79.394043,,95,2545,,,
196161,43.6578941,-79.4002457,,78,5567,,,
196162,43.6612473,-79.4016113,,79,5567,,,
196163,43.6414185,-79.4218521,,84,5605,,,
196164,43.6414185,-79.4218521,,84,5605,,,
196165,43.6414185,-79.4218521,,84,5605,,,
196166,43.6434441,-79.3768768,,77,15084,,,
196167,43.6434441,-79.3768768,,77,15084,,,
196168,43.6461754,-79.3983536,,77,12377,,,
196169,43.7013626,-79.4281616,,102,10655,,,
196170,43.7013626,-79.4281616,,102,10655,,,
196171,43.7242775,-79.4509354,,31,15671,,,
196172,43.6697617,-79.4009628,,95,5610,,,
196173,43.6707497,-79.384407,,75,2221,,,
196174,43.6707497,-79.384407,,75,2221,,,
196175,43.7017136,-79.4384918,,102,11097,,,
196176,43.6688385,-79.3796539,,75,6447,,,
196177,43.6666489,-79.3815613,,75,14245,,,
196178,43.7250061,-79.4480667,,31,8435,,,
196179,43.6568451,-79.5205231,,9,7966,,,
196180,43.6552849,-79.3659592,,73,2595,,,
196181,43.746788,-79.4912872,,27,13442,,,
196182,43.6552277,-79.397171,,78,1972,,,
196183,43.6600685,-79.3970032,,79,6451,,,
196184,43.6546516,-79.4602432,,88,14991,,,
196185,43.639595,-79.4524841,,87,4225,,,
196186,43.663723,-79.3486786,,70,4290,,,
196187,43.7044525,-79.4313812,,102,13440,,,
196188,43.6934853,-79.2974319,,61,4310,,,
196189,43.6523857,-79.3794556,,76,4295,,,
196190,43.6425209,-79.377861,,77,14937,,,
196191,43.6956367,-79.4504776,,109,15991,,,
196192,43.6956367,-79.4504776,,109,15991,,,
196193,43.726902,-79.4405212,,32,11087,,,
196194,43.730854,-79.5996399,,1,9077,,,
196195,43.7061501,-79.4485245,,31,5018,,,
196196,43.7192039,-79.4300156,,32,5018,,,
196197,43.6684456,-79.3071213,,63,11878,,,
196198,43.6402473,-79.3985748,,77,7890,,,
196199,43.656208,-79.3785172,,75,4926,,,
196200,43.6517525,-79.3754044,,75,7931,,,
196201,43.6406631,-79.4361725,,86,2976,,,
196202,43.7887192,-79.4008789,,50,2976,,,
196203,43.6575317,-79.4387817,,83,12363,,,
196204,43.6582756,-79.3524399,,70,15164,,,
196205,43.6556587,-79.3839645,,76,4448,,,
196206,43.648468,-79.4265137,,84,6323,,,
196207,43.7653236,-79.5028687,,27,14450,,,
196208,43.7653236,-79.5028687,,27,14450,,,
196209,43.5901489,-79.5283051,,19,50410,,,
196210,43.6622276,-79.3407974,,70,10998,,,
196211,43.6581192,-79.3866119,,76,50062,,,
196212,43.6996956,-79.3898392,,104,5295,,,
196213,43.7809792,-79.1303253,,131,2525,,,
196214,43.7954216,-79.4196167,,36,8926,,,
196215,43.6433449,-79.4054871,,82,6138,,,
196216,43.6389656,-79.4161148,,82,4274,,,
196217,43.6426811,-79.3941269,,77,4875,,,
196218,43.6607208,-79.3635025,,72,8726,,,
196219,43.6389656,-79.4161148,,82,4334,,,
196220,43.6572533,-79.384613,,76,11929,,,
196221,43.6411819,-79.4230499,,84,4981,,,
196222,43.6591682,-79.4432449,,93,2770,,,
196223,43.648468,-79.3778458,,76,11961,,,
196224,43.637764,-79.5339966,,14,14972,,,
196225,43.6426811,-79.3941269,,77,11669,,,
196226,43.6512756,-79.4389877,,83,5380,,,
196227,43.6411819,-79.4230499,,84,7937,,,
196228,43.6562729,-79.3811264,,75,1655,,,
196229,43.6480293,-79.4085236,,81,7884,,,
196230,43.7647896,-79.406395,,51,12274,,,
196231,43.7647896,-79.406395,,51,12274,,,
196232,43.6598015,-79.3787384,,75,15003,,,
196233,43.6542664,-79.3789673,,75,15003,,,
196234,43.6542664,-79.3789673,,75,15003,,,
196235,43.7919884,-79.1957474,,134,5374,,,
196236,43.6505508,-79.4234238,,81,52049,,,
196237,43.6656723,-79.4953842,,89,3168,,,
196238,43.6677017,-79.3535843,,68,3168,,,
196239,43.6414185,-79.4218521,,84,3168,,,
196240,43.6623001,-79.3871078,,76,2815,,,
196241,43.6684227,-79.3876114,,76,2815,,,
196242,43.6389656,-79.4161148,,82,8268,,,
196243,43.6414185,-79.4218521,,84,4438,,,
196244,43.6629982,-79.4023056,,79,4438,,,
196245,43.6414185,-79.4218521,,84,50298,,,
196246,43.6414185,-79.4218521,,84,50298,,,
196247,43.7070198,-79.4311752,,102,50298,,,
196248,43.6414185,-79.4218521,,84,50298,,,
196249,43.6464157,-79.4039612,,82,13189,,,
196250,43.7036324,-79.4347763,,102,13189,,,
196251,43.7036324,-79.4347763,,102,13189,,,
196252,43.658989,-79.3862076,,76,4443,,,
196253,43.685421,-79.2980347,,62,13507,,,
196254,43.6705055,-79.3900452,,95,4686,,,
196255,43.6429596,-79.4249954,,84,4686,,,
196256,43.6613159,-79.3833084,,75,13609,,,
196257,43.6542664,-79.3789673,,75,15782,,,
196258,43.6620827,-79.3782043,,75,1708,,,
196259,43.6655884,-79.3879242,,76,11804,,,
196260,43.6446381,-79.4059906,,82,2213,,,
196261,43.6581154,-79.3725891,,73,2213,,,
196262,43.6534462,-79.3744888,,75,2735,,,
196263,43.6590424,-79.3823166,,76,2735,,,
196264,43.6679192,-79.3766937,,74,2735,,,
196265,43.6454124,-79.3952484,,77,15005,,,
196266,43.660759,-79.386055,,76,15005,,,
196267,43.660759,-79.386055,,76,15005,,,
196268,43.6633339,-79.3723602,,71,8377,,,
196269,43.6674614,-79.4000397,,79,1190,,,
196270,43.7383652,-79.4017105,,41,2550,,,
196271,43.6432838,-79.4405518,,86,13224,,,
196272,43.6520691,-79.3809586,,76,8476,,,
196273,43.6520691,-79.3809586,,76,8476,,,
196274,43.7047272,-79.3016052,,54,7926,,,
196275,43.6732979,-79.396225,,95,12333,,,
196276,43.6462593,-79.3912888,,77,11800,,,
196277,43.6677361,-79.3869553,,76,4529,,,
196278,43.6480103,-79.3998718,,78,11603,,,
196279,43.7078209,-79.4315262,,32,8424,,,
196280,43.7956619,-79.2401123,,132,2557,,,
196281,43.6533203,-79.3866425,,76,6411,,,
196282,43.7052994,-79.4354553,,102,4648,,,
196283,43.6420441,-79.4420624,,86,14464,,,
196284,43.647953,-79.3865662,,76,15927,,,
196285,43.6445961,-79.5236359,,14,11472,,,
196286,43.6699181,-79.3801041,,75,4818,,,
196287,43.6686897,-79.3755951,,74,8927,,,
196288,43.6686897,-79.3755951,,74,8927,,,
196289,43.7452164,-79.4835205,,26,8009,,,
196290,43.7452164,-79.4835205,,26,8009,,,
196291,43.6638489,-79.3843536,,76,11880,,,
196292,43.6638489,-79.3843536,,76,11880,,,
196293,43.6522179,-79.4013443,,78,11880,,,
196294,43.6522179,-79.4013443,,78,11880,,,
196295,43.7038078,-79.4291534,,102,1492,,,
196296,43.6581459,-79.3570938,,72,11798,,,
196297,43.7031555,-79.3468323,,55,14874,,,
196298,43.6677742,-79.3985672,,79,1495,,,
196299,43.6630745,-79.4237213,,93,14878,,,
196300,43.7418022,-79.4064484,,39,5825,,,
196301,43.7083282,-79.5005035,,28,1500,,,
196302,43.7024651,-79.5197067,,113,2820,,,
196303,43.6517105,-79.3662872,,73,8989,,,
196304,43.6558838,-79.3865585,,76,2821,,,
196305,43.6930046,-79.4225235,,106,5403,,,
196306,43.6930046,-79.4225235,,106,5403,,,
196307,43.7152557,-79.3298569,,44,5403,,,
196308,43.6071472,-79.5209503,,17,11992,,,
196309,43.6581573,-79.3780518,,75,2226,,,
196310,43.6581573,-79.3780518,,75,2226,,,
196311,43.6648827,-79.3847961,,76,5045,,,
196312,43.7004623,-79.4379654,,102,5045,,,
196313,43.6443825,-79.4397125,,86,11809,,,
196314,43.6487961,-79.3922882,,77,15747,,,
196315,43.7286644,-79.62043,,1,5199,,,
196316,43.7286644,-79.62043,,1,5199,,,
196317,43.6635437,-79.3774109,,71,4657,,,
196318,43.643364,-79.3914871,,77,4657,,,
196319,43.6459274,-79.3829269,,76,50274,,,
196320,43.7032738,-79.4445343,,108,6565,,,
196321,43.6728516,-79.3195114,,64,9628,,,
196322,43.6567764,-79.3591232,,72,5306,,,
196323,43.6523857,-79.3794556,,75,5306,,,
196324,43.6477509,-79.3961716,,77,15989,,,
196325,43.6548996,-79.3760757,,75,8457,,,
196326,43.6477509,-79.3961716,,77,14012,,,
196327,43.6836052,-79.3308716,,66,2204,,,
196328,43.8077431,-79.2157974,,132,2204,,,
196329,43.6688576,-79.3302917,,70,15625,,,
196330,43.6688576,-79.3302917,,70,15625,,,
196331,43.6705513,-79.4882736,,111,15625,,,
196332,43.6495514,-79.4956436,,15,8573,,,
196333,43.7030067,-79.428833,,102,11240,,,
196334,43.6663742,-79.3767014,,74,52050,,,
196335,43.7253036,-79.2762375,,120,49665,,,
196336,43.6944504,-79.428299,,106,14227,,,
196337,43.7269402,-79.2916641,,119,4441,,,
196338,43.6701698,-79.3869858,,95,7938,,,
196339,43.6874733,-79.2924728,,62,6445,,,
196340,43.705822,-79.3632584,,56,16388,,,
196341,43.8156471,-79.2654266,,129,4984,,,
196342,43.6611366,-79.3879547,,76,15818,,,
196343,43.6846581,-79.5336609,,7,7811,,,
196344,43.6591568,-79.4388657,,83,14134,,,
196345,43.6637955,-79.4026108,,79,49549,,,
196346,43.6533241,-79.3693466,,73,12952,,,
196347,43.6465492,-79.3832321,,76,1401,,,
196348,43.6407852,-79.4356079,,86,5975,,,
196349,43.6649208,-79.3392792,,70,10616,,,
196350,43.7693672,-79.2824631,,126,5258,,,
196351,43.7019043,-79.4340134,,102,8021,,,
196352,43.7019043,-79.4340134,,102,8021,,,
196353,43.7019043,-79.4340134,,102,8021,,,
196354,43.7664375,-79.1950989,,136,49527,,,
196355,43.6492767,-79.4846802,,87,11875,,,
196356,43.6650772,-79.3652573,,71,3222,,,
196357,43.7091141,-79.4012604,,100,1683,,,
196358,43.6655731,-79.4861221,,89,5055,,,
196359,43.7537117,-79.2633209,,127,8979,,,
196360,43.688591,-79.3916931,,98,5531,,,
196361,43.7330132,-79.424675,,39,15941,,,
196362,43.6544495,-79.3905792,,78,5372,,,
196363,43.6478691,-79.3837814,,76,8544,,,
196364,43.6822205,-79.3329163,,66,15786,,,
196365,43.7106056,-79.4052582,,100,3510,,,
196366,43.6386147,-79.4141541,,82,10630,,,
196367,43.6548996,-79.3760757,,75,5085,,,
196368,43.6636658,-79.3707199,,71,13953,,,
196369,43.7950554,-79.3745728,,49,2654,,,
196370,43.7950554,-79.3745728,,49,2654,,,
196371,43.7291107,-79.2546463,,124,2655,,,
196372,43.655159,-79.437233,,83,5409,,,
196373,43.7957191,-79.2939148,,117,49963,,,
196374,43.7586517,-79.1908646,,136,14763,,,
196375,43.6415863,-79.3921051,,77,2656,,,
196376,43.666851,-79.4997482,,111,2992,,,
196377,43.6685486,-79.4589691,,91,11801,,,
196378,43.6562729,-79.3811264,,76,50420,,,
196379,43.7604065,-79.5099716,,24,1835,,,
196380,43.7482567,-79.5999146,,1,7808,,,
196381,43.6595268,-79.3503494,,70,14967,,,
196382,43.6595268,-79.3503494,,70,14967,,,
196383,43.6595268,-79.3503494,,70,14967,,,
196384,43.6793289,-79.2960739,,62,49536,,,
196385,43.6793289,-79.2960739,,62,49536,,,
196386,43.6793289,-79.2960739,,62,49536,,,
196387,43.6424026,-79.399437,,77,2549,,,
196388,43.6424026,-79.399437,,77,2549,,,
196389,43.6413727,-79.3990479,,77,2549,,,
196390,43.6389656,-79.4161148,,82,8299,,,
196391,43.6648827,-79.3847961,,76,8299,,,
196392,43.6374168,-79.4054184,,82,8013,,,
196393,43.6462517,-79.434433,,84,11211,,,
196394,43.6462517,-79.434433,,84,11211,,,
196395,43.7692184,-79.4131012,,37,11211,,,
196396,43.724678,-79.4491196,,31,13622,,,
196397,43.7006302,-79.431572,,102,13622,,,
196398,43.6389656,-79.4161148,,82,13622,,,
196399,43.6556587,-79.4116058,,81,8412,,,
196400,43.6861763,-79.3935318,,98,13193,,,
