bike_theft_id,colour,make,model,speed,bike_type,status,cost
612401,GRY   ,NO             ,,24,MT,STOLEN,850.0
612402,,UK             ,,24,RC,STOLEN,1000.0
612403,WHI   ,UK             ,FELT Z95 51CM  ,24,OT,STOLEN,1000.0
612404,BLK   ,NO             ,13 INDIE 4 BLAC,16,RG,STOLEN,450.0
612405,LGR   ,HF             ,ROCK CREEK     ,18,MT,STOLEN,175.0
612406,BLK   ,RM             ,FUSION 930     ,18,MT,STOLEN,882.0
612407,BLK   ,OT             ,,1,RG,STOLEN,0.0
612408,BLU   ,GI             ,,15,RG,STOLEN,800.0
612409,BLK   ,OT             ,GTR            ,18,RC,STOLEN,2440.0
612410,SIL   ,UK             ,ELITE          ,12,TO,STOLEN,1000.0
612411,BLK   ,OT             ,COMMUTER       ,7,OT,STOLEN,300.0
612412,BLK   ,GT             ,KARAKORAM SPORT,9,MT,STOLEN,399.99
612413,YEL   ,GI             ,XTC 20         ,7,RG,STOLEN,350.0
612414,BLU   ,GT             ,GRADE COMP FB  ,15,RG,STOLEN,679.99
612415,BLK   ,OT             ,HYBRID         ,18,TO,STOLEN,650.0
612416,GLD   ,MO             ,,21,MT,STOLEN,400.0
612417,DGR   ,SC             ,,8,TO,STOLEN,200.0
612418,LGR   ,UK             ,,5,RG,STOLEN,200.0
612419,SIL   ,GI             ,ROVE 0         ,9,TO,STOLEN,950.0
612420,WHI   ,OT             ,URBANIA        ,8,OT,STOLEN,400.0
612421,SIL   ,UK             ,,24,MT,STOLEN,2000.0
612422,BLK   ,NO             ,INDIE 2        ,21,MT,STOLEN,600.0
612423,BLK   ,OT             ,ORBITA         ,21,MT,STOLEN,250.0
612424,LBL   ,SC             ,HYDRA 700CC    ,21,TO,STOLEN,395.0
612425,DBL   ,FJ             ,CROSSTOWN      ,30,RG,STOLEN,600.0
612426,SIL   ,OT             ,,1,SC,STOLEN,100.0
612427,BLK   ,UK             ,,1,SC,STOLEN,75.0
612428,BLU   ,OT             ,MARK II        ,7,RG,STOLEN,600.0
612429,PLE   ,OT             ,VENTURA RACE FE,20,RC,STOLEN,700.0
612430,SIL   ,HF             ,,25,MT,STOLEN,230.0
612431,BLK   ,UK             ,ST-TROPEZ      ,24,RG,STOLEN,630.0
612432,RED   ,OT             ,,8,MT,STOLEN,100.0
612433,BLK   ,UK             ,,1,OT,STOLEN,550.0
612434,TRQ   ,RA             ,,12,MT,STOLEN,350.0
612435,,DB             ,HYBRID         ,12,RG,STOLEN,150.0
612436,BLK   ,SP             ,,12,MT,STOLEN,350.0
612437,GRY   ,RA             ,,10,MT,STOLEN,100.0
612438,BLK   ,GT             ,AGGRESSOR      ,7,MT,STOLEN,500.0
612439,BLK   ,OT             ,,1,RG,STOLEN,150.0
612440,WHI   ,CC             ,,1,OT,STOLEN,0.0
612441,RED   ,OT             ,,40,RC,STOLEN,1200.0
612442,PLE   ,GI             ,ALIGHT1        ,9,OT,STOLEN,600.0
612443,BLK   ,CA             ,QUICK 4        ,12,OT,STOLEN,900.0
612444,BLU   ,RA             ,SERENGETI      ,21,RG,STOLEN,700.0
612445,PLE   ,OT             ,ALBA LX        ,14,RC,STOLEN,0.0
612446,BRN   ,GI             ,IGUANA         ,21,MT,STOLEN,900.0
612447,,OT             ,ROAD           ,15,RC,STOLEN,1200.0
612448,BLU   ,NO             ,YORKVILLE??    ,21,RG,STOLEN,500.0
612449,BLK   ,UK             ,,1,RC,STOLEN,650.0
612450,DGR   ,IH             ,,9,MT,STOLEN,0.0
612451,BLK   ,OT             ,ORMA HT 2015   ,21,MT,STOLEN,269.0
612452,RED   ,SC             ,PROTOCOL 1.0   ,24,MT,STOLEN,514.0
612453,LBL   ,BI             ,JAPANESE HI-MN ,14,RC,STOLEN,700.0
612454,WHI   ,OT             ,SOULVILLE      ,3,RG,STOLEN,750.0
612455,BLK   ,CC             ,EMPIRE         ,21,MT,STOLEN,199.99
612456,GRY   ,SC             ,APHRODITE      ,21,MT,STOLEN,0.0
612457,RED   ,CA             ,SILK ROAD CAAD2,15,TO,STOLEN,1000.0
612458,BLK   ,CA             ,LRG CDALE 14 QU,18,OT,STOLEN,1100.0
612459,SIL   ,OT             ,CAMELEON       ,27,MT,STOLEN,400.0
612460,BLU   ,CC             ,HTTP://WWW.CANA,21,RG,STOLEN,300.0
612461,BGE   ,AQUILA         ,PLUG 0         ,1,RG,STOLEN,679.99
612462,BRZ   ,KO             ,HAHANNA        ,21,MT,STOLEN,100.0
612463,RED   ,OT             ,,12,RC,STOLEN,200.0
612464,GRY   ,OT             ,,1,MT,STOLEN,1000.0
612465,DGR   ,OT             ,,1,RG,STOLEN,400.0
612466,BLU   ,CC             ,CCM ORION      ,21,RG,STOLEN,338.99
612467,RED   ,GI             ,REVEL          ,21,MT,STOLEN,600.0
612468,GRY   ,OT             ,ELEGANCE 702   ,18,RG,STOLEN,600.0
612469,PLE   ,PR             ,,10,MT,STOLEN,150.0
612470,LBL   ,UK             ,,10,MT,STOLEN,0.0
612471,BLK   ,OT             ,,1,TO,STOLEN,350.0
612472,BLU   ,UK             ,STUMPJUMPER    ,2,MT,STOLEN,300.0
612473,TRQ   ,SU             ,SUPERCYCLE     ,21,MT,STOLEN,180.0
612474,BLU   ,GI             ,,27,MT,STOLEN,950.0
612475,MRN   ,IN             ,,30,RG,STOLEN,250.0
612476,DGR   ,OT             ,FOREST FIXIE   ,1,RG,STOLEN,475.0
612477,PLE   ,SU             ,THE SUPERCYCLE ,18,MT,STOLEN,130.0
612478,,TR             ,FX 3           ,10,OT,STOLEN,700.0
612479,SIL   ,OT             ,MASH BOLT      ,1,RC,STOLEN,1100.0
612480,SIL   ,GI             ,ESCAPE 1       ,24,RG,STOLEN,500.0
612481,WHI   ,OT             ,ALLEZ          ,10,TO,STOLEN,2500.0
612482,,UK             ,,21,RG,STOLEN,300.0
612483,GRY   ,GF             ,HOO KOO E KOO 1,21,MT,STOLEN,900.0
612484,BLK   ,TR             ,DS321          ,21,MT,STOLEN,1000.0
612485,BLU   ,NO             ,,16,MT,STOLEN,2300.0
612486,SIL   ,CC             ,MONZA          ,21,RG,STOLEN,300.0
612487,BLK   ,UK             ,MTB            ,10,MT,STOLEN,4500.0
612488,PNK   ,UK             ,,6,OT,STOLEN,200.0
612489,BLU   ,CC             ,,1,RG,RECOVERED,150.0
612490,BLK   ,RM             ,,7,MT,STOLEN,700.0
612491,BLK   ,OT             ,KATO           ,24,MT,STOLEN,800.0
612492,GRY   ,GT             ,GT AGGRESSOR   ,35,MT,STOLEN,550.0
612493,ONG   ,OT             ,GROS LOUIS 2   ,21,OT,STOLEN,1921.0
612494,RED   ,UK             ,,1,OT,STOLEN,150.0
612495,WHI   ,OT             ,CROSSBOW       ,18,RC,STOLEN,2800.0
612496,BLU   ,NO             ,YORKVILLE      ,21,RG,STOLEN,675.0
612497,GRY   ,OT             ,ECOVELO        ,21,RG,STOLEN,270.0
612498,BLK   ,OT             ,TRAIL X 2015   ,21,MT,STOLEN,400.0
612499,BLK   ,KO             ,JAKE           ,19,RG,STOLEN,1000.0
612500,BLK   ,GI             ,DEFY           ,20,TO,STOLEN,1800.0
612501,GRY   ,GI             ,ROAM           ,16,MT,STOLEN,1200.0
612502,BLK   ,GI             ,TRANCE X1      ,30,MT,STOLEN,2000.0
612503,BLU   ,CC             ,VECTOR         ,21,OT,STOLEN,300.0
612504,BLU   ,TR             ,SOHO           ,8,RG,STOLEN,1425.0
612505,BLU   ,OT             ,,10,RG,STOLEN,240.0
612506,BLK   ,OT             ,CITIZEN        ,21,TO,STOLEN,300.0
612507,DBL   ,KO             ,,10,MT,STOLEN,0.0
612508,BLK   ,SC             ,HYDRA 700C     ,24,RG,STOLEN,500.0
612509,BLK   ,OT             ,X1             ,2,EL,STOLEN,400.0
612510,TRQ   ,UK             ,,5,MT,STOLEN,300.0
612511,PLE   ,OT             ,2015 SPEC. VITA,12,TO,STOLEN,1965.0
612512,,GI             ,,3,TO,STOLEN,0.0
612513,BLK   ,GI             ,TRANCE X3      ,30,MT,STOLEN,2150.0
612514,PLE   ,GI             ,,6,MT,STOLEN,600.0
612515,LGR   ,KO             ,DR. DEW        ,21,MT,STOLEN,450.0
612516,LGR   ,KO             ,DR DEW         ,24,MT,STOLEN,450.0
612517,RED   ,CC             ,,40,OT,STOLEN,600.0
612518,YEL   ,CA             ,V-900          ,12,MT,STOLEN,3000.0
612519,BLU   ,RA             ,CLUBMAN        ,10,TO,STOLEN,1200.0
612520,,MA             ,E3 CITY SERIES ,21,RG,STOLEN,500.0
612521,PLE   ,SU             ,,12,MT,STOLEN,500.0
612522,GRN   ,RM             ,,28,MT,STOLEN,600.0
612523,SIL   ,OT             ,,8,OT,STOLEN,1000.0
612524,BLU   ,RA             ,,21,RG,STOLEN,300.0
612525,OTH   ,OT             ,URBANO SUSPENSI,21,OT,STOLEN,600.0
612526,WHI   ,TR             ,WSD            ,7,RG,STOLEN,650.0
612527,BLK   ,GI             ,TCX            ,11,TO,STOLEN,1500.0
612528,,MO             ,,16,MT,STOLEN,100.0
612529,SIL   ,TR             ,BONTRAGER      ,5,TO,STOLEN,550.0
612530,BLK   ,OT             ,STOCKHOLM      ,27,TO,STOLEN,800.0
612531,DGR   ,OT             ,CACTUS         ,21,MT,STOLEN,700.0
612532,DBL   ,RM             ,EDGE           ,21,MT,STOLEN,600.0
612533,BLK   ,OT             ,HARD ROCK      ,21,MT,STOLEN,600.0
612534,ONG   ,FJ             ,FEATHER 2013   ,1,OT,STOLEN,750.0
612535,PLE   ,OT             ,,21,MT,STOLEN,400.0
612536,BLK   ,UK             ,,1,OT,STOLEN,500.0
612537,,CA             ,,18,RC,STOLEN,1500.0
612538,SIL   ,TR             ,,9,TO,STOLEN,1700.0
612539,GRY   ,RA             ,,21,MT,STOLEN,450.0
612540,LGR   ,OT             ,DRIFT          ,1,TO,STOLEN,600.0
612541,BLK   ,UK             ,,20,RG,STOLEN,700.0
612542,BLK   ,UK             ,,20,RG,STOLEN,700.0
612543,GRY   ,SC             ,VOLARE 1200    ,21,RG,STOLEN,0.0
612544,RED   ,TR             ,T1             ,1,RC,STOLEN,1200.0
612545,,GI             ,,7,OT,STOLEN,500.0
612546,GRY   ,RA             ,REDUX 3        ,19,RG,STOLEN,1099.99
612547,BLK   ,OT             ,GARNEAU        ,12,TO,STOLEN,1500.0
612548,BLK   ,SC             ,TALIK          ,24,MT,STOLEN,600.0
612549,BLK   ,TR             ,ZEKTOR 3 2017  ,18,OT,STOLEN,999.99
612550,BLK   ,MO             ,EXCURSION      ,21,MT,STOLEN,168.0
612551,LGR   ,OT             ,,7,RG,STOLEN,900.0
612552,BLK   ,OT             ,,1,RG,STOLEN,300.0
612553,BLK   ,OT             ,V1 ELITE BLACK ,40,EL,STOLEN,3000.0
612554,GRY   ,NA             ,ROYAL W700C    ,6,RG,STOLEN,219.99
612555,BLK   ,UK             ,NEEDLE         ,1,RC,STOLEN,1500.0
612556,BLK   ,CA             ,BAD BOY        ,27,OT,STOLEN,1500.0
612557,BLU   ,CC             ,VECTOR         ,21,RG,STOLEN,300.0
612558,DGR   ,TR             ,800,25,MT,STOLEN,600.0
612559,BLU   ,UK             ,,10,RG,STOLEN,0.0
612560,YEL   ,OT             ,,2,RG,STOLEN,500.0
612561,ONG   ,RA             ,ROPER          ,9,RG,STOLEN,770.0
612562,WHI   ,GI             ,RAPID 2 (2012) ,27,RC,STOLEN,850.0
612563,BLK   ,SC             ,GRAFT          ,24,MT,STOLEN,900.0
612564,BLK   ,SC             ,,24,MT,STOLEN,900.0
612565,BLK   ,OT             ,CTM HYBRID     ,21,MT,STOLEN,500.0
612566,GRN   ,TR             ,520,18,TO,STOLEN,1400.0
612567,BLK   ,MA             ,ONE SPEED      ,1,RG,STOLEN,300.0
612568,BLK   ,KH             ,FLITE 100      ,1,RG,STOLEN,0.0
612569,RED   ,SC             ,GTX-2 700C     ,21,RG,STOLEN,549.99
612570,,OT             ,CTM            ,21,MT,STOLEN,500.0
612571,WHI   ,RA             ,GRAND PRIX     ,10,RC,STOLEN,1000.0
612572,GRN   ,HF             ,,18,MT,STOLEN,160.0
612573,GRY   ,UK             ,CROSS TRAIL    ,20,MT,STOLEN,1145.0
612574,SIL   ,CC             ,EQUATOR        ,21,MT,STOLEN,300.0
612575,DBL   ,KO             ,DEWEY          ,17,RG,STOLEN,749.0
612576,DBL   ,CC             ,,21,MT,STOLEN,340.0
612577,BLK   ,NO             ,STORM 9.1 20 BL,40,MT,STOLEN,900.0
612578,LGR   ,OT             ,,1,RG,STOLEN,350.0
612579,RED   ,DB             ,OLD FROM 1986  ,21,MT,STOLEN,1000.0
612580,YEL   ,OT             ,"M-BAR, L-TYPE  ",3,FO,STOLEN,1820.0
612581,BLK   ,UK             ,"HOMEMADE, HEAVY",12,OT,STOLEN,0.0
612582,BLK   ,GI             ,ROAM           ,16,MT,STOLEN,550.0
612583,SIL   ,GI             ,?              ,18,MT,STOLEN,500.0
612584,,CC             ,,6,MT,STOLEN,280.0
612585,SIL   ,OT             ,SIRRUS ELITE   ,21,OT,STOLEN,1700.0
612586,SIL   ,MA             ,SAUSALITO      ,21,TO,STOLEN,600.0
612587,BLK   ,GI             ,EXPRESSWAY     ,6,FO,STOLEN,500.0
612588,SIL   ,NORCO          ,BUSHP          ,7,RG,STOLEN,1000.0
612589,GRY   ,NO             ,VFR            ,21,RG,STOLEN,1000.0
612590,MRN   ,SU             ,VIE            ,21,RG,STOLEN,100.0
612591,BLK   ,OT             ,SIRIUS ELITE   ,18,MT,STOLEN,2200.0
612592,GRY   ,GI             ,HYBRID/CITY BIL,24,RG,STOLEN,600.0
612593,GRN   ,OT             ,,8,RG,STOLEN,600.0
612594,BLK   ,KO             ,JAKE           ,9,RG,STOLEN,1500.0
612595,BLK   ,OT             ,CAMELEON 2     ,18,MT,STOLEN,650.0
612596,BLK   ,OT             ,ALLIED         ,3,MT,STOLEN,900.0
612597,BLK   ,OT             ,2016 HYBRID    ,3,OT,STOLEN,1016.99
612598,LGR   ,UK             ,,7,RG,STOLEN,600.0
612599,BLK   ,OT             ,SPECIALIZED    ,18,MT,STOLEN,100.0
612600,BLU   ,GI             ,ROAM 2         ,18,MT,STOLEN,750.0
612601,RED   ,OT             ,DOLCE SPORT    ,14,RC,STOLEN,1500.0
612602,GRY   ,SC             ,,14,RC,STOLEN,1500.0
612603,ONG   ,OT             ,,1,TO,STOLEN,300.0
612604,GRY   ,CC             ,CCM SLOPE      ,21,MT,STOLEN,269.99
612605,GRY   ,NO             ,VOLANTE        ,27,RG,STOLEN,1100.0
612606,BLK   ,OT             ,,24,MT,STOLEN,1000.0
612607,BLK   ,NO             ,VFR5           ,24,RG,STOLEN,729.0
612608,BLU   ,SU             ,,18,OT,STOLEN,750.0
612609,BLK   ,SU             ,,20,RG,STOLEN,110.0
612610,RED   ,SC             ,,7,FO,STOLEN,450.0
612611,DGR   ,OT             ,,4,RG,STOLEN,650.0
612612,RED   ,UK             ,,18,OT,STOLEN,500.0
612613,SIL   ,FJ             ,ABSOLUTE 2.1   ,21,OT,STOLEN,625.0
612614,BLK   ,OT             ,,1,OT,STOLEN,250.0
612615,BLK   ,OT             ,CLASSICO       ,7,RG,STOLEN,400.0
612616,BLK   ,OT             ,,1,OT,STOLEN,350.0
612617,RED   ,OT             ,CORSO 2.0 SUS H,21,OT,STOLEN,679.95
612618,DBL   ,OT             ,,18,OT,STOLEN,200.0
612619,BLK   ,OT             ,260,18,MT,STOLEN,406.77
612620,BLK   ,TR             ,XCALIBER 7     ,27,MT,STOLEN,1500.0
612621,BLK   ,OT             ,LUXOR          ,12,EL,STOLEN,2500.0
612622,BLK   ,UK             ,SINGLE SPEED FI,1,RC,STOLEN,680.0
612623,,UK             ,INTERCEPT      ,29,EL,STOLEN,1900.0
612624,BLU   ,HF             ,53045C 35615Y  ,1,BM,STOLEN,110.74
612625,WHI   ,GI             ,RAPID (SIZE = M,24,TO,STOLEN,500.0
612626,WHI   ,GI             ,,24,MT,STOLEN,750.0
612627,,UK             ,,18,MT,STOLEN,100.0
612628,,OT             ,,12,RC,STOLEN,0.0
612629,BLK   ,OT             ,ALPINE 2       ,8,OT,STOLEN,1600.0
612630,WHI   ,GT             ,TRANSEO 4.0    ,6,RG,STOLEN,800.0
612631,GRY   ,OT             ,OSLO           ,18,RG,STOLEN,1800.0
612632,BLK   ,SC             ,,21,RG,STOLEN,120.0
612633,WHI   ,GI             ,TALON 29ER     ,18,MT,STOLEN,1380.0
612634,PLE   ,KH             ,FLITE 100      ,1,RC,STOLEN,1500.0
612635,,FJ             ,FEATHER        ,1,RC,STOLEN,1050.64
612636,BLK   ,GI             ,,6,MT,STOLEN,450.0
612637,BLK   ,NA             ,,21,MT,STOLEN,200.0
612638,RED   ,RM             ,VERTEX         ,18,MT,STOLEN,3751.6
612639,CRM   ,OT             ,DUTCHI 3       ,3,TO,STOLEN,720.0
612640,BLK   ,CA             ,BAD BOY        ,15,TO,STOLEN,1000.0
612641,BLK   ,RM             ,,15,TO,STOLEN,1000.0
612642,,GI             ,ESCAPE         ,21,RG,STOLEN,700.0
612643,BLK   ,NO             ,INDIE 4 (2015) ,24,RG,STOLEN,689.3
612644,BGE   ,OT             ,,8,OT,STOLEN,3500.0
612645,RED   ,SC             ,GTX2 HYBRID BIK,21,OT,STOLEN,450.0
612646,DBL   ,SC             ,,21,RG,STOLEN,550.0
612647,WHI   ,UK             ,WIND           ,1,EL,STOLEN,3000.0
612648,,CC             ,,10,RC,STOLEN,250.0
612649,LGR   ,OT             ,B2115-7302     ,7,TO,STOLEN,565.0
612650,BLK   ,UK             ,,7,MT,STOLEN,0.0
612651,GRY   ,OT             ,HARD ROCK      ,18,RG,STOLEN,0.0
612652,BLK   ,UK             ,ROCKHOPPER 29  ,21,MT,STOLEN,1000.0
612653,BLK   ,UK             ,PAVE LIGHT     ,9,RG,STOLEN,1200.0
612654,RED   ,GI             ,FD806          ,6,FO,STOLEN,600.0
612655,RED   ,OT             ,,24,OT,STOLEN,300.0
612656,SIL   ,OT             ,AUDACIO        ,19,RC,STOLEN,1100.0
612657,BLK   ,DB             ,HANJO          ,16,RG,STOLEN,789.87
612658,BLK   ,UK             ,ROCKHOPPER 29  ,21,MT,STOLEN,1000.0
612659,BLK   ,FJ             ,DECLARATION    ,1,RG,STOLEN,768.4
612660,DBL   ,OT             ,BRODIE VOLTAGE ,6,RG,STOLEN,1000.0
612661,BLK   ,TR             ,FUEL EX 8  29  ,10,MT,STOLEN,3000.0
612662,BLK   ,OT             ,ROAD BIKE      ,16,RC,STOLEN,500.0
612663,WHI   ,CC             ,ORYX           ,15,MT,STOLEN,99.99
612664,BGE   ,UK             ,,21,TO,STOLEN,1800.0
612665,WHI   ,CA             ,CANNONDALE CAAD,27,RC,STOLEN,600.0
612666,OTH   ,EM             ,HORNET 48V BLAC,35,EL,STOLEN,1600.0
612667,SIL   ,UK             ,CROSS TRAIL    ,8,RG,STOLEN,650.0
612668,BLK   ,UK             ,,7,MT,STOLEN,450.0
612669,WHI   ,TR             ,,9,RC,STOLEN,1000.0
612670,GRN   ,BI             ,,12,TO,STOLEN,500.0
612671,BLK   ,FJ             ,ADVENTURE      ,7,MT,STOLEN,450.0
612672,RED   ,UK             ,,7,MT,STOLEN,700.0
612673,BLK   ,UK             ,,1,RG,STOLEN,250.0
612674,BLK   ,TR             ,TREK DS 4 BIKE ,10,MT,STOLEN,1300.0
612675,PLE   ,UK             ,SILHOUETTE     ,21,RG,STOLEN,479.0
612676,BRN   ,KO             ,DR FINE        ,8,RG,STOLEN,500.0
612677,GRY   ,NO             ,,10,TO,STOLEN,600.0
612678,GRN   ,TR             ,CITY BIKE      ,1,RG,STOLEN,0.0
612679,DBL   ,OT             ,OATH           ,1,BM,STOLEN,159.99
612680,DBL   ,OT             ,PAVE LITE      ,45,RG,STOLEN,1100.0
612681,BLK   ,OT             ,,21,MT,STOLEN,0.0
612682,BLK   ,OT             ,SIRRUS CARBON  ,24,RC,STOLEN,2300.0
612683,BLK   ,RM             ,VERTEX 930     ,42,MT,STOLEN,3500.0
612684,BLK   ,TR             ,ZEKTOR 3       ,18,OT,STOLEN,999.99
612685,BLK   ,GT             ,VANTARA        ,8,OT,STOLEN,559.99
612686,DBL   ,UK             ,,7,MT,STOLEN,0.0
612687,GRN   ,TR             ,FX2 WSD        ,8,RG,STOLEN,800.0
612688,GRN   ,TR             ,,18,RG,STOLEN,800.0
612689,BLK   ,TR             ,3500,7,MT,STOLEN,500.0
612690,GRY   ,NO             ,YORKVILLE      ,21,RG,STOLEN,500.0
612691,BRN   ,OT             ,,8,RG,STOLEN,0.0
612692,LGR   ,OT             ,LTD PRO 2X 29  ,18,MT,STOLEN,1799.0
612693,BLK   ,GF             ,KAITAI         ,18,OT,STOLEN,600.0
612694,LBL   ,OT             ,DUTCHI         ,3,RG,STOLEN,1203.45
612695,GRY   ,NO             ,,27,MT,STOLEN,949.0
612696,GRY   ,RA             ,HYBRID         ,18,MT,STOLEN,400.0
612697,BGE   ,OT             ,,10,RC,STOLEN,200.0
612698,DBL   ,GI             ,17 ALIGHT 1 DD ,27,RG,STOLEN,829.99
612699,BLU   ,RA             ,GRAND PRIX 1979,10,TO,STOLEN,900.0
612700,DBL   ,OT             ,,10,OT,STOLEN,0.0
612701,BLK   ,UK             ,,1,OT,STOLEN,420.0
612702,BLU   ,OT             ,ALLEGRO        ,21,MT,STOLEN,450.0
612703,BLK   ,SU             ,,18,MT,STOLEN,199.99
612704,BLU   ,RA             ,SPORT          ,10,RG,STOLEN,450.0
612705,DBL   ,OT             ,METROPOLITAN   ,15,MT,STOLEN,500.0
612706,RED   ,CC             ,,7,MT,STOLEN,650.0
612707,BLK   ,GI             ,TALON          ,14,MT,STOLEN,1800.0
612708,GRN   ,UK             ,ITALIA         ,8,RG,STOLEN,450.0
612709,BLK   ,UNKNOWN MAKE   ,DAMCO          ,1,RG,STOLEN,600.0
612710,GRY   ,RM             ,WHISTLER 10    ,8,RG,STOLEN,670.0
612711,PNK   ,UK             ,RAYMOND POULIDO,15,RC,STOLEN,150.0
612712,MRN   ,KO             ,DEW            ,5,RG,STOLEN,300.0
612713,BLK   ,OT             ,SPECIAL OTTO   ,8,RG,STOLEN,1000.0
612714,BLK   ,NO             ,,1,RG,STOLEN,500.0
612715,GRY   ,OT             ,2014 JAVIS CODA,24,MT,STOLEN,989.0
612716,BLK   ,OT             ,"17""""            ",18,TO,STOLEN,800.0
612717,LBL   ,UK             ,,15,RG,STOLEN,0.0
612718,DBL   ,SC             ,1200 VOLARE    ,27,RG,STOLEN,549.99
612719,BLK   ,CA             ,,24,RC,STOLEN,2500.0
612720,PLE   ,NO             ,,12,MT,STOLEN,0.0
612721,BLU   ,KO             ,JAKE THE SNAKE ,20,OT,STOLEN,700.0
612722,,OT             ,KOZAK          ,5,BM,STOLEN,370.0
612723,GRY   ,GI             ,IGUANA         ,24,MT,STOLEN,325.0
612724,,OT             ,,25,MT,STOLEN,399.99
612725,ONG   ,NO             ,STORM          ,18,MT,STOLEN,903.99
612726,GRY   ,MO             ,,21,OT,STOLEN,725.0
612727,GRY   ,OT             ,,1,RG,STOLEN,350.0
612728,BLK   ,OT             ,,10,TO,STOLEN,1500.0
612729,SIL   ,OT             ,,18,MT,STOLEN,2000.0
612730,RED   ,CC             ,,18,MT,STOLEN,1000.0
612731,BLU   ,OT             ,,7,MT,STOLEN,500.0
612732,RED   ,OT             ,,5,OT,STOLEN,500.0
612733,,KO             ,,21,OT,STOLEN,700.0
612734,PLE   ,SC             ,SANCTUARY 7 CRU,7,OT,STOLEN,315.13
612735,BLU   ,CA             ,QUICK DISC 1 WO,20,RC,STOLEN,1299.95
612736,BLK   ,OT             ,HYBRID-MOUNTAIN,27,RG,STOLEN,850.0
612737,ONG   ,BI             ,,27,RG,STOLEN,400.0
612738,WHI   ,OT             ,XCW            ,21,MT,STOLEN,0.0
612739,BLK   ,UK             ,NOVARA         ,21,MT,STOLEN,279.99
612740,BLU   ,UK             ,,23,TO,STOLEN,1500.0
612741,BLU   ,OT             ,F50 ROAD BIKE  ,23,TO,STOLEN,3918.28
612742,BLK   ,TR             ,FX 2           ,24,RG,STOLEN,600.0
612743,BLK   ,UK             ,,15,MT,STOLEN,500.0
612744,,UK             ,SPECIALIZED CRO,28,OT,STOLEN,500.0
612745,BLK   ,NO             ,NOMAD          ,10,RG,STOLEN,300.0
612746,BLK   ,KH             ,FLITE 500      ,10,RC,STOLEN,1000.0
612747,RED   ,CC             ,CITY EXPRESS   ,16,OT,STOLEN,100.0
612748,GRN   ,UK             ,DURANGO COMP   ,70,MT,STOLEN,720.0
612749,BLU   ,GT             ,TRANSEO 2.0    ,7,RG,STOLEN,500.0
612750,BLK   ,IN             ,CRAZYHORSE HT26,24,MT,STOLEN,300.0
612751,PLE   ,SC             ,SANCTUARY 7    ,7,TO,STOLEN,400.0
612752,TRQ   ,BI             ,,21,TO,STOLEN,500.0
612753,WHI   ,UK             ,,15,TO,STOLEN,500.0
612754,BRN   ,KO             ,DEW PLUS       ,15,OT,STOLEN,900.0
612755,DBL   ,UK             ,,12,TO,STOLEN,500.0
612756,WHI   ,GI             ,BOULDER 2009   ,3,MT,STOLEN,500.0
612757,ONG   ,OT             ,COTE           ,10,OT,STOLEN,1550.0
612758,PLE   ,TR             ,,16,RC,STOLEN,0.0
612759,BLK   ,GI             ,ROAM           ,27,MT,STOLEN,1000.0
612760,WHI   ,UK             ,,15,OT,STOLEN,500.0
612761,LGR   ,NO             ,INDIE          ,7,RG,STOLEN,400.0
612762,BLK   ,GI             ,2016 ESCAPE 3 L,20,RG,STOLEN,500.0
612763,SIL   ,CA             ,,24,RG,STOLEN,1000.0
612764,RED   ,TR             ,EMONDA SL6     ,11,RC,STOLEN,5560.0
612765,PLE   ,OT             ,,24,RC,STOLEN,1000.0
612766,SIL   ,MA             ,FAIRFAX        ,21,RG,STOLEN,500.0
612767,PNK   ,UK             ,,21,RC,STOLEN,900.0
612768,PLE   ,SC             ,,5,RG,STOLEN,250.0
612769,BLK   ,RA             ,PORTAGE        ,18,MT,STOLEN,300.0
612770,BLU   ,UK             ,96243,5,TR,STOLEN,700.0
612771,BLK   ,OT             ,ELITE TARMAC   ,22,RC,RECOVERED,4000.0
612772,WHI   ,TR             ,,21,MT,STOLEN,1200.0
612773,BLU   ,MA             ,LARKSPUR CS2   ,24,RG,STOLEN,580.0
612774,BLK   ,UK             ,,1,OT,STOLEN,50.0
612775,ONG   ,SU             ,SUPERCYCLE     ,7,MT,STOLEN,250.0
612776,RED   ,NO             ,,24,MT,STOLEN,600.0
612777,BLK   ,UK             ,,20,RG,STOLEN,150.0
612778,BLU   ,UK             ,TACANA 2 GHOST ,21,MT,STOLEN,750.0
612779,BLK   ,UK             ,TARMAC SL3 EXPE,12,RC,STOLEN,4300.0
612780,BLK   ,RA             ,,3,RG,STOLEN,500.0
612781,PLE   ,OT             ,COMMUTER 2     ,7,RG,STOLEN,519.0
612782,DBL   ,OT             ,CLASSIC        ,3,RG,STOLEN,663.96
612783,BLK   ,GI             ,3,18,OT,STOLEN,250.0
612784,BLU   ,UK             ,,7,RG,STOLEN,0.0
612785,BLU   ,UK             ,,21,MT,STOLEN,250.0
612786,OTH   ,OT             ,,1,OT,STOLEN,0.0
612787,GRY   ,SU             ,SUPERCYCLE     ,21,MT,STOLEN,550.0
612788,SIL   ,SU             ,PHANTOM 29     ,21,MT,STOLEN,550.0
612789,BLK   ,TR             ,8.3 DS 19 TREK ,24,RG,STOLEN,1140.0
612790,RED   ,OT             ,SILVERSTONE Q  ,16,RC,STOLEN,500.0
612791,BLK   ,NO             ,,1,OT,STOLEN,600.0
