bike_theft_id,colour,make,model,speed,bike_type,status,cost
605437,BLK   ,TR             ,7.2 FX         ,24,RG,STOLEN,802.0
605438,GLD   ,UK             ,,10,MT,STOLEN,0.0
605439,LGR   ,UK             ,RETROSPEC BETA ,15,RG,STOLEN,300.0
605440,RED   ,NO             ,THRESHOLD      ,18,TO,STOLEN,1101.75
605441,BLU   ,GT             ,2015,27,MT,STOLEN,700.0
605442,RED   ,RM             ,OXYGEN 10      ,27,RC,STOLEN,900.0
605443,WHI   ,CA             ,,12,RC,STOLEN,2200.0
605444,PNK   ,CC             ,,5,RG,STOLEN,330.0
605445,BLK   ,TR             ,MARLIN         ,1,MT,STOLEN,1000.0
605446,WHI   ,OT             ,,1,RC,STOLEN,700.0
605447,CRM   ,OT             ,ARIEL          ,21,OT,STOLEN,400.0
605448,BLK   ,NA             ,ROYAL M        ,6,RG,STOLEN,200.0
605449,DGR   ,KO             ,,9,RG,STOLEN,700.0
605450,BLK   ,FJ             ,"TOURING""""      ",21,TO,STOLEN,500.0
605451,WHI   ,KO             ,,15,MT,STOLEN,1500.0
605452,BLU   ,TR             ,,15,MT,STOLEN,600.0
605453,YEL   ,CC             ,,60,EL,STOLEN,1100.0
605454,RED   ,CC             ,,30,FO,STOLEN,200.0
605455,,OT             ,,21,OT,STOLEN,0.0
605456,DGR   ,OT             ,SPECIALE FIXED ,1,RC,STOLEN,1500.0
605457,WHI   ,OT             ,SL2            ,27,RC,STOLEN,1400.0
605458,PLE   ,TR             ,LEXA           ,21,RC,STOLEN,850.0
605459,BLK   ,OT             ,CROSSTRAIL     ,24,OT,STOLEN,650.0
605460,,CC             ,,10,MT,STOLEN,200.0
605461,BLK   ,GI             ,TCR 1          ,20,RC,STOLEN,2400.0
605462,BLK   ,EM             ,TITAN          ,32,EL,STOLEN,1920.0
605463,,TR             ,,21,RG,STOLEN,800.0
605464,GRN   ,OT             ,DUTCHI         ,3,RG,STOLEN,500.0
605465,BLK   ,RA             ,,24,RG,STOLEN,800.0
605466,BLK   ,OT             ,,35,EL,STOLEN,700.0
605467,BLK   ,CA             ,2014 TRAIL SL 2,10,MT,STOLEN,1500.0
605468,GRY   ,PE             ,,1,RG,STOLEN,500.0
605469,WHI   ,PE             ,RECORD DU MONDE,1,RC,STOLEN,350.0
605470,GRY   ,UK             ,SPECIALIZED    ,10,MT,STOLEN,1000.0
605471,RED   ,IN             ,698003,6,MT,STOLEN,200.0
605472,BLU   ,MA             ,VENEZIA        ,21,RC,STOLEN,1200.0
605473,BLK   ,CA             ,E400           ,24,MT,STOLEN,275.0
605474,YEL   ,CA             ,M300           ,24,MT,STOLEN,150.0
605475,MRN   ,HF             ,BAY POINTE     ,3,OT,STOLEN,150.0
605476,GRN   ,OT             ,,10,RG,STOLEN,400.0
605477,,SP             ,,18,MT,STOLEN,200.0
605478,BLU   ,OT             ,,10,RC,STOLEN,0.0
605479,BLK   ,UK             ,ORMA           ,21,MT,STOLEN,399.99
605480,GRN   ,OT             ,RALLYE DESCENT ,18,MT,STOLEN,200.0
605481,WHI   ,OT             ,WOMENS MEDIUM  ,3,RG,STOLEN,480.0
605482,BLK   ,GI             ,SEEK 3         ,21,RG,STOLEN,600.0
605483,GRY   ,GF             ,SILVER SERIES  ,24,MT,STOLEN,1000.0
605484,ONG   ,OT             ,TRICROSS SPORT ,27,RC,STOLEN,1500.0
605485,RED   ,OT             ,HARDROCK       ,21,MT,STOLEN,600.0
605486,BLK   ,OT             ,MATT BLACK 5   ,15,RG,STOLEN,500.0
605487,BLU   ,OT             ,LAGER          ,1,OT,STOLEN,500.0
605488,,UK             ,,1,RC,STOLEN,649.0
605489,,UK             ,,50,MT,STOLEN,1500.0
605490,BLU   ,SU             ,,1,RG,STOLEN,200.0
605491,GRY   ,UK             ,ROUBAIX        ,21,RC,STOLEN,1499.0
605492,BLK   ,UK             ,CENTURY ELITE 6,10,RC,STOLEN,1500.0
605493,BLK   ,GI             ,15TALON        ,30,MT,STOLEN,660.0
605494,GRY   ,OT             ,COSTA          ,24,RC,STOLEN,1000.0
605495,DGR   ,GT             ,AGGRESSOR 3.0  ,21,MT,STOLEN,300.0
605496,PLE   ,CC             ,"CCM 26"""" EQUATOR",8,RG,STOLEN,229.99
605497,RED   ,CC             ,,21,MT,STOLEN,0.0
605498,BLK   ,KH             ,VITAMIN B      ,8,RG,STOLEN,650.0
605499,DBL   ,SU             ,,10,RG,STOLEN,150.0
605500,RED   ,RA             ,,6,MT,STOLEN,130.0
605501,GRN   ,KO             ,,12,MT,STOLEN,800.0
605502,BLU   ,UK             ,,10,RC,STOLEN,
605503,RED   ,UK             ,ROAD BIKE      ,6,UN,STOLEN,400.0
605504,PLE   ,UK             ,,1,SC,STOLEN,50.0
605505,LGR   ,OT             ,DAILY          ,3,RG,STOLEN,900.0
605506,,NO             ,,18,RG,STOLEN,100.0
605507,TAN   ,DB             ,,21,RG,STOLEN,900.0
605508,WHI   ,OT             ,FP DUE         ,10,RC,STOLEN,3000.0
605509,BLK   ,GI             ,SEDONA DX      ,18,RG,STOLEN,0.0
605510,BLK   ,OT             ,THE INDIA      ,1,RG,STOLEN,499.0
605511,WHI   ,RM             ,BLIZZARD       ,24,MT,STOLEN,2500.0
605512,ONG   ,OT             ,VITA ELITE     ,24,OT,STOLEN,749.99
605513,BLK   ,PE             ,,10,TO,STOLEN,250.0
605514,SIL   ,GT             ,GT TRANSEO 4.0 ,24,MT,STOLEN,550.0
605515,PLE   ,OT             ,BMX            ,1,BM,STOLEN,400.0
605516,RED   ,OT             ,WOMEN'S SL4 (LA,8,RC,STOLEN,875.0
605517,LBL   ,BI             ,OLD MODEL EARLY,5,OT,STOLEN,800.0
605518,TRQ   ,CR             ,,21,MT,STOLEN,500.0
605519,BLU   ,GT             ,GT TRANSEO 4.0 ,24,MT,STOLEN,550.0
605520,WHI   ,OT             ,RAMBLER        ,5,RG,STOLEN,500.0
605521,BLK   ,OT             ,MANTRA FIXIE   ,1,OT,STOLEN,409.0
605522,CPR   ,OT             ,ROADSTER       ,3,RG,STOLEN,750.0
605523,BLK   ,OT             ,,21,MT,STOLEN,350.0
605524,BLU   ,OT             ,FIXED SPECIALE ,1,OT,STOLEN,1300.0
605525,WHI   ,OT             ,,7,OT,STOLEN,695.0
605526,BLU   ,UK             ,TACANA 4       ,28,MT,STOLEN,1000.0
605527,BLU   ,OT             ,DUTCHI 3 SPEED ,3,TO,STOLEN,500.0
605528,BLU   ,OT             ,,1,RG,STOLEN,280.0
605529,GRN   ,KH             ,,1,RC,STOLEN,500.0
605530,BLU   ,SC             ,SCHWINN COMFORT,5,RG,STOLEN,363.37
605531,WHI   ,CC             ,PRESTO         ,21,RG,STOLEN,316.39
605532,BLK   ,GI             ,SEEK 1         ,28,RG,STOLEN,999.0
605533,WHI   ,EM             ,H5             ,35,EL,STOLEN,1000.0
605534,ONG   ,KO             ,,9,MT,STOLEN,600.0
605535,BLK   ,CC             ,,18,MT,STOLEN,200.0
605536,GRN   ,OT             ,DRIVE 2013     ,30,EL,STOLEN,900.0
605537,BLK   ,OT             ,ELLIOT         ,30,BM,STOLEN,1500.0
605538,RED   ,NO             ,CHARGER 9.3    ,27,MT,STOLEN,767.27
605539,BLK   ,CA             ,SYNAPSE        ,21,RC,STOLEN,800.0
605540,,GI             ,ESCAPE         ,21,RG,STOLEN,700.0
605541,WHI   ,GI             ,,9,OT,STOLEN,659.95
605542,RED   ,OT             ,,10,RC,STOLEN,180.0
605543,BLK   ,OT             ,CROSSTRAIL SPOR,27,RG,STOLEN,900.0
605544,GRN   ,OT             ,2012 JAMIS TRAI,24,MT,STOLEN,400.0
605545,SIL   ,GT             ,ZASKAR LE      ,18,MT,STOLEN,4000.0
605546,SIL   ,OT             ,703 ELEGENCE   ,24,RG,STOLEN,500.0
605547,BLU   ,OT             ,CHILLI PEPPER  ,14,MT,STOLEN,3000.0
605548,BLK   ,TR             ,DUAL SPORT 8.4 ,20,MT,STOLEN,799.99
605549,RED   ,TR             ,X-CALIBER 6    ,24,MT,STOLEN,750.0
605550,BLU   ,OT             ,,7,MT,STOLEN,500.0
605551,WHI   ,OT             ,DEVINCI MILANO ,21,RG,STOLEN,650.0
605552,,GF             ,ZEBRANO        ,24,MT,STOLEN,300.0
605553,BLK   ,CA             ,CAAD8          ,20,RC,STOLEN,1200.0
605554,BLK   ,OT             ,,30,EL,STOLEN,450.0
605555,GRY   ,OT             ,ADAGIO         ,24,RG,STOLEN,529.99
605556,YEL   ,UK             ,,27,RC,RECOVERED,1790.0
605557,WHI   ,GI             ,DASH 3         ,27,RG,STOLEN,1000.0
605558,GRN   ,KO             ,,6,MT,STOLEN,1200.0
605559,BLU   ,SU             ,,3,RG,STOLEN,0.0
605560,BLU   ,OT             ,MIXTE          ,12,RC,STOLEN,550.0
605561,,GT             ,SERIES 4.0     ,8,RC,STOLEN,700.0
605562,GRN   ,KO             ,,18,MT,STOLEN,1000.0
605563,DBL   ,NO             ,STORM          ,18,MT,STOLEN,500.0
605564,BLU   ,OT             ,MIDTOWN        ,9,RG,STOLEN,675.0
605565,BLK   ,EM             ,STINGER        ,32,EL,STOLEN,750.0
605566,BLK   ,OT             ,,21,RG,STOLEN,200.0
605567,BLU   ,UK             ,BKC            ,8,RG,STOLEN,1000.0
605568,GRY   ,RA             ,,10,RG,STOLEN,250.0
605569,ONG   ,UK             ,,20,RG,STOLEN,0.0
605570,GRY   ,UK             ,TRAIL X        ,21,MT,STOLEN,429.37
605571,OTH   ,CC             ,PRESTO 700C    ,21,RC,STOLEN,217.0
605572,PLE   ,OT             ,VITA           ,8,RG,STOLEN,750.0
605573,GRY   ,OT             ,SIRRUS SPORT   ,27,OT,STOLEN,1000.0
605574,WHI   ,TR             ,,20,TO,STOLEN,2000.0
605575,LBL   ,OT             ,WILLOW3        ,3,RG,STOLEN,0.0
605576,RED   ,SC             ,"SCH 26"""" GRAFT P",27,MT,STOLEN,665.0
605577,BLK   ,OT             ,MIDAS          ,1,OT,STOLEN,600.0
605578,BRZ   ,KO             ,,24,MT,STOLEN,500.0
605579,BLK   ,TR             ,SOHO           ,1,RC,STOLEN,600.0
605580,SIL   ,SC             ,,24,MT,STOLEN,700.0
605581,DGR   ,OT             ,BEATER BIKE    ,1,TO,STOLEN,400.0
605582,YEL   ,UK             ,,12,MT,STOLEN,100.0
605583,BLK   ,GI             ,LIV GIANT ROVE ,2,RG,STOLEN,670.0
605584,YEL   ,UK             ,,10,RG,STOLEN,0.0
605585,GRY   ,NO             ,INDIE II       ,24,OT,STOLEN,1000.0
605586,,TR             ,7.2,24,OT,STOLEN,50.0
605587,WHI   ,OT             ,CROSSTRAIL COMP,32,MT,STOLEN,600.0
605588,YEL   ,EM             ,EMMO S6        ,31,EL,STOLEN,1700.0
605589,YEL   ,EM             ,EMMO S6        ,31,SC,STOLEN,2400.0
605590,RED   ,OT             ,,10,MT,STOLEN,500.0
605591,BLU   ,TR             ,,18,RC,STOLEN,2500.0
605592,BLK   ,FJ             ,TRACK CLASSIC  ,1,RC,STOLEN,600.0
605593,OTH   ,RM             ,VERTEX - TRIBAL,21,MT,STOLEN,4000.0
605594,RED   ,RM             ,WHISTLER 50    ,21,RG,STOLEN,0.0
605595,BLU   ,CC             ,CCM            ,10,RG,STOLEN,150.0
605596,WHI   ,UK             ,WHITE          ,60,EL,STOLEN,1599.0
605597,BLK   ,OT             ,QUEST SPORT    ,24,TO,STOLEN,549.0
605598,BLK   ,OT             ,FIXED GEAR     ,1,RG,STOLEN,400.0
605599,GRY   ,NO             ,THRESHOLD C3   ,18,RC,STOLEN,2500.0
605600,BLK   ,UK             ,TRI CROSS      ,8,RC,STOLEN,1200.0
605601,WHI   ,OT             ,SE-DRAFT-LITE  ,1,OT,STOLEN,500.0
605602,BLK   ,FJ             ,TRACK          ,1,RG,STOLEN,700.0
605603,WHI   ,CA             ,QUICK CX       ,9,MT,STOLEN,750.0
605604,BLK   ,GI             ,ESCAPE 2       ,28,RG,STOLEN,650.0
605605,BRN   ,UK             ,,5,TO,STOLEN,700.0
605606,BLK   ,OT             ,,1,OT,STOLEN,400.0
605607,BLK   ,OT             ,THE DUKE       ,1,RG,STOLEN,395.0
605608,TAN   ,MA             ,BRIDGEWAY      ,6,RG,STOLEN,620.0
605609,DBL   ,TR             ,7.4 FX WSD 17 N,9,OT,STOLEN,942.44
605610,RED   ,OT             ,CROSSTRAIL EXPE,27,RG,STOLEN,1200.0
605611,GRN   ,OT             ,,32,EL,STOLEN,2000.0
605612,BLK   ,RM             ,TRAILHEAD      ,21,MT,STOLEN,1000.0
605613,BLK   ,KO             ,DEW            ,24,OT,STOLEN,900.0
605614,BLK   ,CC             ,,21,MT,STOLEN,550.0
605615,GRY   ,NO             ,STORM 7.2      ,24,MT,STOLEN,625.0
605616,BLK   ,CA             ,29R SL1        ,27,MT,STOLEN,2200.0
605617,GRN   ,OT             ,TSR 9          ,9,OT,STOLEN,2500.0
605618,BLK   ,CA             ,CARBONDALE XLG ,14,RG,STOLEN,900.0
605619,BLK   ,GI             ,VIA            ,3,RG,STOLEN,300.0
605620,BLU   ,TR             ,,21,RC,STOLEN,2500.0
605621,CRM   ,OT             ,BASIC STEP THRO,7,RG,STOLEN,750.0
605622,BLU   ,UK             ,,15,MT,STOLEN,0.0
605623,PLE   ,GI             ,ALIGHT 2       ,24,OT,STOLEN,500.0
605624,RED   ,NO             ,MONTEREY       ,12,RC,STOLEN,0.0
605625,BLK   ,GF             ,ZEBRANO        ,21,MT,STOLEN,500.0
605626,GRY   ,NO             ,STORM 6.3      ,24,MT,STOLEN,600.0
605627,MRN   ,OT             ,,10,RG,STOLEN,500.0
605628,GRY   ,OT             ,,10,RG,STOLEN,500.0
605629,BLU   ,UK             ,,10,RC,STOLEN,100.0
605630,BLK   ,KO             ,DOORPRIZE      ,1,OT,STOLEN,850.0
605631,WHI   ,NO             ,XFR2 FORMA     ,20,OT,STOLEN,1250.0
605632,GRY   ,GI             ,ESCAPE 1       ,18,OT,STOLEN,509.07
605633,BLU   ,OT             ,DAVINCI        ,24,MT,STOLEN,1200.0
605634,,OT             ,,7,MT,STOLEN,200.0
605635,BLU   ,OT             ,ALLEGRO        ,20,RC,STOLEN,500.0
605636,BLK   ,KH             ,FLITE 100      ,1,RG,STOLEN,1100.0
605637,GRY   ,GI             ,ESCAPE1 YEAR 20,27,OT,STOLEN,800.0
605638,GRY   ,GI             ,ESCAPE 1 SIZE S,27,OT,STOLEN,800.0
605639,BLU   ,UK             ,,5,RG,STOLEN,300.0
605640,SIL   ,GT             ,TRANSEO 4.0    ,8,OT,STOLEN,900.0
605641,BLK   ,GI             ,,24,RC,STOLEN,1000.0
605642,OTH   ,OT             ,,1,OT,STOLEN,2000.0
605643,PNK   ,OT             ,,1,OT,STOLEN,550.0
605644,BLK   ,TR             ,7.1,21,RG,STOLEN,500.0
605645,BLKGRY,OT             ,,6,MT,STOLEN,0.0
605646,BLK   ,NO             ,YORKVILLE      ,21,RG,STOLEN,550.0
605647,YEL   ,OT             ,JETTI          ,32,EL,STOLEN,1250.0
605648,CRM   ,NO             ,CORSA 1        ,8,OT,STOLEN,675.0
605649,YEL   ,CC             ,STATIC         ,10,MT,STOLEN,400.0
605650,SIL   ,TR             ,,8,OT,STOLEN,800.0
605651,BLK   ,TR             ,,27,OT,STOLEN,950.0
605652,BLK   ,OT             ,,21,RG,STOLEN,1750.0
605653,GRY   ,OT             ,MOUNTAIN BIKE  ,18,MT,STOLEN,0.0
605654,BLU   ,TR             ,,10,TO,STOLEN,1000.0
605655,BLK   ,OT             ,,14,RG,STOLEN,1228.83
605656,BLU   ,OT             ,HYBRID         ,21,RG,STOLEN,500.0
605657,BLK   ,GI             ,EXPRESSWAY 1   ,12,FO,STOLEN,733.36
605658,CRM   ,OT             ,2010HAUL 1 STEP,16,OT,STOLEN,450.0
605659,BLK   ,UK             ,,18,RG,STOLEN,350.0
605660,BLK   ,TR             , NAVIGATOR 2.0 ,21,MT,STOLEN,700.0
605661,BLK   ,RA             ,REVENINO       ,9,RC,STOLEN,150.0
605662,BLK   ,MA             ,2013 LARKSPUR C,7,OT,STOLEN,400.0
605663,BLK   ,UK             ,SIMS SEA BREEZE,7,OT,STOLEN,500.0
605664,MRN   ,RM             ,RC LE          ,27,TO,STOLEN,800.0
605665,LBL   ,NO             ,NITRO NINER    ,27,MT,STOLEN,1100.0
605666,BLK   ,TR             ,7.1F           ,10,MT,STOLEN,527.0
605667,PNK   ,OT             ,VENTURA SPORT F,10,RC,STOLEN,750.0
605668,SIL   ,SU             ,SC 700C TEMPO  ,21,RC,STOLEN,350.0
605669,GRY   ,GI             ,PISTOL 2       ,21,MT,STOLEN,500.0
605670,SIL   ,UK             ,P.20           ,1,BM,STOLEN,500.0
605671,PNK   ,OT             ,RUBY APEX W    ,48,OT,STOLEN,2414.94
605672,BLU   ,IH             ,,21,MT,STOLEN,250.0
605673,WHI   ,OT             ,ACCENT (I THINK,38,MT,STOLEN,900.0
605674,GRY   ,OT             ,ASPECT 740     ,38,MT,STOLEN,900.0
605675,WHI   ,GI             ,,1,RG,STOLEN,300.0
605676,PLE   ,OT             ,JAMIS TRAIL X2 ,8,MT,STOLEN,350.0
605677,WHI   ,GT             ,GT TRANSEO 4.0 ,8,RG,STOLEN,600.0
605678,PLE   ,OT             ,JAMIS TRAIL X2 ,8,MT,STOLEN,350.0
605679,WHI   ,GT             ,GT TRANSEO 4.0 ,8,RG,STOLEN,600.0
605680,GRY   ,TR             ,NAVIGATOR 2.0  ,18,RG,STOLEN,0.0
605681,GRY   ,NO             ,STORM          ,27,MT,STOLEN,890.0
605682,BLK   ,OT             ,CROSS TRAIL SPO,18,BM,STOLEN,800.0
605683,LGR   ,OT             ,,7,TO,STOLEN,250.0
605684,BLK   ,SU             ,SOLARIS        ,18,RG,STOLEN,169.49
605685,BLU   ,RA             ,SAFARI         ,5,RG,STOLEN,200.0
605686,,UK             ,,5,MT,STOLEN,400.0
605687,,GI             ,,21,OT,STOLEN,500.0
605688,BLU   ,CC             ,ORION          ,21,OT,STOLEN,269.0
605689,BLK   ,TR             ,8.3 DS         ,8,OT,STOLEN,750.0
605690,SIL   ,OT             ,CUSTOM         ,8,RG,STOLEN,300.0
605691,LBL   ,OT             ,DON'T KNOW     ,6,MT,STOLEN,200.0
605692,RED   ,OT             ,,1,TR,STOLEN,150.0
605693,BLK   ,TR             ,X-CALIBER 9 201,30,MT,STOLEN,1800.0
605694,GRY   ,GI             ,ESCAPE 3       ,24,RG,STOLEN,492.0
605695,ONG   ,RM             ,FUSION         ,24,MT,STOLEN,903.0
605696,BLK   ,UK             ,700C 1-SP FIX P,20,MT,STOLEN,361.58
605697,BLK   ,OT             ,DUKE           ,1,RG,STOLEN,500.0
605698,ONG   ,FJ             ,,1,RG,STOLEN,800.0
605699,GRY   ,GI             ,15 ESCAPE      ,21,RG,STOLEN,552.77
605700,BLK   ,OT             ,KING MIDAS - SM,1,RG,STOLEN,425.0
605701,,GI             ,,21,TO,STOLEN,450.0
605702,RED   ,SC             ,VOLARE 1200    ,21,RG,STOLEN,349.99
605703,GRY   ,OT             ,X-BOW ALL ROAD ,28,RC,STOLEN,1650.0
605704,BLK   ,SU             ,VICE           ,18,MT,STOLEN,150.0
605705,WHI   ,UK             ,HYBRID         ,8,RG,STOLEN,600.0
605706,BLU   ,SU             ,,21,RG,STOLEN,200.0
605707,BLK   ,GI             ,FAST ROAD      ,20,OT,STOLEN,1500.0
605708,BLU   ,GI             ,ESCAPE         ,21,RG,STOLEN,420.0
605709,GRY   ,OT             ,,24,MT,STOLEN,200.0
605710,BLK   ,OT             ,THE DUKE       ,1,RG,STOLEN,500.0
605711,BLK   ,UK             ,,32,EL,STOLEN,2000.0
605712,BLU   ,UK             ,,25,MT,STOLEN,300.0
605713,WHI   ,DB             ,SORRENTO       ,21,MT,STOLEN,300.0
605714,BLK   ,OT             ,ANNEX 700C     ,7,RG,STOLEN,329.0
605715,BLK   ,OT             ,VITA STEP-THROU,24,RG,STOLEN,700.0
605716,BLU   ,OT             ,,5,MT,STOLEN,150.0
605717,BLK   ,OT             ,J14 DXT SPORT  ,24,MT,STOLEN,600.0
605718,,TR             ,,24,MT,STOLEN,500.0
605719,SIL   ,GT             ,TRANSEO 3.0    ,21,OT,STOLEN,718.0
605720,BLK   ,NO             ,INDIE          ,24,RG,STOLEN,597.0
605721,BLU   ,CA             ,QUICK 4        ,9,RG,STOLEN,820.0
605722,TRQ   ,NO             ,MOUNTAINEER SL ,18,MT,STOLEN,0.0
605723,LGR   ,NO             ,,24,RG,STOLEN,450.0
605724,ONG   ,SU             ,,21,MT,STOLEN,250.0
605725,BRZ   ,UK             ,,1,TO,STOLEN,400.0
605726,BLK   ,OT             ,URBAN          ,1,EL,STOLEN,1000.0
605727,WHI   ,NO             ,A4 FORMA       ,21,OT,STOLEN,800.0
605728,,NA             ,,18,MT,STOLEN,299.0
605729,BLK   ,OT             ,OREGON         ,21,MT,STOLEN,269.99
605730,BRZ   ,UK             ,,8,RG,STOLEN,800.0
605731,RED   ,TR             ,,12,MT,STOLEN,0.0
605732,DGR   ,OT             ,LARGO          ,21,TO,STOLEN,1100.0
605733,GRY   ,UK             ,,21,TO,STOLEN,500.0
605734,GRY   ,UK             ,,18,TO,STOLEN,1200.0
605735,WHI   ,UK             ,,12,RG,STOLEN,500.0
605736,BLK   ,SU             ,,21,RG,STOLEN,250.0
605737,GRN   ,UK             ,,1,OT,STOLEN,500.0
605738,GRN   ,NO             ,CHARGER        ,27,MT,STOLEN,800.0
605739,WHI   ,OT             ,ASPECT 740     ,27,MT,STOLEN,1000.0
605740,WHI   ,TR             ,MADONE 4.5     ,10,RC,STOLEN,4500.0
605741,GRY   ,CA             ,QUICK 4W       ,24,RG,STOLEN,750.0
605742,BLK   ,NO             ,HEART          ,1,RG,STOLEN,415.0
605743,BLK   ,SU             ,,12,RG,STOLEN,200.0
605744,WHI   ,SU             ,8 TEAM         ,15,RG,STOLEN,130.0
605745,BLK   ,UK             ,,10,OT,STOLEN,1200.0
605746,RED   ,UK             ,CRUISER        ,1,TO,STOLEN,500.0
605747,,UK             ,BIKE SHARE TORO,1,OT,STOLEN,1200.0
605748,,CA             ,,5,RG,STOLEN,80.0
605749,,FJ             ,,1,RC,STOLEN,700.0
605750,WHI   ,FELT           ,15V110F        ,24,RG,STOLEN,700.0
605751,WHI   ,OT             ,15V110F        ,24,RG,STOLEN,700.0
605752,BLU   ,UK             ,,9,TO,STOLEN,1000.0
605753,BLK   ,UK             ,,9,RG,STOLEN,2000.0
605754,BLK   ,TR             ,2012 TREK 7.5 F,9,TO,STOLEN,2000.0
605755,BRN   ,OT             ,PANAMAO X 6    ,30,OT,STOLEN,1200.0
605756,BLK   ,OT             ,P1 AM          ,24,MT,STOLEN,0.0
605757,BLK   ,OT             ,ANNEX          ,7,RG,STOLEN,300.0
605758,BLK   ,OT             ,ANNEX          ,7,RG,STOLEN,300.0
605759,RED   ,OT             ,CARBON         ,10,RC,STOLEN,2500.0
605760,SIL   ,RA             ,,8,RG,STOLEN,0.0
605761,BLK   ,GI             ,ESCAPE XL      ,21,RG,STOLEN,500.0
605762,BLK   ,OT             ,LIVE WIRE      ,32,EL,STOLEN,1400.0
605763,PLE   ,SC             ,HYBRID         ,21,RG,STOLEN,300.0
605764,DGR   ,UK             ,,12,MT,STOLEN,600.0
605765,LGR   ,UK             ,HOTROCK        ,6,MT,STOLEN,356.99
605766,BLK   ,GI             ,,21,MT,STOLEN,400.0
605767,LGR   ,OT             ,,1,BM,STOLEN,150.0
605768,GRY   ,SU             ,,6,RG,STOLEN,100.0
605769,BLK   ,OT             ,ROAD RUNNER    ,32,SC,STOLEN,1600.0
605770,GRY   ,FJ             ,DECLARATION    ,1,RG,STOLEN,600.0
605771,BLK   ,RM             ,VAPOR          ,24,MT,STOLEN,600.0
605772,BRZ   ,GF             ,,24,MT,STOLEN,900.0
605773,WHI   ,SPECIALIZED    ,VITA STEP      ,8,OT,STOLEN,600.0
605774,BLK   ,MA             ,INVERNESS      ,1,RG,STOLEN,650.0
605775,WHI   ,KO             ,,30,MT,STOLEN,1000.0
605776,DGR   ,KO             ,CALDERA        ,18,MT,STOLEN,1350.0
605777,MRN   ,OT             ,DAYMAK DAYTONA ,32,EL,STOLEN,1600.0
605778,BLU   ,OT             ,,21,MT,STOLEN,0.0
605779,SIL   ,GI             ,SEEK 0 M ANO SI,8,MT,STOLEN,1700.0
605780,BLU   ,OT             ,,10,RG,STOLEN,200.0
605781,BLK   ,EM             ,MAX            ,1,OT,STOLEN,1200.0
605782,BLK   ,GI             ,,12,MT,STOLEN,500.0
605783,BLK   ,CA             ,,22,RC,STOLEN,1600.0
605784,DGR   ,OT             ,NA             ,21,RG,STOLEN,600.0
605785,,KH             ,WESTWOOD       ,21,RG,STOLEN,300.0
605786,,GI             ,2014 TEMPT     ,24,MT,STOLEN,575.0
605787,GRN   ,OT             ,,16,TO,STOLEN,500.0
605788,BLU   ,TR             ,,12,MT,STOLEN,500.0
605789,LBL   ,RA             ,RECORD         ,10,RG,STOLEN,0.0
605790,WHI   ,RM             ,METRO 30       ,18,OT,STOLEN,800.0
605791,BLU   ,GI             ,ROAM 2         ,27,OT,STOLEN,917.67
605792,YEL   ,UK             ,,12,MT,STOLEN,200.0
605793,GRY   ,TR             ,8.3 D.S 19 GRAP,30,RG,STOLEN,700.0
605794,WHI   ,TR             ,,10,OT,STOLEN,500.0
605795,ONG   ,KO             ,JAKE 2014      ,20,RC,STOLEN,2000.0
605796,RED   ,KO             ,CINDER CONE    ,21,MT,STOLEN,750.0
605797,BLK   ,GI             ,,21,MT,STOLEN,500.0
605798,GRY   ,CC             ,,21,MT,STOLEN,300.0
605799,,GI             ,,18,RG,STOLEN,500.0
605800,WHI   ,EM             ,EBIKE - URBAN  ,32,SC,STOLEN,1400.0
605801,LGR   ,TR             ,MADONE 3.1 WSD ,30,RC,STOLEN,1900.0
605802,BLK   ,OT             ,VENTURA - SPORT,14,RC,STOLEN,800.0
605803,GRY   ,UK             ,,21,RG,STOLEN,350.0
605804,BLU   ,OT             ,756,24,MT,STOLEN,1200.0
605805,SIL   ,OT             ,TOSCANNA 300   ,24,TO,STOLEN,800.0
605806,GRY   ,OT             ,J105600021     ,7,RG,STOLEN,998.0
605807,BLK   ,GI             ,ESCAPE 2 XL FRA,8,RG,STOLEN,499.0
605808,TRQ   ,OT             ,CASATI MONZA   ,10,RC,STOLEN,1500.0
605809,SIL   ,UK             ,LONDON         ,12,RG,STOLEN,700.0
605810,LGR   ,OT             ,MILAN-2        ,1,RG,STOLEN,100.0
605811,LGR   ,GI             ,,3,MT,STOLEN,1000.0
605812,RED   ,EM             ,,30,EL,STOLEN,1219.21
605813,BRN   ,OT             ,SUB 30         ,15,RG,STOLEN,500.0
605814,BLK   ,FJ             ,C040B12        ,12,MT,STOLEN,800.0
605815,,TR             ,7.2,12,RG,STOLEN,800.0
605816,GRN   ,OT             ,CACTUS         ,18,MT,STOLEN,0.0
605817,BLK   ,OT             ,HYPER SPINNER P,1,BM,STOLEN,150.0
605818,WHI   ,CC             ,"CCM26""""ALPINE 18",21,MT,STOLEN,430.0
605819,GRY   ,GI             ,ROAM 1         ,30,MT,STOLEN,800.0
605820,BGE   ,OT             ,ROADSTER CLASSI,1,RG,STOLEN,500.0
605821,,GI             ,,10,MT,STOLEN,500.0
605822,BLK   ,GF             ,HIF            ,27,MT,STOLEN,0.0
605823,PNK   ,UK             ,E-BIKE         ,31,EL,STOLEN,1300.0
605824,GRN   ,OT             ,16 SPEED BIKE  ,16,RC,STOLEN,800.0
605825,BLU   ,TR             ,2010 7.2 FX WSD,24,RG,STOLEN,400.0
