timeID,hour,day,month,year,dayOfWeek
603407,14,9,November,2014,Sunday    
643529,15,9,November,2014,Sunday    
612546,16,9,November,2014,Sunday    
602904,17,9,November,2014,Sunday    
602773,18,9,November,2014,Sunday    
612612,19,9,November,2014,Sunday    
642933,20,9,November,2014,Sunday    
612052,21,9,November,2014,Sunday    
602857,22,9,November,2014,Sunday    
602837,23,9,November,2014,Sunday    
602839,0,10,November,2014,Monday    
602824,1,10,November,2014,Monday    
602823,2,10,November,2014,Monday    
662043,3,10,November,2014,Monday    
612330,4,10,November,2014,Monday    
612213,6,10,November,2014,Monday    
602117,7,10,November,2014,Monday    
608530,8,10,November,2014,Monday    
627871,9,10,November,2014,Monday    
602859,10,10,November,2014,Monday    
602013,11,10,November,2014,Monday    
612440,12,10,November,2014,Monday    
627874,13,10,November,2014,Monday    
627453,14,10,November,2014,Monday    
627342,15,10,November,2014,Monday    
608116,16,10,November,2014,Monday    
612549,17,10,November,2014,Monday    
627781,18,10,November,2014,Monday    
627268,19,10,November,2014,Monday    
613718,20,10,November,2014,Monday    
627876,21,10,November,2014,Monday    
621443,22,10,November,2014,Monday    
612441,23,10,November,2014,Monday    
621665,0,11,November,2014,Tuesday   
651922,2,11,November,2014,Tuesday   
651927,3,11,November,2014,Tuesday   
608377,4,11,November,2014,Tuesday   
621217,5,11,November,2014,Tuesday   
621111,6,11,November,2014,Tuesday   
608172,7,11,November,2014,Tuesday   
660232,8,11,November,2014,Tuesday   
601061,9,11,November,2014,Tuesday   
616863,10,11,November,2014,Tuesday   
651422,11,11,November,2014,Tuesday   
608453,12,11,November,2014,Tuesday   
608348,13,11,November,2014,Tuesday   
620747,14,11,November,2014,Tuesday   
608379,15,11,November,2014,Tuesday   
636737,16,11,November,2014,Tuesday   
608180,17,11,November,2014,Tuesday   
608580,18,11,November,2014,Tuesday   
637945,19,11,November,2014,Tuesday   
608272,20,11,November,2014,Tuesday   
621223,21,11,November,2014,Tuesday   
614600,22,11,November,2014,Tuesday   
621327,23,11,November,2014,Tuesday   
612959,0,12,November,2014,Wednesday 
612960,1,12,November,2014,Wednesday 
602776,2,12,November,2014,Wednesday 
627345,3,12,November,2014,Wednesday 
602777,4,12,November,2014,Wednesday 
660229,5,12,November,2014,Wednesday 
602778,6,12,November,2014,Wednesday 
602866,7,12,November,2014,Wednesday 
627562,8,12,November,2014,Wednesday 
602843,9,12,November,2014,Wednesday 
602131,10,12,November,2014,Wednesday 
606239,11,12,November,2014,Wednesday 
606240,12,12,November,2014,Wednesday 
603217,13,12,November,2014,Wednesday 
602825,14,12,November,2014,Wednesday 
602827,15,12,November,2014,Wednesday 
602826,16,12,November,2014,Wednesday 
627116,17,12,November,2014,Wednesday 
602233,18,12,November,2014,Wednesday 
602730,19,12,November,2014,Wednesday 
662047,20,12,November,2014,Wednesday 
612551,21,12,November,2014,Wednesday 
659146,22,12,November,2014,Wednesday 
612551,23,12,November,2014,Wednesday 
638792,0,13,November,2014,Thursday  
627016,1,13,November,2014,Thursday  
627806,2,13,November,2014,Thursday  
660854,3,13,November,2014,Thursday  
639196,4,13,November,2014,Thursday  
627088,5,13,November,2014,Thursday  
626652,6,13,November,2014,Thursday  
621440,8,13,November,2014,Thursday  
627613,9,13,November,2014,Thursday  
627882,10,13,November,2014,Thursday  
602237,11,13,November,2014,Thursday  
606238,12,13,November,2014,Thursday  
650598,13,13,November,2014,Thursday  
609371,14,13,November,2014,Thursday  
602070,15,13,November,2014,Thursday  
612617,16,13,November,2014,Thursday  
608011,17,13,November,2014,Thursday  
643271,18,13,November,2014,Thursday  
602246,19,13,November,2014,Thursday  
621441,20,13,November,2014,Thursday  
627351,21,13,November,2014,Thursday  
602828,22,13,November,2014,Thursday  
627663,23,13,November,2014,Thursday  
611405,0,14,November,2014,Friday    
605999,1,14,November,2014,Friday    
632784,2,14,November,2014,Friday    
611541,3,14,November,2014,Friday    
611126,4,14,November,2014,Friday    
660300,5,14,November,2014,Friday    
660496,6,14,November,2014,Friday    
611121,7,14,November,2014,Friday    
611923,8,14,November,2014,Friday    
632156,9,14,November,2014,Friday    
606160,10,14,November,2014,Friday    
611409,11,14,November,2014,Friday    
623116,12,14,November,2014,Friday    
608887,13,14,November,2014,Friday    
606488,14,14,November,2014,Friday    
632788,15,14,November,2014,Friday    
637658,16,14,November,2014,Friday    
606026,17,14,November,2014,Friday    
608891,18,14,November,2014,Friday    
603926,19,14,November,2014,Friday    
606500,20,14,November,2014,Friday    
612641,21,14,November,2014,Friday    
611006,22,14,November,2014,Friday    
651371,23,14,November,2014,Friday    
603483,0,15,November,2014,Saturday  
617815,1,15,November,2014,Saturday  
602057,2,15,November,2014,Saturday  
619949,3,15,November,2014,Saturday  
604949,4,15,November,2014,Saturday  
603377,5,15,November,2014,Saturday  
648362,6,15,November,2014,Saturday  
622566,7,15,November,2014,Saturday  
648369,8,15,November,2014,Saturday  
636917,9,15,November,2014,Saturday  
604027,10,15,November,2014,Saturday  
649655,11,15,November,2014,Saturday  
636920,12,15,November,2014,Saturday  
618385,13,15,November,2014,Saturday  
603702,14,15,November,2014,Saturday  
619974,15,15,November,2014,Saturday  
652301,16,15,November,2014,Saturday  
606490,17,15,November,2014,Saturday  
602060,18,15,November,2014,Saturday  
603710,19,15,November,2014,Saturday  
636922,20,15,November,2014,Saturday  
603589,21,15,November,2014,Saturday  
603484,22,15,November,2014,Saturday  
606534,23,15,November,2014,Saturday  
605098,0,16,November,2014,Sunday    
630173,1,16,November,2014,Sunday    
606842,2,16,November,2014,Sunday    
606267,3,16,November,2014,Sunday    
630174,4,16,November,2014,Sunday    
652167,5,16,November,2014,Sunday    
634162,6,16,November,2014,Sunday    
630916,7,16,November,2014,Sunday    
618584,8,16,November,2014,Sunday    
606534,9,16,November,2014,Sunday    
630915,10,16,November,2014,Sunday    
630339,11,16,November,2014,Sunday    
606490,12,16,November,2014,Sunday    
620778,13,16,November,2014,Sunday    
630346,14,16,November,2014,Sunday    
616278,15,16,November,2014,Sunday    
606961,16,16,November,2014,Sunday    
637180,17,16,November,2014,Sunday    
623432,18,16,November,2014,Sunday    
628617,19,16,November,2014,Sunday    
630175,20,16,November,2014,Sunday    
606962,21,16,November,2014,Sunday    
617098,22,16,November,2014,Sunday    
660939,23,16,November,2014,Sunday    
649969,0,17,November,2014,Monday    
602059,1,17,November,2014,Monday    
650611,2,17,November,2014,Monday    
620792,3,17,November,2014,Monday    
620928,4,17,November,2014,Monday    
602059,5,17,November,2014,Monday    
635083,6,17,November,2014,Monday    
612566,7,17,November,2014,Monday    
621265,8,17,November,2014,Monday    
635082,9,17,November,2014,Monday    
620929,10,17,November,2014,Monday    
635080,11,17,November,2014,Monday    
608074,12,17,November,2014,Monday    
608433,13,17,November,2014,Monday    
620046,14,17,November,2014,Monday    
636330,15,17,November,2014,Monday    
635084,16,17,November,2014,Monday    
649100,17,17,November,2014,Monday    
603992,18,17,November,2014,Monday    
636925,19,17,November,2014,Monday    
602058,20,17,November,2014,Monday    
619581,21,17,November,2014,Monday    
619928,22,17,November,2014,Monday    
608082,23,17,November,2014,Monday    
636662,0,18,November,2014,Tuesday   
620520,2,18,November,2014,Tuesday   
601063,3,18,November,2014,Tuesday   
651429,4,18,November,2014,Tuesday   
608376,6,18,November,2014,Tuesday   
605401,7,18,November,2014,Tuesday   
620084,8,18,November,2014,Tuesday   
616572,9,18,November,2014,Tuesday   
601062,10,18,November,2014,Tuesday   
636515,11,18,November,2014,Tuesday   
636755,12,18,November,2014,Tuesday   
636663,13,18,November,2014,Tuesday   
608278,14,18,November,2014,Tuesday   
620086,15,18,November,2014,Tuesday   
614601,16,18,November,2014,Tuesday   
620082,17,18,November,2014,Tuesday   
608581,18,18,November,2014,Tuesday   
621238,19,18,November,2014,Tuesday   
636665,20,18,November,2014,Tuesday   
621224,21,18,November,2014,Tuesday   
620485,22,18,November,2014,Tuesday   
637288,23,18,November,2014,Tuesday   
643683,0,19,November,2014,Wednesday 
613148,1,19,November,2014,Wednesday 
644162,2,19,November,2014,Wednesday 
627352,3,19,November,2014,Wednesday 
612552,4,19,November,2014,Wednesday 
612552,5,19,November,2014,Wednesday 
612569,6,19,November,2014,Wednesday 
643394,7,19,November,2014,Wednesday 
612105,8,19,November,2014,Wednesday 
644163,9,19,November,2014,Wednesday 
602071,10,19,November,2014,Wednesday 
612568,11,19,November,2014,Wednesday 
603414,12,19,November,2014,Wednesday 
612619,13,19,November,2014,Wednesday 
627355,14,19,November,2014,Wednesday 
602072,15,19,November,2014,Wednesday 
603413,16,19,November,2014,Wednesday 
612578,17,19,November,2014,Wednesday 
659176,18,19,November,2014,Wednesday 
603024,19,19,November,2014,Wednesday 
627356,20,19,November,2014,Wednesday 
627949,21,19,November,2014,Wednesday 
603024,22,19,November,2014,Wednesday 
612620,23,19,November,2014,Wednesday 
621332,0,20,November,2014,Thursday  
620085,1,20,November,2014,Thursday  
651956,3,20,November,2014,Thursday  
636741,4,20,November,2014,Thursday  
636741,5,20,November,2014,Thursday  
620087,6,20,November,2014,Thursday  
636760,7,20,November,2014,Thursday  
608648,8,20,November,2014,Thursday  
601064,9,20,November,2014,Thursday  
621225,10,20,November,2014,Thursday  
608349,11,20,November,2014,Thursday  
608389,12,20,November,2014,Thursday  
608384,13,20,November,2014,Thursday  
620204,14,20,November,2014,Thursday  
620229,15,20,November,2014,Thursday  
608351,16,20,November,2014,Thursday  
620227,17,20,November,2014,Thursday  
620091,18,20,November,2014,Thursday  
652689,19,20,November,2014,Thursday  
608354,20,20,November,2014,Thursday  
620232,21,20,November,2014,Thursday  
608681,22,20,November,2014,Thursday  
637292,23,20,November,2014,Thursday  
616542,0,21,November,2014,Friday    
608383,1,21,November,2014,Friday    
608583,2,21,November,2014,Friday    
637954,4,21,November,2014,Friday    
607273,5,21,November,2014,Friday    
608586,6,21,November,2014,Friday    
621336,7,21,November,2014,Friday    
636676,8,21,November,2014,Friday    
608402,9,21,November,2014,Friday    
616567,10,21,November,2014,Friday    
607312,11,21,November,2014,Friday    
608352,12,21,November,2014,Friday    
621228,13,21,November,2014,Friday    
608651,14,21,November,2014,Friday    
607141,15,21,November,2014,Friday    
608652,16,21,November,2014,Friday    
616856,17,21,November,2014,Friday    
606081,18,21,November,2014,Friday    
619160,19,21,November,2014,Friday    
620228,20,21,November,2014,Friday    
608653,21,21,November,2014,Friday    
636091,22,21,November,2014,Friday    
607311,23,21,November,2014,Friday    
606183,0,22,November,2014,Saturday  
606178,1,22,November,2014,Saturday  
606531,2,22,November,2014,Saturday  
606035,3,22,November,2014,Saturday  
633836,4,22,November,2014,Saturday  
606532,5,22,November,2014,Saturday  
606532,6,22,November,2014,Saturday  
606579,7,22,November,2014,Saturday  
651126,8,22,November,2014,Saturday  
605024,9,22,November,2014,Saturday  
606141,10,22,November,2014,Saturday  
650791,11,22,November,2014,Saturday  
651196,12,22,November,2014,Saturday  
611410,13,22,November,2014,Saturday  
606251,14,22,November,2014,Saturday  
612644,15,22,November,2014,Saturday  
606559,16,22,November,2014,Saturday  
632209,17,22,November,2014,Saturday  
632793,18,22,November,2014,Saturday  
605920,19,22,November,2014,Saturday  
612645,20,22,November,2014,Saturday  
611008,21,22,November,2014,Saturday  
632794,22,22,November,2014,Saturday  
606585,23,22,November,2014,Saturday  
619953,0,23,November,2014,Sunday    
602694,1,23,November,2014,Sunday    
602693,2,23,November,2014,Sunday    
619001,3,23,November,2014,Sunday    
620048,4,23,November,2014,Sunday    
603487,5,23,November,2014,Sunday    
620264,6,23,November,2014,Sunday    
603993,7,23,November,2014,Sunday    
620261,8,23,November,2014,Sunday    
603378,9,23,November,2014,Sunday    
619010,10,23,November,2014,Sunday    
649117,11,23,November,2014,Sunday    
619004,12,23,November,2014,Sunday    
619718,13,23,November,2014,Sunday    
603488,14,23,November,2014,Sunday    
603994,15,23,November,2014,Sunday    
649294,16,23,November,2014,Sunday    
620262,17,23,November,2014,Sunday    
606580,18,23,November,2014,Sunday    
635236,19,23,November,2014,Sunday    
606013,20,23,November,2014,Sunday    
620263,21,23,November,2014,Sunday    
619978,22,23,November,2014,Sunday    
635051,23,23,November,2014,Sunday    
603714,0,24,November,2014,Monday    
648777,3,24,November,2014,Monday    
636928,4,24,November,2014,Monday    
649122,5,24,November,2014,Monday    
603489,6,24,November,2014,Monday    
603381,7,24,November,2014,Monday    
603379,8,24,November,2014,Monday    
604034,9,24,November,2014,Monday    
620053,10,24,November,2014,Monday    
603491,11,24,November,2014,Monday    
635053,12,24,November,2014,Monday    
619979,13,24,November,2014,Monday    
620056,14,24,November,2014,Monday    
619724,15,24,November,2014,Monday    
613775,16,24,November,2014,Monday    
620265,17,24,November,2014,Monday    
635091,18,24,November,2014,Monday    
619980,19,24,November,2014,Monday    
603713,20,24,November,2014,Monday    
612911,21,24,November,2014,Monday    
645401,22,24,November,2014,Monday    
611520,23,24,November,2014,Monday    
602182,0,25,November,2014,Tuesday   
651043,1,25,November,2014,Tuesday   
611023,2,25,November,2014,Tuesday   
611148,3,25,November,2014,Tuesday   
633684,4,25,November,2014,Tuesday   
611542,5,25,November,2014,Tuesday   
632186,6,25,November,2014,Tuesday   
646071,7,25,November,2014,Tuesday   
632125,8,25,November,2014,Tuesday   
651701,9,25,November,2014,Tuesday   
606207,10,25,November,2014,Tuesday   
606199,11,25,November,2014,Tuesday   
651757,12,25,November,2014,Tuesday   
611076,13,25,November,2014,Tuesday   
606668,14,25,November,2014,Tuesday   
632116,15,25,November,2014,Tuesday   
611014,16,25,November,2014,Tuesday   
606306,17,25,November,2014,Tuesday   
637532,18,25,November,2014,Tuesday   
622548,19,25,November,2014,Tuesday   
602854,20,25,November,2014,Tuesday   
632134,21,25,November,2014,Tuesday   
622943,22,25,November,2014,Tuesday   
611156,23,25,November,2014,Tuesday   
636725,0,26,November,2014,Wednesday 
620513,1,26,November,2014,Wednesday 
621337,2,26,November,2014,Wednesday 
621196,3,26,November,2014,Wednesday 
636147,4,26,November,2014,Wednesday 
620514,6,26,November,2014,Wednesday 
622726,7,26,November,2014,Wednesday 
602942,8,26,November,2014,Wednesday 
608355,9,26,November,2014,Wednesday 
608356,10,26,November,2014,Wednesday 
629956,11,26,November,2014,Wednesday 
620001,12,26,November,2014,Wednesday 
636722,13,26,November,2014,Wednesday 
621695,14,26,November,2014,Wednesday 
605489,15,26,November,2014,Wednesday 
608448,16,26,November,2014,Wednesday 
616533,17,26,November,2014,Wednesday 
620002,18,26,November,2014,Wednesday 
638981,19,26,November,2014,Wednesday 
621198,20,26,November,2014,Wednesday 
629967,21,26,November,2014,Wednesday 
608401,22,26,November,2014,Wednesday 
637756,23,26,November,2014,Wednesday 
602867,0,27,November,2014,Thursday  
603181,2,27,November,2014,Thursday  
602074,3,27,November,2014,Thursday  
612622,4,27,November,2014,Thursday  
646008,5,27,November,2014,Thursday  
643425,6,27,November,2014,Thursday  
627090,7,27,November,2014,Thursday  
602732,8,27,November,2014,Thursday  
624504,9,27,November,2014,Thursday  
613153,10,27,November,2014,Thursday  
602829,11,27,November,2014,Thursday  
612623,12,27,November,2014,Thursday  
638641,13,27,November,2014,Thursday  
643596,14,27,November,2014,Thursday  
612217,15,27,November,2014,Thursday  
601903,16,27,November,2014,Thursday  
612580,17,27,November,2014,Thursday  
613151,18,27,November,2014,Thursday  
602075,19,27,November,2014,Thursday  
602360,20,27,November,2014,Thursday  
602367,21,27,November,2014,Thursday  
627094,22,27,November,2014,Thursday  
609372,23,27,November,2014,Thursday  
608492,0,28,November,2014,Friday    
608677,1,28,November,2014,Friday    
609957,2,28,November,2014,Friday    
652709,3,28,November,2014,Friday    
651000,4,28,November,2014,Friday    
660034,5,28,November,2014,Friday    
636750,6,28,November,2014,Friday    
637306,7,28,November,2014,Friday    
608451,8,28,November,2014,Friday    
608357,9,28,November,2014,Friday    
652359,10,28,November,2014,Friday    
609959,11,28,November,2014,Friday    
637135,12,28,November,2014,Friday    
621201,13,28,November,2014,Friday    
621826,14,28,November,2014,Friday    
621785,15,28,November,2014,Friday    
614596,16,28,November,2014,Friday    
601042,17,28,November,2014,Friday    
634146,18,28,November,2014,Friday    
637307,19,28,November,2014,Friday    
621243,20,28,November,2014,Friday    
609960,21,28,November,2014,Friday    
608449,22,28,November,2014,Friday    
636749,23,28,November,2014,Friday    
633227,0,29,November,2014,Saturday  
612155,1,29,November,2014,Saturday  
601066,2,29,November,2014,Saturday  
642344,3,29,November,2014,Saturday  
612154,4,29,November,2014,Saturday  
601453,5,29,November,2014,Saturday  
624305,6,29,November,2014,Saturday  
612297,7,29,November,2014,Saturday  
660925,8,29,November,2014,Saturday  
601149,9,29,November,2014,Saturday  
643795,10,29,November,2014,Saturday  
633909,11,29,November,2014,Saturday  
601149,12,29,November,2014,Saturday  
611052,13,29,November,2014,Saturday  
627995,14,29,November,2014,Saturday  
601828,15,29,November,2014,Saturday  
602278,16,29,November,2014,Saturday  
612206,17,29,November,2014,Saturday  
612156,18,29,November,2014,Saturday  
623199,19,29,November,2014,Saturday  
601150,20,29,November,2014,Saturday  
612298,21,29,November,2014,Saturday  
601465,22,29,November,2014,Saturday  
612157,23,29,November,2014,Saturday  
606313,0,30,November,2014,Sunday    
606158,1,30,November,2014,Sunday    
606561,2,30,November,2014,Sunday    
606174,3,30,November,2014,Sunday    
612941,5,30,November,2014,Sunday    
633584,9,30,November,2014,Sunday    
632555,10,30,November,2014,Sunday    
606200,11,30,November,2014,Sunday    
602434,12,30,November,2014,Sunday    
612942,13,30,November,2014,Sunday    
606756,14,30,November,2014,Sunday    
632800,15,30,November,2014,Sunday    
602435,16,30,November,2014,Sunday    
613124,17,30,November,2014,Sunday    
651204,18,30,November,2014,Sunday    
606375,19,30,November,2014,Sunday    
629211,20,30,November,2014,Sunday    
601201,21,30,November,2014,Sunday    
605746,22,30,November,2014,Sunday    
612943,23,30,November,2014,Sunday    
604403,0,1,December,2014,Monday    
627263,2,1,December,2014,Monday    
660507,3,1,December,2014,Monday    
650466,6,1,December,2014,Monday    
627583,7,1,December,2014,Monday    
613350,8,1,December,2014,Monday    
604617,9,1,December,2014,Monday    
602464,10,1,December,2014,Monday    
602477,11,1,December,2014,Monday    
612965,12,1,December,2014,Monday    
613834,13,1,December,2014,Monday    
613448,14,1,December,2014,Monday    
627255,15,1,December,2014,Monday    
601260,16,1,December,2014,Monday    
643316,17,1,December,2014,Monday    
601902,18,1,December,2014,Monday    
602780,19,1,December,2014,Monday    
602471,20,1,December,2014,Monday    
608531,21,1,December,2014,Monday    
609373,22,1,December,2014,Monday    
602077,23,1,December,2014,Monday    
608452,0,2,December,2014,Tuesday   
652711,1,2,December,2014,Tuesday   
620672,2,2,December,2014,Tuesday   
621202,3,2,December,2014,Tuesday   
638989,4,2,December,2014,Tuesday   
637334,5,2,December,2014,Tuesday   
637758,6,2,December,2014,Tuesday   
659214,7,2,December,2014,Tuesday   
608319,8,2,December,2014,Tuesday   
660969,9,2,December,2014,Tuesday   
606915,10,2,December,2014,Tuesday   
651004,11,2,December,2014,Tuesday   
620005,12,2,December,2014,Tuesday   
620004,13,2,December,2014,Tuesday   
637189,14,2,December,2014,Tuesday   
608678,15,2,December,2014,Tuesday   
608358,16,2,December,2014,Tuesday   
636753,17,2,December,2014,Tuesday   
608679,18,2,December,2014,Tuesday   
621203,19,2,December,2014,Tuesday   
621205,20,2,December,2014,Tuesday   
637108,21,2,December,2014,Tuesday   
637190,22,2,December,2014,Tuesday   
653098,23,2,December,2014,Tuesday   
601121,0,3,December,2014,Wednesday 
642491,1,3,December,2014,Wednesday 
606915,3,3,December,2014,Wednesday 
624309,4,3,December,2014,Wednesday 
642159,5,3,December,2014,Wednesday 
661812,6,3,December,2014,Wednesday 
601768,7,3,December,2014,Wednesday 
603844,8,3,December,2014,Wednesday 
624460,9,3,December,2014,Wednesday 
624028,10,3,December,2014,Wednesday 
603843,11,3,December,2014,Wednesday 
613928,12,3,December,2014,Wednesday 
612139,13,3,December,2014,Wednesday 
602279,14,3,December,2014,Wednesday 
601829,15,3,December,2014,Wednesday 
612690,16,3,December,2014,Wednesday 
601151,17,3,December,2014,Wednesday 
601830,18,3,December,2014,Wednesday 
601472,19,3,December,2014,Wednesday 
624001,20,3,December,2014,Wednesday 
612140,21,3,December,2014,Wednesday 
624457,22,3,December,2014,Wednesday 
601126,23,3,December,2014,Wednesday 
612141,0,4,December,2014,Thursday  
601478,1,4,December,2014,Thursday  
649737,2,4,December,2014,Thursday  
642493,5,4,December,2014,Thursday  
661817,6,4,December,2014,Thursday  
602280,7,4,December,2014,Thursday  
601578,8,4,December,2014,Thursday  
601235,9,4,December,2014,Thursday  
624555,10,4,December,2014,Thursday  
612142,11,4,December,2014,Thursday  
661818,12,4,December,2014,Thursday  
649931,13,4,December,2014,Thursday  
601133,14,4,December,2014,Thursday  
637044,15,4,December,2014,Thursday  
612701,16,4,December,2014,Thursday  
636122,17,4,December,2014,Thursday  
601241,18,4,December,2014,Thursday  
624410,19,4,December,2014,Thursday  
624591,20,4,December,2014,Thursday  
601484,21,4,December,2014,Thursday  
612144,22,4,December,2014,Thursday  
601574,23,4,December,2014,Thursday  
604040,0,5,December,2014,Friday    
635093,1,5,December,2014,Friday    
635093,2,5,December,2014,Friday    
619959,3,5,December,2014,Friday    
603716,4,5,December,2014,Friday    
604039,5,5,December,2014,Friday    
604028,7,5,December,2014,Friday    
602695,8,5,December,2014,Friday    
603498,9,5,December,2014,Friday    
636597,10,5,December,2014,Friday    
636935,11,5,December,2014,Friday    
603715,12,5,December,2014,Friday    
619825,13,5,December,2014,Friday    
636338,14,5,December,2014,Friday    
619816,15,5,December,2014,Friday    
603493,16,5,December,2014,Friday    
635107,17,5,December,2014,Friday    
636841,18,5,December,2014,Friday    
649710,19,5,December,2014,Friday    
603382,20,5,December,2014,Friday    
620057,21,5,December,2014,Friday    
602055,22,5,December,2014,Friday    
603384,23,5,December,2014,Friday    
602056,0,6,December,2014,Saturday  
615804,1,6,December,2014,Saturday  
603718,2,6,December,2014,Saturday  
619868,3,6,December,2014,Saturday  
619869,4,6,December,2014,Saturday  
636339,5,6,December,2014,Saturday  
649138,6,6,December,2014,Saturday  
635127,7,6,December,2014,Saturday  
620356,8,6,December,2014,Saturday  
649139,9,6,December,2014,Saturday  
603440,10,6,December,2014,Saturday  
649664,11,6,December,2014,Saturday  
619831,12,6,December,2014,Saturday  
620363,13,6,December,2014,Saturday  
604340,14,6,December,2014,Saturday  
636242,15,6,December,2014,Saturday  
604041,16,6,December,2014,Saturday  
603385,17,6,December,2014,Saturday  
602054,18,6,December,2014,Saturday  
635094,19,6,December,2014,Saturday  
603720,20,6,December,2014,Saturday  
603283,21,6,December,2014,Saturday  
604042,22,6,December,2014,Saturday  
604337,23,6,December,2014,Saturday  
603995,0,7,December,2014,Sunday    
603719,1,7,December,2014,Sunday    
603721,2,7,December,2014,Sunday    
619838,3,7,December,2014,Sunday    
619901,4,7,December,2014,Sunday    
619874,5,7,December,2014,Sunday    
636247,6,7,December,2014,Sunday    
636687,7,7,December,2014,Sunday    
636133,8,7,December,2014,Sunday    
649702,9,7,December,2014,Sunday    
602221,10,7,December,2014,Sunday    
636846,11,7,December,2014,Sunday    
603997,12,7,December,2014,Sunday    
604338,13,7,December,2014,Sunday    
620377,14,7,December,2014,Sunday    
636691,15,7,December,2014,Sunday    
635098,16,7,December,2014,Sunday    
604043,17,7,December,2014,Sunday    
619841,18,7,December,2014,Sunday    
619876,19,7,December,2014,Sunday    
649704,20,7,December,2014,Sunday    
636252,21,7,December,2014,Sunday    
603998,22,7,December,2014,Sunday    
603722,23,7,December,2014,Sunday    
603127,0,8,December,2014,Monday    
603388,1,8,December,2014,Monday    
603295,2,8,December,2014,Monday    
649987,3,8,December,2014,Monday    
635098,4,8,December,2014,Monday    
649280,5,8,December,2014,Monday    
619305,6,8,December,2014,Monday    
619890,7,8,December,2014,Monday    
619840,8,8,December,2014,Monday    
612371,9,8,December,2014,Monday    
612370,10,8,December,2014,Monday    
603723,11,8,December,2014,Monday    
603049,12,8,December,2014,Monday    
649115,13,8,December,2014,Monday    
603536,14,8,December,2014,Monday    
615403,15,8,December,2014,Monday    
649711,16,8,December,2014,Monday    
604045,17,8,December,2014,Monday    
619843,18,8,December,2014,Monday    
603537,19,8,December,2014,Monday    
619882,20,8,December,2014,Monday    
619846,21,8,December,2014,Monday    
620066,22,8,December,2014,Monday    
604046,23,8,December,2014,Monday    
620665,0,9,December,2014,Tuesday   
604246,1,9,December,2014,Tuesday   
619844,2,9,December,2014,Tuesday   
636010,3,9,December,2014,Tuesday   
636347,4,9,December,2014,Tuesday   
619273,5,9,December,2014,Tuesday   
636351,6,9,December,2014,Tuesday   
619845,7,9,December,2014,Tuesday   
620479,8,9,December,2014,Tuesday   
603724,9,9,December,2014,Tuesday   
604344,10,9,December,2014,Tuesday   
620909,11,9,December,2014,Tuesday   
620068,12,9,December,2014,Tuesday   
627834,13,9,December,2014,Tuesday   
619894,14,9,December,2014,Tuesday   
603749,15,9,December,2014,Tuesday   
605251,16,9,December,2014,Tuesday   
620067,17,9,December,2014,Tuesday   
603538,18,9,December,2014,Tuesday   
620385,19,9,December,2014,Tuesday   
612369,20,9,December,2014,Tuesday   
603389,21,9,December,2014,Tuesday   
603750,22,9,December,2014,Tuesday   
605257,23,9,December,2014,Tuesday   
604711,0,10,December,2014,Wednesday 
624653,1,10,December,2014,Wednesday 
642810,2,10,December,2014,Wednesday 
603000,3,10,December,2014,Wednesday 
642295,4,10,December,2014,Wednesday 
612145,5,10,December,2014,Wednesday 
612703,6,10,December,2014,Wednesday 
642296,7,10,December,2014,Wednesday 
642950,8,10,December,2014,Wednesday 
624007,9,10,December,2014,Wednesday 
637055,10,10,December,2014,Wednesday 
612691,11,10,December,2014,Wednesday 
601247,12,10,December,2014,Wednesday 
612693,13,10,December,2014,Wednesday 
612146,14,10,December,2014,Wednesday 
624005,15,10,December,2014,Wednesday 
642299,16,10,December,2014,Wednesday 
612692,17,10,December,2014,Wednesday 
613932,18,10,December,2014,Wednesday 
624598,19,10,December,2014,Wednesday 
623587,20,10,December,2014,Wednesday 
642952,21,10,December,2014,Wednesday 
603002,22,10,December,2014,Wednesday 
624662,23,10,December,2014,Wednesday 
601253,0,11,December,2014,Thursday  
612147,1,11,December,2014,Thursday  
601675,2,11,December,2014,Thursday  
640826,3,11,December,2014,Thursday  
624615,4,11,December,2014,Thursday  
661822,5,11,December,2014,Thursday  
601345,7,11,December,2014,Thursday  
612160,8,11,December,2014,Thursday  
642815,9,11,December,2014,Thursday  
624605,10,11,December,2014,Thursday  
624013,11,11,December,2014,Thursday  
601666,12,11,December,2014,Thursday  
602282,13,11,December,2014,Thursday  
601670,14,11,December,2014,Thursday  
602283,15,11,December,2014,Thursday  
602571,16,11,December,2014,Thursday  
661080,17,11,December,2014,Thursday  
612022,18,11,December,2014,Thursday  
624414,19,11,December,2014,Thursday  
624670,20,11,December,2014,Thursday  
612148,21,11,December,2014,Thursday  
601831,22,11,December,2014,Thursday  
602284,23,11,December,2014,Thursday  
637114,0,12,December,2014,Friday    
621828,1,12,December,2014,Friday    
620008,2,12,December,2014,Friday    
601056,3,12,December,2014,Friday    
653274,5,12,December,2014,Friday    
621207,6,12,December,2014,Friday    
621245,7,12,December,2014,Friday    
621829,8,12,December,2014,Friday    
627290,9,12,December,2014,Friday    
608682,10,12,December,2014,Friday    
651019,11,12,December,2014,Friday    
607168,12,12,December,2014,Friday    
620303,13,12,December,2014,Friday    
608406,14,12,December,2014,Friday    
608655,15,12,December,2014,Friday    
609961,16,12,December,2014,Friday    
607767,17,12,December,2014,Friday    
601035,18,12,December,2014,Friday    
637878,19,12,December,2014,Friday    
637785,20,12,December,2014,Friday    
647921,21,12,December,2014,Friday    
