timeID,hour,day,month,year,dayOfWeek
678012,23,7,July,2017,Friday    
677124,0,8,July,2017,Saturday  
666074,1,8,July,2017,Saturday  
686214,2,8,July,2017,Saturday  
686739,3,8,July,2017,Saturday  
665671,4,8,July,2017,Saturday  
677495,5,8,July,2017,Saturday  
677346,6,8,July,2017,Saturday  
666960,7,8,July,2017,Saturday  
707492,8,8,July,2017,Saturday  
686799,9,8,July,2017,Saturday  
686875,10,8,July,2017,Saturday  
690178,11,8,July,2017,Saturday  
665673,12,8,July,2017,Saturday  
708814,13,8,July,2017,Saturday  
677146,14,8,July,2017,Saturday  
677192,15,8,July,2017,Saturday  
665638,16,8,July,2017,Saturday  
673062,17,8,July,2017,Saturday  
665672,18,8,July,2017,Saturday  
708813,19,8,July,2017,Saturday  
686818,20,8,July,2017,Saturday  
677149,21,8,July,2017,Saturday  
666919,22,8,July,2017,Saturday  
684758,23,8,July,2017,Saturday  
674267,0,9,July,2017,Sunday    
674269,1,9,July,2017,Sunday    
689174,2,9,July,2017,Sunday    
688200,3,9,July,2017,Sunday    
709161,4,9,July,2017,Sunday    
674761,5,9,July,2017,Sunday    
674762,6,9,July,2017,Sunday    
674216,7,9,July,2017,Sunday    
708914,8,9,July,2017,Sunday    
689583,9,9,July,2017,Sunday    
666281,10,9,July,2017,Sunday    
674763,11,9,July,2017,Sunday    
673427,12,9,July,2017,Sunday    
689765,13,9,July,2017,Sunday    
666253,14,9,July,2017,Sunday    
689584,15,9,July,2017,Sunday    
708920,16,9,July,2017,Sunday    
689769,17,9,July,2017,Sunday    
673112,19,9,July,2017,Sunday    
673428,20,9,July,2017,Sunday    
666265,21,9,July,2017,Sunday    
674947,22,9,July,2017,Sunday    
673429,23,9,July,2017,Sunday    
667410,0,10,July,2017,Monday    
674265,1,10,July,2017,Monday    
666447,2,10,July,2017,Monday    
666874,3,10,July,2017,Monday    
666701,4,10,July,2017,Monday    
708325,5,10,July,2017,Monday    
674764,6,10,July,2017,Monday    
688183,7,10,July,2017,Monday    
667202,8,10,July,2017,Monday    
666444,9,10,July,2017,Monday    
667419,10,10,July,2017,Monday    
673549,11,10,July,2017,Monday    
666274,12,10,July,2017,Monday    
688208,13,10,July,2017,Monday    
674362,14,10,July,2017,Monday    
674765,15,10,July,2017,Monday    
692458,16,10,July,2017,Monday    
673431,17,10,July,2017,Monday    
728950,18,10,July,2017,Monday    
708326,19,10,July,2017,Monday    
673550,20,10,July,2017,Monday    
680815,21,10,July,2017,Monday    
666834,22,10,July,2017,Monday    
674950,23,10,July,2017,Monday    
679337,0,11,July,2017,Tuesday   
692144,1,11,July,2017,Tuesday   
693107,2,11,July,2017,Tuesday   
679439,3,11,July,2017,Tuesday   
668101,4,11,July,2017,Tuesday   
693287,5,11,July,2017,Tuesday   
679338,6,11,July,2017,Tuesday   
702489,7,11,July,2017,Tuesday   
669273,8,11,July,2017,Tuesday   
680272,9,11,July,2017,Tuesday   
679400,10,11,July,2017,Tuesday   
679441,11,11,July,2017,Tuesday   
679339,12,11,July,2017,Tuesday   
669339,13,11,July,2017,Tuesday   
669783,14,11,July,2017,Tuesday   
684465,15,11,July,2017,Tuesday   
676751,16,11,July,2017,Tuesday   
693151,17,11,July,2017,Tuesday   
679403,18,11,July,2017,Tuesday   
692179,19,11,July,2017,Tuesday   
683458,20,11,July,2017,Tuesday   
719902,21,11,July,2017,Tuesday   
718300,22,11,July,2017,Tuesday   
680274,23,11,July,2017,Tuesday   
675015,0,12,July,2017,Wednesday 
676869,1,12,July,2017,Wednesday 
669141,2,12,July,2017,Wednesday 
695753,3,12,July,2017,Wednesday 
696996,4,12,July,2017,Wednesday 
695755,5,12,July,2017,Wednesday 
696805,6,12,July,2017,Wednesday 
728940,7,12,July,2017,Wednesday 
684942,8,12,July,2017,Wednesday 
683608,9,12,July,2017,Wednesday 
669565,10,12,July,2017,Wednesday 
673032,11,12,July,2017,Wednesday 
718485,12,12,July,2017,Wednesday 
669192,13,12,July,2017,Wednesday 
695718,14,12,July,2017,Wednesday 
695797,15,12,July,2017,Wednesday 
676063,16,12,July,2017,Wednesday 
695719,17,12,July,2017,Wednesday 
676064,18,12,July,2017,Wednesday 
696156,19,12,July,2017,Wednesday 
675016,20,12,July,2017,Wednesday 
728103,21,12,July,2017,Wednesday 
695723,22,12,July,2017,Wednesday 
696164,23,12,July,2017,Wednesday 
682786,0,13,July,2017,Thursday  
682842,1,13,July,2017,Thursday  
682463,2,13,July,2017,Thursday  
700163,3,13,July,2017,Thursday  
682653,4,13,July,2017,Thursday  
682653,5,13,July,2017,Thursday  
682430,6,13,July,2017,Thursday  
700918,7,13,July,2017,Thursday  
716382,8,13,July,2017,Thursday  
682431,9,13,July,2017,Thursday  
677906,10,13,July,2017,Thursday  
666757,11,13,July,2017,Thursday  
677882,12,13,July,2017,Thursday  
667569,13,13,July,2017,Thursday  
677983,14,13,July,2017,Thursday  
719114,15,13,July,2017,Thursday  
666239,16,13,July,2017,Thursday  
716369,17,13,July,2017,Thursday  
696068,18,13,July,2017,Thursday  
676287,19,13,July,2017,Thursday  
669895,20,13,July,2017,Thursday  
682466,21,13,July,2017,Thursday  
675797,22,13,July,2017,Thursday  
675795,23,13,July,2017,Thursday  
695800,0,14,July,2017,Friday    
695779,1,14,July,2017,Friday    
669163,2,14,July,2017,Friday    
695801,3,14,July,2017,Friday    
675023,4,14,July,2017,Friday    
719307,5,14,July,2017,Friday    
696998,6,14,July,2017,Friday    
696159,7,14,July,2017,Friday    
670928,8,14,July,2017,Friday    
675024,9,14,July,2017,Friday    
687041,10,14,July,2017,Friday    
696157,11,14,July,2017,Friday    
669149,12,14,July,2017,Friday    
720341,13,14,July,2017,Friday    
675635,14,14,July,2017,Friday    
669632,15,14,July,2017,Friday    
676871,16,14,July,2017,Friday    
675634,17,14,July,2017,Friday    
721626,18,14,July,2017,Friday    
719186,19,14,July,2017,Friday    
669566,20,14,July,2017,Friday    
670902,21,14,July,2017,Friday    
675018,22,14,July,2017,Friday    
669633,23,14,July,2017,Friday    
670067,0,15,July,2017,Saturday  
670373,1,15,July,2017,Saturday  
703765,2,15,July,2017,Saturday  
683491,3,15,July,2017,Saturday  
683649,4,15,July,2017,Saturday  
683063,5,15,July,2017,Saturday  
670461,6,15,July,2017,Saturday  
670555,7,15,July,2017,Saturday  
683492,8,15,July,2017,Saturday  
683494,9,15,July,2017,Saturday  
730851,10,15,July,2017,Saturday  
683493,11,15,July,2017,Saturday  
670556,12,15,July,2017,Saturday  
667782,13,15,July,2017,Saturday  
683050,14,15,July,2017,Saturday  
683065,15,15,July,2017,Saturday  
722723,16,15,July,2017,Saturday  
683720,17,15,July,2017,Saturday  
697583,18,15,July,2017,Saturday  
667687,19,15,July,2017,Saturday  
683721,20,15,July,2017,Saturday  
709056,21,15,July,2017,Saturday  
689997,22,15,July,2017,Saturday  
670569,23,15,July,2017,Saturday  
684762,0,16,July,2017,Sunday    
677499,1,16,July,2017,Sunday    
665626,2,16,July,2017,Sunday    
677246,3,16,July,2017,Sunday    
666494,4,16,July,2017,Sunday    
686123,6,16,July,2017,Sunday    
686216,7,16,July,2017,Sunday    
686821,8,16,July,2017,Sunday    
703051,9,16,July,2017,Sunday    
670887,10,16,July,2017,Sunday    
677832,11,16,July,2017,Sunday    
707913,12,16,July,2017,Sunday    
677833,13,16,July,2017,Sunday    
677195,14,16,July,2017,Sunday    
677254,15,16,July,2017,Sunday    
703133,16,16,July,2017,Sunday    
677194,17,16,July,2017,Sunday    
677547,18,16,July,2017,Sunday    
677197,19,16,July,2017,Sunday    
686217,20,16,July,2017,Sunday    
666959,21,16,July,2017,Sunday    
666075,22,16,July,2017,Sunday    
707921,23,16,July,2017,Sunday    
683251,0,17,July,2017,Monday    
702155,1,17,July,2017,Monday    
722923,2,17,July,2017,Monday    
703768,3,17,July,2017,Monday    
670833,4,17,July,2017,Monday    
703770,5,17,July,2017,Monday    
683554,6,17,July,2017,Monday    
684747,7,17,July,2017,Monday    
697226,8,17,July,2017,Monday    
678160,9,17,July,2017,Monday    
683505,10,17,July,2017,Monday    
683496,11,17,July,2017,Monday    
702344,12,17,July,2017,Monday    
723438,13,17,July,2017,Monday    
702311,14,17,July,2017,Monday    
683082,15,17,July,2017,Monday    
683071,16,17,July,2017,Monday    
702345,17,17,July,2017,Monday    
670834,18,17,July,2017,Monday    
670558,19,17,July,2017,Monday    
678361,20,17,July,2017,Monday    
683070,21,17,July,2017,Monday    
670836,22,17,July,2017,Monday    
678195,23,17,July,2017,Monday    
689445,0,18,July,2017,Tuesday   
689778,1,18,July,2017,Tuesday   
666360,2,18,July,2017,Tuesday   
666835,3,18,July,2017,Tuesday   
666361,4,18,July,2017,Tuesday   
666703,5,18,July,2017,Tuesday   
667420,6,18,July,2017,Tuesday   
678195,7,18,July,2017,Tuesday   
689178,8,18,July,2017,Tuesday   
689185,9,18,July,2017,Tuesday   
673433,10,18,July,2017,Tuesday   
708122,11,18,July,2017,Tuesday   
684213,12,18,July,2017,Tuesday   
696631,13,18,July,2017,Tuesday   
708123,14,18,July,2017,Tuesday   
673553,15,18,July,2017,Tuesday   
684915,16,18,July,2017,Tuesday   
674271,17,18,July,2017,Tuesday   
670003,18,18,July,2017,Tuesday   
673555,19,18,July,2017,Tuesday   
689271,20,18,July,2017,Tuesday   
670942,21,18,July,2017,Tuesday   
708148,22,18,July,2017,Tuesday   
666362,23,18,July,2017,Tuesday   
670374,0,19,July,2017,Wednesday 
678210,1,19,July,2017,Wednesday 
683556,2,19,July,2017,Wednesday 
722700,3,19,July,2017,Wednesday 
697602,4,19,July,2017,Wednesday 
722697,5,19,July,2017,Wednesday 
696508,6,19,July,2017,Wednesday 
697601,7,19,July,2017,Wednesday 
722701,8,19,July,2017,Wednesday 
683499,9,19,July,2017,Wednesday 
702346,10,19,July,2017,Wednesday 
682693,11,19,July,2017,Wednesday 
678274,12,19,July,2017,Wednesday 
730152,13,19,July,2017,Wednesday 
730151,14,19,July,2017,Wednesday 
678304,15,19,July,2017,Wednesday 
678272,16,19,July,2017,Wednesday 
683252,17,19,July,2017,Wednesday 
670068,18,19,July,2017,Wednesday 
678203,19,19,July,2017,Wednesday 
696507,20,19,July,2017,Wednesday 
683498,21,19,July,2017,Wednesday 
703774,22,19,July,2017,Wednesday 
721293,23,19,July,2017,Wednesday 
669405,0,20,July,2017,Thursday  
669155,1,20,July,2017,Thursday  
675646,2,20,July,2017,Thursday  
675637,3,20,July,2017,Thursday  
719190,4,20,July,2017,Thursday  
719189,5,20,July,2017,Thursday  
696079,6,20,July,2017,Thursday  
695727,7,20,July,2017,Thursday  
678272,8,20,July,2017,Thursday  
676074,9,20,July,2017,Thursday  
669302,10,20,July,2017,Thursday  
669634,11,20,July,2017,Thursday  
675712,12,20,July,2017,Thursday  
670271,13,20,July,2017,Thursday  
675029,14,20,July,2017,Thursday  
696902,15,20,July,2017,Thursday  
675638,16,20,July,2017,Thursday  
692279,17,20,July,2017,Thursday  
676069,18,20,July,2017,Thursday  
719195,19,20,July,2017,Thursday  
674336,20,20,July,2017,Thursday  
669635,21,20,July,2017,Thursday  
669568,22,20,July,2017,Thursday  
669567,23,20,July,2017,Thursday  
675343,0,21,July,2017,Friday    
669406,1,21,July,2017,Friday    
675032,2,21,July,2017,Friday    
667919,3,21,July,2017,Friday    
696008,4,21,July,2017,Friday    
675351,5,21,July,2017,Friday    
669193,6,21,July,2017,Friday    
719599,7,21,July,2017,Friday    
719598,8,21,July,2017,Friday    
668731,9,21,July,2017,Friday    
675352,10,21,July,2017,Friday    
696001,11,21,July,2017,Friday    
669407,12,21,July,2017,Friday    
719318,13,21,July,2017,Friday    
696168,14,21,July,2017,Friday    
675717,15,21,July,2017,Friday    
669157,16,21,July,2017,Friday    
675718,17,21,July,2017,Friday    
676962,18,21,July,2017,Friday    
675639,19,21,July,2017,Friday    
675639,20,21,July,2017,Friday    
675353,21,21,July,2017,Friday    
676963,22,21,July,2017,Friday    
669239,23,21,July,2017,Friday    
702087,0,22,July,2017,Saturday  
675641,1,22,July,2017,Saturday  
667526,2,22,July,2017,Saturday  
675354,3,22,July,2017,Saturday  
669156,4,22,July,2017,Saturday  
675643,5,22,July,2017,Saturday  
696105,6,22,July,2017,Saturday  
719325,7,22,July,2017,Saturday  
675644,8,22,July,2017,Saturday  
696041,9,22,July,2017,Saturday  
675924,10,22,July,2017,Saturday  
719326,11,22,July,2017,Saturday  
669282,12,22,July,2017,Saturday  
675033,13,22,July,2017,Saturday  
675034,14,22,July,2017,Saturday  
718490,15,22,July,2017,Saturday  
675926,16,22,July,2017,Saturday  
696803,17,22,July,2017,Saturday  
675645,18,22,July,2017,Saturday  
669638,19,22,July,2017,Saturday  
675927,20,22,July,2017,Saturday  
696967,21,22,July,2017,Saturday  
684977,22,22,July,2017,Saturday  
675035,23,22,July,2017,Saturday  
666856,0,23,July,2017,Sunday    
701278,1,23,July,2017,Sunday    
666589,2,23,July,2017,Sunday    
682436,3,23,July,2017,Sunday    
667208,4,23,July,2017,Sunday    
667209,5,23,July,2017,Sunday    
702378,6,23,July,2017,Sunday    
682844,7,23,July,2017,Sunday    
682789,8,23,July,2017,Sunday    
682846,9,23,July,2017,Sunday    
701041,10,23,July,2017,Sunday    
670251,11,23,July,2017,Sunday    
667210,12,23,July,2017,Sunday    
700988,13,23,July,2017,Sunday    
701046,14,23,July,2017,Sunday    
682847,15,23,July,2017,Sunday    
709092,16,23,July,2017,Sunday    
682790,17,23,July,2017,Sunday    
682473,18,23,July,2017,Sunday    
670799,19,23,July,2017,Sunday    
666758,20,23,July,2017,Sunday    
666590,21,23,July,2017,Sunday    
666759,22,23,July,2017,Sunday    
666761,23,23,July,2017,Sunday    
683008,0,24,July,2017,Monday    
683650,1,24,July,2017,Monday    
683272,2,24,July,2017,Monday    
702552,3,24,July,2017,Monday    
722133,4,24,July,2017,Monday    
667477,5,24,July,2017,Monday    
670570,6,24,July,2017,Monday    
670375,7,24,July,2017,Monday    
702167,8,24,July,2017,Monday    
702166,9,24,July,2017,Monday    
683005,10,24,July,2017,Monday    
697596,11,24,July,2017,Monday    
683724,12,24,July,2017,Monday    
670070,13,24,July,2017,Monday    
683017,14,24,July,2017,Monday    
702318,15,24,July,2017,Monday    
702168,16,24,July,2017,Monday    
670571,17,24,July,2017,Monday    
683073,18,24,July,2017,Monday    
670071,19,24,July,2017,Monday    
683258,20,24,July,2017,Monday    
670378,21,24,July,2017,Monday    
683074,22,24,July,2017,Monday    
670560,23,24,July,2017,Monday    
670565,0,25,July,2017,Tuesday   
702522,1,25,July,2017,Tuesday   
683075,2,25,July,2017,Tuesday   
670561,3,25,July,2017,Tuesday   
683501,4,25,July,2017,Tuesday   
683270,5,25,July,2017,Tuesday   
670072,6,25,July,2017,Tuesday   
683263,7,25,July,2017,Tuesday   
702353,8,25,July,2017,Tuesday   
678207,9,25,July,2017,Tuesday   
669234,10,25,July,2017,Tuesday   
670564,11,25,July,2017,Tuesday   
669081,12,25,July,2017,Tuesday   
678165,13,25,July,2017,Tuesday   
670073,14,25,July,2017,Tuesday   
670466,15,25,July,2017,Tuesday   
703778,16,25,July,2017,Tuesday   
670379,17,25,July,2017,Tuesday   
690063,18,25,July,2017,Tuesday   
669594,19,25,July,2017,Tuesday   
722146,20,25,July,2017,Tuesday   
683753,21,25,July,2017,Tuesday   
683078,22,25,July,2017,Tuesday   
670380,23,25,July,2017,Tuesday   
678273,0,26,July,2017,Wednesday 
683503,1,26,July,2017,Wednesday 
670463,2,26,July,2017,Wednesday 
683011,3,26,July,2017,Wednesday 
723249,4,26,July,2017,Wednesday 
702185,5,26,July,2017,Wednesday 
683748,6,26,July,2017,Wednesday 
709489,7,26,July,2017,Wednesday 
678196,8,26,July,2017,Wednesday 
683080,9,26,July,2017,Wednesday 
670074,10,26,July,2017,Wednesday 
683014,11,26,July,2017,Wednesday 
670076,12,26,July,2017,Wednesday 
683267,13,26,July,2017,Wednesday 
683015,14,26,July,2017,Wednesday 
683081,15,26,July,2017,Wednesday 
670077,16,26,July,2017,Wednesday 
683253,17,26,July,2017,Wednesday 
683752,18,26,July,2017,Wednesday 
683271,19,26,July,2017,Wednesday 
702529,20,26,July,2017,Wednesday 
670464,21,26,July,2017,Wednesday 
697810,22,26,July,2017,Wednesday 
667702,23,26,July,2017,Wednesday 
667422,0,27,July,2017,Thursday  
677585,1,27,July,2017,Thursday  
669072,2,27,July,2017,Thursday  
689186,3,27,July,2017,Thursday  
708508,5,27,July,2017,Thursday  
689189,6,27,July,2017,Thursday  
674522,7,27,July,2017,Thursday  
689190,8,27,July,2017,Thursday  
695334,9,27,July,2017,Thursday  
673435,10,27,July,2017,Thursday  
674274,11,27,July,2017,Thursday  
666448,12,27,July,2017,Thursday  
708150,13,27,July,2017,Thursday  
674275,14,27,July,2017,Thursday  
673560,15,27,July,2017,Thursday  
689449,16,27,July,2017,Thursday  
667423,17,27,July,2017,Thursday  
673558,18,27,July,2017,Thursday  
673557,19,27,July,2017,Thursday  
670796,20,27,July,2017,Thursday  
674955,21,27,July,2017,Thursday  
666288,22,27,July,2017,Thursday  
674366,23,27,July,2017,Thursday  
669158,0,28,July,2017,Friday    
669165,1,28,July,2017,Friday    
696180,2,28,July,2017,Friday    
675928,3,28,July,2017,Friday    
675036,4,28,July,2017,Friday    
696180,5,28,July,2017,Friday    
719955,6,28,July,2017,Friday    
675648,7,28,July,2017,Friday    
675929,8,28,July,2017,Friday    
669160,9,28,July,2017,Friday    
689802,10,28,July,2017,Friday    
676075,11,28,July,2017,Friday    
675931,12,28,July,2017,Friday    
669009,13,28,July,2017,Friday    
675240,14,28,July,2017,Friday    
675723,15,28,July,2017,Friday    
675679,16,28,July,2017,Friday    
719424,17,28,July,2017,Friday    
696093,18,28,July,2017,Friday    
675933,19,28,July,2017,Friday    
696181,20,28,July,2017,Friday    
675683,21,28,July,2017,Friday    
696183,22,28,July,2017,Friday    
675934,23,28,July,2017,Friday    
675724,0,29,July,2017,Saturday  
675209,1,29,July,2017,Saturday  
669195,2,29,July,2017,Saturday  
676967,3,29,July,2017,Saturday  
669240,4,29,July,2017,Saturday  
696046,5,29,July,2017,Saturday  
696045,6,29,July,2017,Saturday  
696328,7,29,July,2017,Saturday  
696725,8,29,July,2017,Saturday  
696105,9,29,July,2017,Saturday  
696810,10,29,July,2017,Saturday  
675935,11,29,July,2017,Saturday  
728299,12,29,July,2017,Saturday  
676968,13,29,July,2017,Saturday  
696813,14,29,July,2017,Saturday  
676973,15,29,July,2017,Saturday  
696047,16,29,July,2017,Saturday  
696187,17,29,July,2017,Saturday  
696817,18,29,July,2017,Saturday  
675769,19,29,July,2017,Saturday  
675727,20,29,July,2017,Saturday  
669241,21,29,July,2017,Saturday  
675197,22,29,July,2017,Saturday  
669641,23,29,July,2017,Saturday  
667639,0,30,July,2017,Sunday    
693902,1,30,July,2017,Sunday    
675037,2,30,July,2017,Sunday    
683525,3,30,July,2017,Sunday    
676081,4,30,July,2017,Sunday    
696818,5,30,July,2017,Sunday    
675234,6,30,July,2017,Sunday    
675215,7,30,July,2017,Sunday    
696864,8,30,July,2017,Sunday    
689036,9,30,July,2017,Sunday    
675226,10,30,July,2017,Sunday    
676082,11,30,July,2017,Sunday    
728876,12,30,July,2017,Sunday    
675232,13,30,July,2017,Sunday    
675231,14,30,July,2017,Sunday    
669639,15,30,July,2017,Sunday    
675038,16,30,July,2017,Sunday    
669408,17,30,July,2017,Sunday    
666795,18,30,July,2017,Sunday    
675942,19,30,July,2017,Sunday    
676971,20,30,July,2017,Sunday    
676170,21,30,July,2017,Sunday    
675236,22,30,July,2017,Sunday    
676171,23,30,July,2017,Sunday    
676975,0,31,July,2017,Monday    
669640,1,31,July,2017,Monday    
669017,2,31,July,2017,Monday    
669161,3,31,July,2017,Monday    
696832,4,31,July,2017,Monday    
675235,5,31,July,2017,Monday    
728306,6,31,July,2017,Monday    
675943,7,31,July,2017,Monday    
719434,8,31,July,2017,Monday    
720906,9,31,July,2017,Monday    
722009,10,31,July,2017,Monday    
675237,11,31,July,2017,Monday    
669023,12,31,July,2017,Monday    
669166,13,31,July,2017,Monday    
667920,14,31,July,2017,Monday    
690929,15,31,July,2017,Monday    
665454,16,31,July,2017,Monday    
675239,17,31,July,2017,Monday    
676172,18,31,July,2017,Monday    
675944,19,31,July,2017,Monday    
676176,20,31,July,2017,Monday    
696356,21,31,July,2017,Monday    
690009,22,31,July,2017,Monday    
676979,23,31,July,2017,Monday    
666710,0,1,August,2017,Tuesday   
673563,1,1,August,2017,Tuesday   
689452,2,1,August,2017,Tuesday   
689539,3,1,August,2017,Tuesday   
689688,4,1,August,2017,Tuesday   
689543,5,1,August,2017,Tuesday   
674525,6,1,August,2017,Tuesday   
673562,7,1,August,2017,Tuesday   
689496,8,1,August,2017,Tuesday   
666836,9,1,August,2017,Tuesday   
666836,10,1,August,2017,Tuesday   
708160,11,1,August,2017,Tuesday   
674276,12,1,August,2017,Tuesday   
728238,13,1,August,2017,Tuesday   
667424,14,1,August,2017,Tuesday   
708275,15,1,August,2017,Tuesday   
674415,16,1,August,2017,Tuesday   
674277,17,1,August,2017,Tuesday   
666022,18,1,August,2017,Tuesday   
666289,19,1,August,2017,Tuesday   
667549,20,1,August,2017,Tuesday   
677158,21,1,August,2017,Tuesday   
674279,22,1,August,2017,Tuesday   
687105,23,1,August,2017,Tuesday   
670163,0,2,August,2017,Wednesday 
666398,1,2,August,2017,Wednesday 
707922,2,2,August,2017,Wednesday 
677199,3,2,August,2017,Wednesday 
677198,5,2,August,2017,Wednesday 
686253,6,2,August,2017,Wednesday 
677024,7,2,August,2017,Wednesday 
666799,8,2,August,2017,Wednesday 
677349,9,2,August,2017,Wednesday 
677348,10,2,August,2017,Wednesday 
686220,11,2,August,2017,Wednesday 
677834,12,2,August,2017,Wednesday 
707925,13,2,August,2017,Wednesday 
677353,14,2,August,2017,Wednesday 
687248,15,2,August,2017,Wednesday 
707095,16,2,August,2017,Wednesday 
686324,17,2,August,2017,Wednesday 
680669,18,2,August,2017,Wednesday 
687955,19,2,August,2017,Wednesday 
677025,20,2,August,2017,Wednesday 
677552,21,2,August,2017,Wednesday 
677026,22,2,August,2017,Wednesday 
677551,23,2,August,2017,Wednesday 
666619,0,3,August,2017,Thursday  
669786,1,3,August,2017,Thursday  
679340,2,3,August,2017,Thursday  
728170,3,3,August,2017,Thursday  
689693,4,3,August,2017,Thursday  
692180,5,3,August,2017,Thursday  
721137,6,3,August,2017,Thursday  
692359,7,3,August,2017,Thursday  
692155,8,3,August,2017,Thursday  
723527,9,3,August,2017,Thursday  
679447,10,3,August,2017,Thursday  
692530,12,3,August,2017,Thursday  
692597,13,3,August,2017,Thursday  
722445,14,3,August,2017,Thursday  
679068,15,3,August,2017,Thursday  
689810,16,3,August,2017,Thursday  
692158,17,3,August,2017,Thursday  
679341,18,3,August,2017,Thursday  
669274,19,3,August,2017,Thursday  
692364,20,3,August,2017,Thursday  
692313,21,3,August,2017,Thursday  
668050,22,3,August,2017,Thursday  
722132,23,3,August,2017,Thursday  
679442,1,4,August,2017,Friday    
692602,2,4,August,2017,Friday    
693291,4,4,August,2017,Friday    
669789,5,4,August,2017,Friday    
721156,6,4,August,2017,Friday    
721651,7,4,August,2017,Friday    
679069,8,4,August,2017,Friday    
677537,9,4,August,2017,Friday    
668102,10,4,August,2017,Friday    
692314,11,4,August,2017,Friday    
679075,12,4,August,2017,Friday    
676753,13,4,August,2017,Friday    
679070,14,4,August,2017,Friday    
721212,15,4,August,2017,Friday    
669275,16,4,August,2017,Friday    
679342,17,4,August,2017,Friday    
665019,18,4,August,2017,Friday    
677622,19,4,August,2017,Friday    
676759,20,4,August,2017,Friday    
679450,21,4,August,2017,Friday    
679073,22,4,August,2017,Friday    
669340,23,4,August,2017,Friday    
676691,0,5,August,2017,Saturday  
675707,1,5,August,2017,Saturday  
669374,2,5,August,2017,Saturday  
696330,3,5,August,2017,Saturday  
669409,4,5,August,2017,Saturday  
696707,5,5,August,2017,Saturday  
680833,6,5,August,2017,Saturday  
676578,7,5,August,2017,Saturday  
696874,8,5,August,2017,Saturday  
676982,9,5,August,2017,Saturday  
702086,10,5,August,2017,Saturday  
669197,11,5,August,2017,Saturday  
676120,12,5,August,2017,Saturday  
669198,13,5,August,2017,Saturday  
676177,14,5,August,2017,Saturday  
676980,15,5,August,2017,Saturday  
676587,16,5,August,2017,Saturday  
669199,17,5,August,2017,Saturday  
709594,18,5,August,2017,Saturday  
675946,19,5,August,2017,Saturday  
676178,20,5,August,2017,Saturday  
675517,21,5,August,2017,Saturday  
677729,22,5,August,2017,Saturday  
669211,23,5,August,2017,Saturday  
696205,0,6,August,2017,Sunday    
669644,1,6,August,2017,Sunday    
676184,2,6,August,2017,Sunday    
669162,3,6,August,2017,Sunday    
669131,4,6,August,2017,Sunday    
676984,5,6,August,2017,Sunday    
696878,6,6,August,2017,Sunday    
696842,7,6,August,2017,Sunday    
669167,8,6,August,2017,Sunday    
693903,9,6,August,2017,Sunday    
728910,10,6,August,2017,Sunday    
696204,11,6,August,2017,Sunday    
696843,12,6,August,2017,Sunday    
675407,13,6,August,2017,Sunday    
684724,14,6,August,2017,Sunday    
676185,15,6,August,2017,Sunday    
669646,16,6,August,2017,Sunday    
720759,17,6,August,2017,Sunday    
676774,18,6,August,2017,Sunday    
669411,19,6,August,2017,Sunday    
669140,20,6,August,2017,Sunday    
669212,21,6,August,2017,Sunday    
670413,22,6,August,2017,Sunday    
676186,23,6,August,2017,Sunday    
670078,0,7,August,2017,Monday    
702358,1,7,August,2017,Monday    
683018,2,7,August,2017,Monday    
670079,3,7,August,2017,Monday    
670573,4,7,August,2017,Monday    
723218,6,7,August,2017,Monday    
702433,7,7,August,2017,Monday    
702337,8,7,August,2017,Monday    
670381,9,7,August,2017,Monday    
683273,10,7,August,2017,Monday    
670382,11,7,August,2017,Monday    
678228,12,7,August,2017,Monday    
670574,13,7,August,2017,Monday    
683083,14,7,August,2017,Monday    
702361,15,7,August,2017,Monday    
702188,16,7,August,2017,Monday    
730199,17,7,August,2017,Monday    
670576,18,7,August,2017,Monday    
683021,19,7,August,2017,Monday    
683755,20,7,August,2017,Monday    
670081,21,7,August,2017,Monday    
683991,22,7,August,2017,Monday    
678227,23,7,August,2017,Monday    
676507,0,8,August,2017,Tuesday   
686329,1,8,August,2017,Tuesday   
677219,2,8,August,2017,Tuesday   
687118,3,8,August,2017,Tuesday   
665639,4,8,August,2017,Tuesday   
666911,5,8,August,2017,Tuesday   
677029,6,8,August,2017,Tuesday   
709628,7,8,August,2017,Tuesday   
666920,8,8,August,2017,Tuesday   
687249,9,8,August,2017,Tuesday   
687251,10,8,August,2017,Tuesday   
687381,11,8,August,2017,Tuesday   
677202,12,8,August,2017,Tuesday   
686826,13,8,August,2017,Tuesday   
707036,14,8,August,2017,Tuesday   
686330,15,8,August,2017,Tuesday   
687958,16,8,August,2017,Tuesday   
677031,17,8,August,2017,Tuesday   
677222,18,8,August,2017,Tuesday   
673052,19,8,August,2017,Tuesday   
707289,20,8,August,2017,Tuesday   
707098,21,8,August,2017,Tuesday   
677030,22,8,August,2017,Tuesday   
666616,23,8,August,2017,Tuesday   
674528,0,9,August,2017,Wednesday 
673563,1,9,August,2017,Wednesday 
708088,2,9,August,2017,Wednesday 
674280,4,9,August,2017,Wednesday 
708161,6,9,August,2017,Wednesday 
708278,7,9,August,2017,Wednesday 
674532,8,9,August,2017,Wednesday 
689246,9,9,August,2017,Wednesday 
689253,10,9,August,2017,Wednesday 
729667,11,9,August,2017,Wednesday 
673710,12,9,August,2017,Wednesday 
666721,13,9,August,2017,Wednesday 
689274,14,9,August,2017,Wednesday 
674417,15,9,August,2017,Wednesday 
