event_id,make,model,bike_type,colour,speed,cost,status
801589,MARIN OR MARINO,,RC,GRY   ,12,,UNKNOWN
801590,GIANT          ,DEFY 2         ,OT,BLUWHI,18,1300,STOLEN
801591,OTHER          ,FOCUS ROAD BIKE,OT,WHI   ,26,4800,STOLEN
801592,OTHER          ,ROUBAIX EXPERT ,MT,BLKRED,26,3500,STOLEN
801593,JAMIS          ,ENDURA SPORT   ,MT,WHI   ,26,1200,STOLEN
801594,JAMIS          ,JAMIS XENITH   ,MT,BLU   ,26,1100,STOLEN
801595,NORCO          ,WOLVERINE      ,MT,WHI   ,18,700,STOLEN
801596,CHEROKEE       ,,MT,BLU   ,21,100,STOLEN
801597,RALEIGH        ,,MT,PLE   ,18,,UNKNOWN
801598,CCM            ,,MT,BLK   ,5,250,STOLEN
801599,UNK            ,UNK            ,MT,,21,200,STOLEN
801600,DEVINCI        ,CARIVOU XL     ,RC,RED   ,27,800,STOLEN
801601,UNKNOWN MAKE   ,UNKNOWN        ,MT,BLKBLU,21,,STOLEN
801602,ROCKY MOUNTAIN ,WHISTLER50     ,OT,BLU   ,18,200,STOLEN
801603,UNKNOWN        ,,MT,BLK   ,18,150,STOLEN
801604,OTHER          ,2.01E+14,SC,,4,1250,STOLEN
801605,KHS            ,ALITE 6061     ,EL,BLK   ,27,600,STOLEN
801606,PEUGEOT        ,CLUB           ,OT,DBL   ,0,100,STOLEN
801607,EMMO           ,SABRE          ,EL,GRYONG,1,1000,STOLEN
801608,TREK           ,MARLIN         ,MT,REDBLK,21,850,STOLEN
801609,TREK           ,4500,MT,BLUWHI,24,750,STOLEN
801610,UNKNOWN        ,,OT,,0,,STOLEN
801611,DAYMAK         ,MONTE CARLO    ,EL,RED   ,0,1500,STOLEN
801612,DIAMONDBACK    ,ELIMINATOR     ,MT,SIL   ,21,100,STOLEN
801613,OTHER          ,,OT,BLU   ,0,800,STOLEN
801614,SUPERCYCLE     ,,RG,BLU   ,10,,STOLEN
801615,OTHER          ,,MT,REDBLK,0,300,STOLEN
801616,OTHER          ,,MT,PNK   ,0,140,STOLEN
801617,OTHER          ,,MT,BLK   ,0,200,STOLEN
801618,CCM            ,STATIC         ,OT,BLK   ,0,460,STOLEN
801619,OP             ,LARGO          ,TO,BLU   ,21,,STOLEN
801620,GIANT          ,FARRAGO        ,RG,BLK   ,21,,RECOVERED
801621,SURLY          ,LONG HAUL TRUCK,RC,BLK   ,27,1500,STOLEN
801622,GT             ,AGRESSOR       ,OT,BLKLGR,21,250,STOLEN
801623,OTHER          ,,EL,BLK   ,1,1300,STOLEN
801624,UNKNOWN MAKE   ,,OT,BLU   ,18,,STOLEN
801625,TREK           ,MOUNTAIN       ,MT,BLK   ,18,900,STOLEN
801626,MIELE          ,TT150          ,MT,RED   ,0,300,STOLEN
801627,KONO           ,HYBIRD         ,RG,BLK   ,21,2000,RECOVERED
801628,OTHER          ,URBANITE       ,TO,BLK   ,1,800,STOLEN
801629,OTHER          ,,MT,BLKGRN,21,600,STOLEN
801630,EMMO           ,,EL,BLU   ,1,1400,STOLEN
801631,EMMO           ,MONSTER        ,EL,BLK   ,0,2350,STOLEN
801632,RALEIGH        ,BLUEMAX        ,MT,BLU   ,18,800,STOLEN
801633,SUPERCYCLE     ,,RG,BLU   ,21,,UNKNOWN
801634,OPUS           ,UNISEX         ,OT,WHI   ,0,800,STOLEN
801635,OTHER          ,UNKNOWN        ,BM,RED   ,0,300,STOLEN
801636,FORTRESS       ,DT             ,SC,RED   ,1,6000,STOLEN
801637,TREK           ,,MT,MRN   ,18,500,STOLEN
801638,EMMO           ,MAX            ,EL,BLK   ,3,1750,STOLEN
801639,WORKSMAN       ,LITE           ,TR,BLU   ,3,,STOLEN
801640,JAMIS          ,DURANGO COMP   ,MT,GRY   ,18,700,STOLEN
801641,TREK           ,FUELX          ,MT,RED   ,24,3000,STOLEN
801642,OTHER          ,,EL,,0,1600,STOLEN
801643,NORCO          ,BMX            ,BM,GRY   ,1,,STOLEN
801644,ROCKY MOUNTAIN ,FUSION         ,MT,DBL   ,21,,STOLEN
801645,EMO            ,,EL,GRN   ,1,600,STOLEN
801646,OTHER          ,,OT,,0,900,STOLEN
801647,GT             ,4.0 KARAKORAM  ,MT,BLK   ,27,600,STOLEN
801648,OT             ,,MT,BLK   ,21,0,STOLEN
801649,TREK           ,,RG,PNK   ,10,350,STOLEN
801650,OT             ,500W+ ELECTRIC ,EL,WHI   ,32,1300,STOLEN
801651,CC             ,STATIC         ,MT,BLK   ,21,,STOLEN
801652,"INFINITY
      ",MERIDIAN       ,MT,LBL   ,10,239.99,STOLEN
801653,SPECIALIZED    ,DOLCE          ,RC,WHIPLE,18,1000,STOLEN
801654,RA             ,DETOUR         ,RG,RED   ,15,600,STOLEN
801655,GI             ,TRANSEND       ,RG,SIL   ,18,677,STOLEN
801656,CCM            ,EXCELSIOR      ,OT,RED   ,21,400,STOLEN
801657,NORCO          ,ROAD BIKE      ,RG,BLK   ,21,500,STOLEN
801658,RA             ,,RG,MRN   ,7,500,STOLEN
801659,KO             ,DEW            ,OT,BLK   ,24,700,STOLEN
801660,OT             ,SECTOR 2012    ,RC,RED   ,10,800,STOLEN
801661,RM             ,,MT,GRY   ,4,70,STOLEN
801662,OT             ,ALL-CITY NATURE,RG,PLE   ,1,1100,STOLEN
801663,UK             ,BLADE 3.0      ,TO,WHI   ,24,850,STOLEN
801664,OT             ,DUTCH LOTTERY  ,OT,WHI   ,1,350,STOLEN
801665,SU             ,SUPERCYCLE 1800,MT,BLU   ,18,200,STOLEN
801666,RM             ,EDGE           ,MT,BLK   ,15,700,STOLEN
801667,GI             ,ESCAPE 1       ,RG,GRY   ,28,750,STOLEN
801668,EM             ,,EL,RED   ,30,900,STOLEN
801669,UK             ,,RG,SIL   ,45,,STOLEN
801670,TR             ,7.2 FX WSD (201,RG,SIL   ,8,600,STOLEN
801671,EM             ,,EL,BLK   ,1,1464.75,STOLEN
801672,UK             ,DS-MONACO-005  ,EL,RED   ,3,962.76,UNKNOWN
801673,TR             ,,RC,RED   ,12,2100,STOLEN
801674,RM             ,RC50           ,RG,GRN   ,9,700,STOLEN
801675,CC             ,,MT,WHI   ,21,400,STOLEN
801676,RA             ,RECORD         ,RC,WHI   ,9,550,STOLEN
801677,MA             ,BEAR VALLEY    ,MT,BLK   ,21,500,STOLEN
801678,TR             ,10 2.1C        ,RC,BLU   ,10,1500,STOLEN
801679,OT             ,,MT,SIL   ,21,0,STOLEN
801680,UK             ,29956,RC,BLK   ,27,,STOLEN
801681,TR             ,EARL           ,RG,BLK   ,1,700,STOLEN
801682,RM             ,,OT,BLK   ,8,1000,STOLEN
801684,OT             ,ALLEZ          ,RC,WHI   ,40,,STOLEN
801685,UK             ,I DONT KNOW    ,MT,BLK   ,6,500,STOLEN
801686,IN             ,368614,MT,BLK   ,24,400,STOLEN
801687,UK             ,SINGLE SPEED   ,RG,BLK   ,1,600,STOLEN
801688,FJ             ,TRACK          ,RC,RED   ,1,0,STOLEN
801689,OT             ,"57"""" BLACK CHROM",RC,BLK   ,1,700,RECOVERED
801690,OT             ,ELITE          ,TO,SIL   ,24,860,STOLEN
801691,TR             ,7300,TO,WHI   ,24,1000,STOLEN
801692,KH             ,TOWN AND COUNTR,TO,SIL   ,24,450,STOLEN
801693,EM             ,,EL,GRN   ,32,900,STOLEN
801694,KO             ,DEW PLUS 2012  ,RG,DGR   ,21,600,STOLEN
801695,UK             ,,RG,BLK   ,18,0,STOLEN
801696,UK             ,,RG,BLU   ,12,900,STOLEN
801697,NO             ,CRD1           ,RC,BLU   ,10,1335,STOLEN
801698,KO             ,DR. DEW        ,OT,BLU   ,20,1000,STOLEN
801699,HF             ,,MT,PLE   ,21,300,STOLEN
801700,SC             ,,MT,,18,650,STOLEN
801701,UK             ,EAZYRIDERS     ,EL,DBL   ,32,1500,STOLEN
801702,OT             ,CITY GLIDER BIR,RG,SIL   ,3,789.87,STOLEN
801703,GI             ,ANTHEM X ADVANC,MT,WHI   ,20,3000,STOLEN
801704,NO             ,KOKANEE        ,MT,BLU   ,21,300,STOLEN
801705,BI             ,STRADA LX 12 SP,RG,WHI   ,12,0,STOLEN
801706,UK             ,,MT,TRQ   ,7,350,STOLEN
801707,RA             ,,RG,GRY   ,24,320,STOLEN
801708,CC             ,STATIC         ,MT,BLK   ,21,399.99,STOLEN
801709,GI             ,ATX LE         ,MT,BLK   ,24,800,STOLEN
801710,EM             ,G5408          ,EL,RED   ,40,1000,STOLEN
801711,TR             ,7.2FX          ,RG,BLK   ,24,700,STOLEN
801712,OT             ,HARDROCK       ,MT,BLK   ,24,800,STOLEN
801713,OT             ,,MT,,10,3500,STOLEN
801714,RA             ,PORTAGE        ,RG,SIL   ,18,0,STOLEN
801715,MA             ,KENTFIELD      ,RG,BLU   ,21,350,STOLEN
801716,OT             ,AVIGO          ,BM,BLK   ,1,250,STOLEN
801717,OT             ,OLYMPIC        ,RC,DBL   ,10,350,STOLEN
801718,CC             ,SLICK          ,MT,RED   ,21,0,STOLEN
801719,SU             ,,MT,BLU   ,18,100,STOLEN
801720,GI             ,,OT,BLK   ,1,100,STOLEN
801721,UK             ,HARDROCK       ,MT,ONG   ,24,550,STOLEN
801722,OT             ,,RG,BGE   ,1,300,STOLEN
801723,TR             ,13ALLANT       ,RG,DBL   ,7,650,STOLEN
801724,TR             ,7.2FX          ,TO,BLK   ,18,550,STOLEN
801725,OT             ,ROCKHOPPER     ,MT,BLK   ,21,500,STOLEN
801726,MA             ,,OT,SIL   ,8,479.99,STOLEN
801727,UK             ,FACTOR         ,MT,CPR   ,21,350,STOLEN
801728,BI             ,,RC,LBL   ,10,300,STOLEN
801729,OT             ,SURLY CROSSCHEC,TO,BLK   ,10,1500,STOLEN
801730,DB             ,ASCENT EX      ,MT,DGR   ,21,250,STOLEN
801731,NO             ,2010 NORCO MALA,RG,SIL   ,27,425,STOLEN
801732,UK             ,ALLEZ          ,RC,WHI   ,12,700,STOLEN
801733,OT             ,FIDELIO (2007) ,RC,RED   ,8,1000,STOLEN
801734,CR             ,SWIFT          ,MT,BLU   ,21,300,STOLEN
801735,SC             ,71-1381-6      ,MT,PLE   ,20,260,STOLEN
801736,SC             ,,MT,DGR   ,18,399,STOLEN
801737,SC             ,HYDRA 700C BICY,RG,BLU   ,24,300,STOLEN
801738,OT             ,,OT,BLK   ,1,600,STOLEN
801739,NORCO          ,RIDEAU         ,MT,GRY   ,24,600,STOLEN
801740,NO             ,BIGFOOT        ,MT,OTH   ,18,300,STOLEN
801741,KO             ,JAKE           ,RC,BLU   ,1,1300,STOLEN
801742,MARIN OR MARINO,,TO,SILBLK,10,500,STOLEN
801743,OTHER          ,,EL,,1,700,STOLEN
801744,SPECIALIZED    ,P1             ,BM,LBL   ,1,600,STOLEN
801745,OT             ,CROSSTRAIL PRO ,MT,BLK   ,15,1300,STOLEN
801746,NORCO          ,UNKNOWN        ,OT,SILBLK,12,800,STOLEN
801747,RM             ,FLARE29        ,MT,WHI   ,18,1200,STOLEN
801748,CC             ,APEX           ,MT,WHI   ,18,600,STOLEN
801749,OT             ,ARISTOTLE      ,RC,BLK   ,1,1000,STOLEN
801750,OT             ,GLOBE ROLL 1   ,RG,BLK   ,1,1200,STOLEN
801751,OT             ,MILANO         ,RG,BLK   ,21,560,STOLEN
801752,TR             ,2200 ALPHA SL  ,RC,BLU   ,18,800,STOLEN
801753,OT             ,,MT,OTH   ,21,0,STOLEN
801754,TR             ,TREK 720       ,TO,BLK   ,24,500,STOLEN
801755,RA             ,,RG,WHI   ,3,350,STOLEN
801756,RM             ,WHISTLER 10    ,MT,DBL   ,8,629,STOLEN
801757,GI             ,GIANT          ,RG,,60,650,STOLEN
801758,OT             ,ROADSTER CLASSI,OT,BLK   ,50,500,STOLEN
801759,OT             ,ROAD RACER     ,RC,CPRGLD,14,500,STOLEN
801760,OT             ,DOUBLE TRAILER ,OT,ONG   ,1,400,STOLEN
801761,OT             ,DISC 29        ,MT,ONG   ,10,1100,STOLEN
801762,OT             ,,MT,BLK   ,21,499.99,STOLEN
801763,UK             ,,RG,RED   ,10,,STOLEN
801764,UK             ,SCOUT          ,MT,BLU   ,8,200,STOLEN
801765,RA             ,,MT,BGE   ,12,500,STOLEN
801766,OT             ,UNKNOWN        ,EL,GRY   ,35,700,STOLEN
801767,OT             ,BROUGHAM 3 SPEE,RC,BLU   ,3,1000,STOLEN
801768,UK             ,,RG,SIL   ,21,499.99,STOLEN
801769,TR             ,7300,TO,WHI   ,15,1000,STOLEN
801770,KH             ,URBAN XPRESS   ,OT,BLK   ,9,630,STOLEN
801771,TR             ,7.0 FX 2013    ,RG,GRY   ,21,400,STOLEN
801772,TR             ,1200,RC,WHI   ,21,1400,STOLEN
801773,RM             ,,MT,RED   ,27,926.59,STOLEN
801774,OT             ,,OT,YEL   ,21,,STOLEN
801775,UK             ,CROSSTOWN      ,OT,DGR   ,7,600,STOLEN
801776,MA             ,LARKSPUR CS2   ,OT,BLK   ,21,750,STOLEN
801777,GF             ,2010 MARLIN    ,MT,BLK   ,27,900,STOLEN
801778,UK             ,,MT,OTH   ,21,250,STOLEN
801779,SP             ,,MT,PNK   ,9,100,STOLEN
801780,SU             ,,RG,BLU   ,7,250,STOLEN
801781,GI             ,,RG,GRY   ,8,450,STOLEN
801782,RA             ,DETOUR 6.5     ,RG,GRY   ,10,600,STOLEN
801783,RM             ,WHISTLER 10    ,MT,GRY   ,24,630,STOLEN
801784,OT             ,ALLEZ          ,TO,WHI   ,10,3000,STOLEN
801785,GI             ,,RC,BLK   ,21,,STOLEN
801786,OT             ,,RC,,18,,STOLEN
801787,GI             ,BOWERY FMX     ,RC,WHI   ,1,1395,STOLEN
801788,TR             ,,MT,BLK   ,7,,STOLEN
801789,OT             ,,RC,WHI   ,1,400,STOLEN
801790,NO             ,CITYGLIDE      ,RG,BLK   ,7,550,STOLEN
801791,OT             ,,RC,BLK   ,21,3000,STOLEN
801792,UK             ,,MT,SIL   ,24,2000,STOLEN
801793,OT             ,ALLEZ EXPERT   ,RC,GRY   ,9,700,STOLEN
801794,SC             ,045W2611C1071-1,MT,GRY   ,24,800,STOLEN
801795,PE             ,HYBRID         ,OT,TRQ   ,12,250,STOLEN
801796,GI             ,RACER TCR      ,RC,WHI   ,18,1400,STOLEN
801797,NO             ,NORCO VALENCE A,RC,BLU   ,10,800,STOLEN
801798,OT             ,ABOUT TOWN     ,OT,LBL   ,24,500,STOLEN
801799,OT             ,,MT,GRY   ,18,279,STOLEN
801800,SU             ,,MT,BLU   ,18,112.99,STOLEN
801801,UK             ,,RG,WHI   ,6,130,STOLEN
801802,CA             ,QUICK 5        ,RG,SIL   ,8,600,STOLEN
801803,GI             ,SEEK 2 (2012)  ,OT,WHI   ,21,800,STOLEN
801804,OT             ,,RG,BLK   ,1,499,STOLEN
801805,SU             ,PHANTOM 29     ,MT,SIL   ,21,300,STOLEN
801806,OT             ,,MT,SIL   ,10,0,STOLEN
801807,GI             ,CYPRESS        ,OT,LBL   ,21,350,STOLEN
801808,OT             ,HYBRID         ,OT,LBL   ,19,219.99,STOLEN
801809,NO             ,"PINNACLE 32""""   ",MT,BLK   ,21,355,STOLEN
801810,MO             ,,MT,GRY   ,18,500,STOLEN
801811,UK             ,UNKNOWN        ,MT,BLK   ,21,200,STOLEN
801812,GI             ,ESCAPE CITY    ,RG,GLD   ,12,600,STOLEN
801813,OT             ,GEORGIAN LE    ,OT,WHI   ,18,500,STOLEN
801814,OT             ,,MT,SIL   ,21,750,RECOVERED
801815,CC             ,,MT,BRN   ,21,199,STOLEN
801816,OT             ,QX85           ,OT,GRY   ,9,790.99,STOLEN
801817,NO             ,STORM 9.1      ,MT,GRN   ,24,598.9,STOLEN
801818,SC             ,04S087 071-1379,OT,BLK   ,24,220,STOLEN
801819,CCM            ,,MT,GRN   ,18,100,STOLEN
801820,GT             ,TIMBERLINE     ,MT,SIL   ,21,400,STOLEN
801821,SCHWINN        ,I ZIP          ,EL,SIL   ,7,396,STOLEN
801822,GIANT          ,,RC,BLKRED,21,2500,STOLEN
801823,GIANT          ,NIL            ,MT,GRY   ,18,400,STOLEN
801824,OTHER          ,MYKA ELITE     ,MT,BLUBRN,18,,STOLEN
801825,EMMO           ,GT6            ,EL,REDWHI,1,1299,STOLEN
801826,UNKNOWN MAKE   ,PK RIPPER      ,BM,BLK   ,24,500,STOLEN
801827,SPECIALIZED    ,CUSTOM         ,TO,SIL   ,10,,STOLEN
801828,OTHER          ,0K2001         ,MT,REDYEL,10,900,STOLEN
801829,OTHER          ,FORTRESS 1700  ,SC,BLK   ,2,,STOLEN
801830,TREK           ,700C           ,MT,SIL   ,24,100,STOLEN
801831,TREK           ,4300XC         ,MT,GRY   ,21,600,STOLEN
801832,SHIMANO        ,TRIUMPH        ,MT,BLKPNK,18,100,UNKNOWN
801833,GIANT          ,,OT,RED   ,21,1800,STOLEN
801834,TREK           ,,OT,LBL   ,21,1000,STOLEN
801835,OTHER          ,,EL,SIL   ,1,2000,STOLEN
801836,RALEIGH        ,,MT,BLU   ,3,,STOLEN
801837,DEVINCI        ,,MT,BLK   ,27,1500,STOLEN
801838,JAMIS          ,,MT,BLK   ,27,800,STOLEN
801839,SPECIALIZED    ,,OT,GRY   ,25,800,STOLEN
801840,NEXT           ,HIGH PEAK      ,MT,WHI   ,18,100,STOLEN
801841,UNKNOWN        ,,TO,RED   ,12,1000,STOLEN
801842,SUPERCYCLE     ,,OT,GRN   ,21,1500,STOLEN
801843,CCM            ,FALCON         ,OT,YEL   ,21,110,STOLEN
801844,EMMO           ,,OT,,0,400,STOLEN
801845,SPECIALIZED    ,ALLEZ          ,RC,REDWHI,21,900,STOLEN
801846,UNKNOWN        ,,MT,WHIPNK,21,350,STOLEN
801847,FUJI           ,,MT,BLUGRY,12,500,STOLEN
801848,NORCO          ,VFR4           ,OT,BLK   ,1,800,STOLEN
801849,AMEGO          ,BOLD           ,EL,RED   ,1,4200,STOLEN
801850,CCM            ,,OT,SIL   ,0,250,STOLEN
801851,TREK           ,,MT,MRN   ,1,600,STOLEN
801852,GIANT          ,,MT,SIL   ,1,600,STOLEN
801853,GIANT          ,BOWERY         ,RG,BLK   ,1,,STOLEN
801854,GARY FISHER    ,,OT,BLK   ,24,1400,STOLEN
801855,OTHER          ,UNKNOWN        ,EL,PLE   ,1,,STOLEN
801856,OTHER          ,,RG,GRY   ,10,1000,STOLEN
801857,OTHER          ,INVADER        ,BM,SIL   ,1,300,STOLEN
801858,CCM            ,UNKNOWN        ,RG,BLKDGR,24,150,STOLEN
801859,OTHER          ,,RG,BLKPNK,1,250,STOLEN
801860,SPECIALIZED    ,,OT,BLU   ,0,700,STOLEN
801861,MONGOOSE       ,,BM,WHIRED,0,100,STOLEN
801862,OTHER          ,,MT,WHI   ,18,120,STOLEN
801863,UNKNOWN        ,UNKNOWN        ,EL,,20,1300,STOLEN
801864,UNKNOWN        ,UNKNOWN        ,EL,,20,1200,RECOVERED
801865,TREK           ,,MT,,9,,STOLEN
801866,OTHER          ,,EL,BLK   ,1,2000,STOLEN
801867,OTHER          ,1700 TA        ,SC,BLK   ,0,550,STOLEN
801868,GI             ,TCX2 (2010)    ,OT,BLU   ,9,1019,STOLEN
801869,OT             ,HARDROCK       ,MT,GRY   ,18,560,STOLEN
801870,OT             ,MILANO WD      ,RG,BLK   ,21,479,STOLEN
801871,CA             ,SLICE          ,RC,WHI   ,20,2399,STOLEN
801872,OT             ,,RG,BLU   ,3,600,STOLEN
801873,UK             ,,RG,ONG   ,10,2000,STOLEN
801874,SC             ,,MT,DBL   ,21,300,STOLEN
801875,NO             ,,RG,BLU   ,16,120,STOLEN
801876,GT             ,AGGRESSOR      ,MT,BLK   ,21,350,STOLEN
801877,TR             ,,RG,WHI   ,10,1600,STOLEN
801878,GT             ,,RG,RED   ,10,1100,STOLEN
801879,NO             ,VFR 5          ,RG,BLK   ,10,1800,STOLEN
801880,OT             ,MONT STE-ANNE  ,MT,,18,,STOLEN
801881,GT             ,AVALANCHE      ,MT,GRY   ,8,200,UNKNOWN
801882,UK             ,VIENNA         ,RG,GRY   ,21,400,STOLEN
801883,OT             ,UNKNOWN        ,EL,YEL   ,32,1750,STOLEN
801884,OT             ,DART LITHIUM   ,EL,BLK   ,1,1700,STOLEN
801885,DB             ,,RG,DGR   ,21,150,STOLEN
801886,RA             ,INTERNATIONAL  ,MT,BLK   ,18,100,STOLEN
801887,RA             ,DARK BLUE CHALL,RG,BLU   ,2,0,STOLEN
801888,GI             ,ALIAS          ,MT,BLK   ,21,1400,STOLEN
801889,SU             ,,RG,,1,0,STOLEN
801890,NO             ,,MT,RED   ,21,80,STOLEN
801891,GI             ,ESCAPE         ,MT,BLK   ,16,800,STOLEN
801892,OT             ,"COBRA 18""""      ",BM,WHI   ,1,350,STOLEN
801893,OT             ,P.24           ,BM,BLK   ,1,550,STOLEN
801894,KH             ,URBAN X        ,RG,BLK   ,24,500,STOLEN
801895,SCHWINN        ,,MT,BLUE  ,24,,RECOVERED
801896,OTHER          ,MOUNTAIN       ,MT,RED   ,7,75,STOLEN
801897,OTHER          ,,MT,RED   ,21,75,STOLEN
801898,SCHWINN        ,U/K            ,RC,BLK   ,17,2000,STOLEN
801899,OTHER          ,DCO            ,MT,SIL   ,21,425,STOLEN
801900,RALEIGH        ,SERENGETI      ,MT,SIL   ,24,1070,STOLEN
801901,MIELE          ,ONXA           ,MT,SIL   ,21,995,STOLEN
801902,GT             ,AGRESSOR       ,BM,BLKGRN,18,480,STOLEN
801903,SPECIALIZED    ,SIRRUS         ,OT,BLKBLU,21,560,STOLEN
801904,CANNONDALE     ,UNKNOWN        ,MT,ONG   ,24,600,STOLEN
801905,OTHER          ,UNKNOWN        ,OT,BLKYEL,6,250,STOLEN
801906,FELT           ,QX75           ,MT,,21,569,STOLEN
801907,OTHER          ,,MT,BLU   ,0,,STOLEN
801908,HARO           ,,EL,BLK   ,30,500,STOLEN
801909,OTHER          ,,EL,BLK   ,15,500,STOLEN
801910,REAR           ,,EL,BLK   ,0,,STOLEN
801911,UNKNOWN MAKE   ,48V12AH        ,EL,WHI   ,0,735,STOLEN
801912,RALEIGH        ,,MT,GRYWHI,21,600,STOLEN
801913,RALEIGH        ,,TO,BLUWHI,21,600,STOLEN
801914,SUPERCYCLE     ,UNK            ,MT,BLKGRN,10,129,STOLEN
801915,UNKNOWN MAKE   ,UNK            ,BM,BLKSIL,10,140,STOLEN
801916,GIANT          ,,MT,GRN   ,21,300,STOLEN
801917,JAMIS          ,VENTURA        ,RC,WHI   ,10,360,STOLEN
801918,ARGON          ,GALLIUM PRO    ,RC,BLKWHI,12,3500,STOLEN
801919,SPECIALIZED    ,ALLEZ          ,RC,REDWHI,12,400,STOLEN
801920,ROCKY MOUNTAIN ,TRAIL HEAD     ,MT,BRN   ,21,1400,STOLEN
801921,K2             ,ATTACK 2.0     ,MT,BLKSIL,24,750,STOLEN
801922,RALLEY         ,,RC,BLK   ,0,,UNKNOWN
801923,OTHER          ,TAILWHIP       ,BM,BLK   ,1,150,STOLEN
801924,SUPERCYCLE     ,,MT,WHI   ,18,,STOLEN
801925,SUPERCYCLE     ,TEMPO          ,RG,BLU   ,21,300,STOLEN
801926,WHEELER        ,,MT,SIL   ,20,350,STOLEN
801927,AMEGO          ,STREAM ION     ,EL,BLK   ,1,1200,STOLEN
801928,NEXT           ,UNKNOWN        ,MT,BLK   ,18,100,STOLEN
801929,NEXT           ,UNKNOWN        ,MT,RED   ,12,100,STOLEN
801930,MONGOOSE       ,,MT,RED   ,16,0,STOLEN
801931,CCM            ,,MT,GRY   ,21,,STOLEN
801932,OTHER          ,NITR           ,BM,BLK   ,1,700,STOLEN
801933,KHS            ,,RG,SIL   ,21,400,STOLEN
801934,TREK           ,3500,MT,GRN   ,21,500,STOLEN
801935,OTHER          ,6TH HYBRID     ,OT,WHI   ,6,100,STOLEN
801936,CCM            ,APEX 26        ,MT,GRN   ,24,300,STOLEN
801937,SPECIALIZED    ,VITA ELITE     ,RC,WHI   ,14,1350,RECOVERED
801938,MONGOOSE       ,,MT,RED   ,10,300,RECOVERED
801939,SPORTEK        ,RIDGE RUNNER   ,MT,BLUWHI,18,,RECOVERED
801940,ROCKY MOUNTAIN ,UNKNOWN        ,OT,BLK   ,27,500,STOLEN
801941,MIELE          ,VENETO         ,MT,BLK   ,21,700,STOLEN
801942,OT             ,,MT,,99,,RECOVERED
801943,"KONA
          ",KAHUNA         ,OT,GRN   ,1,850,STOLEN
801944,OTHER          ,MINELLI        ,RC,BLKWHI,21,375,STOLEN
801945,SPECIALIZED    ,GLOBE - DAILY 1,MT,BLK   ,3,,STOLEN
801946,OTHER          ,,MT,,21,500,STOLEN
801947,GT             ,ROAD           ,OT,YEL   ,12,1200,STOLEN
801948,OTHER          ,GENESIS TRAFFIC,OT,BLK   ,6,400,STOLEN
801949,OTHER          ,FLUX MBA       ,RC,BLK   ,21,800,STOLEN
801950,CCM            ,,RG,,16,,STOLEN
801951,RALEIGH        ,,MT,GRY   ,21,200,STOLEN
801953,GT             ,AGGRESSOR      ,MT,BLK   ,21,500,STOLEN
801954,MARIN OR MARINO,,OT,SIL   ,10,400,STOLEN
801955,SUPERCYCLE     ,MEDALIST       ,RG,BLU   ,21,200,STOLEN
801956,JAMIS          ,NEMESIS        ,MT,WHI   ,24,900,STOLEN
801957,MARIN OR MARINO,PIONEER TRAIL  ,OT,GRNGRY,24,800,STOLEN
801958,ROCKY MOUNTAIN ,,OT,BLK   ,10,660,STOLEN
801959,IRON HORSE     ,,BM,,0,,STOLEN
801960,TREK           ,8.5 WHEEL DS   ,RG,BLKGRN,21,1200,STOLEN
801961,OTHER          ,,RG,SILBLU,12,100,STOLEN
801962,OT             ,TRIUMPH FRENZY ,MT,,99,,UNKNOWN
801963,FELT           ,VERZA CITY     ,RG,BLK   ,21,1000,STOLEN
801964,SPECIALIZED    ,GROUND CONTROL ,MT,WHI   ,24,1500,STOLEN
801965,BIANCHI        ,,MT,BLU   ,15,600,STOLEN
801966,EMMO           ,H5             ,OT,BLK   ,1,800,STOLEN
801967,EMMO           ,H5             ,EL,REDWHI,0,1100,STOLEN
801968,OTHER          ,UNKN           ,RG,BRN   ,12,75,UNKNOWN
801969,MIELE          ,BATA           ,RC,GLD   ,12,1600,STOLEN
801970,GARY FISHER    ,MOUNTAINE BIKE ,MT,BLKSIL,10,2000,STOLEN
801971,CCM            ,,BM,BLKPNK,10,500,STOLEN
801972,OTHER          ,,OT,WHI   ,21,200,STOLEN
801973,NORCO          ,VFR 4          ,MT,BLKGRY,21,499,STOLEN
801974,SPECIALIZED    ,ALLEZ LAS WORKS,OT,WHIRED,21,3800,STOLEN
801975,OTHER          ,,RC,BLK   ,1,,STOLEN
801976,SCOTT          ,40,OT,BLKGRN,0,550,STOLEN
801977,UNKNOWN        ,UNKNOWN        ,EL,,0,2500,STOLEN
801978,TREK           ,FUEL EX5       ,MT,BLU   ,21,1500,STOLEN
801979,UNKNOWN MAKE   ,,MT,CRM   ,21,,STOLEN
801980,UNKNOWN MAKE   ,,MT,CRM   ,21,100,STOLEN
801981,EMMO           ,,EL,GRY   ,6,1000,STOLEN
801982,GIANT          ,DEFY           ,RC,WHI   ,14,800,STOLEN
801983,GIANT          ,XTC 29ER       ,MT,WHIBLK,21,1900,STOLEN
801984,TREK           ,9700 SERIES    ,MT,WHI   ,21,900,STOLEN
801985,EMMO           ,,EL,WHI   ,1,1000,STOLEN
801986,SPECIALIZED    ,VITA X3        ,MT,BLU   ,24,400,STOLEN
801987,OT             ,,BM,RED   ,5,,STOLEN
801988,RA             ,,RC,GRY   ,18,900,STOLEN
801989,CC             ,,RG,GRY   ,30,240,STOLEN
