event_id,make,model,bike_type,colour,speed,cost,status
801267,RALEIGH,HYBRID,OT,BLU,18,500,STOLEN
800704,TREK,,MT,GRN,18,700,STOLEN
800705,MARIN OR MARINO,PORTOFINO,RC,GRY,18,700,STOLEN
802528,CC,EXCELSIOR,MT,RED,21,279,STOLEN
803034,UK,ENDURO,MT,BLK,18,3500,STOLEN
801090,OTHER,,MT,PLESIL,1,200,STOLEN
801091,OTHER,,BM,PLEWHI,1,600,STOLEN
802951,FJ,,RG,BLK,1,540,STOLEN
803003,OT,STUMPJUMPER COM,MT,WHI,27,3500,STOLEN
803004,OTHER,CHEROKEE,TO,MRN,18,100,UNKNOWN
801195,DEVINCI,,MT,,29,1500,STOLEN
801196,OT,,RC,GRN,1,1000,STOLEN
800050,GT,RUKUS,MT,GRY,9,1800,STOLEN
800051,JAMIS,DURANGO,MT,SIL,24,800,STOLEN
800052,CC,APEX,MT,WHI,18,600,STOLEN
800053,CA,QUICK 5,RG,SIL,8,600,STOLEN
802056,GF,2010 MARLIN,MT,BLK,27,900,STOLEN
800723,OTHER,MCQUEEN,BM,BLKRED,0,,UNKNOWN
800724,ROCKY MOUNTAIN,WHISTLER,MT,BLKGRN,21,960,STOLEN
800725,GIANT,,MT,,21,500,STOLEN
801165,JAMIS,DURANGO,MT,BLK,20,1000,RECOVERED
801166,KONA,DEW PLUS,MT,BLU,20,1000,RECOVERED
801167,TREK,SOHO,MT,BLK,20,1000,RECOVERED
801168,TREK,7100,MT,BLK,20,1000,RECOVERED
801169,KONA,DR GOOD,MT,GRN,20,1000,RECOVERED
801170,TREK,FX72,MT,BLK,20,1000,RECOVERED
801171,DIAMONDBACK,,MT,GRN,20,1000,RECOVERED
801172,TR,,RG,GRN,21,600,STOLEN
803024,KHS,WESTWOOD,RG,BLK,7,0,STOLEN
800986,GT,ZR4000,RC,GRN,10,400,STOLEN
800987,UK,X2    Z013,MT,BLU,18,399.99,STOLEN
801044,OTHER,MOOTO XY BB,MT,GRY,18,13000,STOLEN
802494,GT,GT  AVALANCHE 2,MT,SIL,24,1000,STOLEN
802495,SC,,MT,BLK,21,100,STOLEN
800370,OTHER,,MT,,12,,UNKNOWN
800371,UNKNOWN MAKE,SOUL,MT,,12,,RECOVERED
800372,GREEN KHS SOUL,HYBRID,RG,,0,,UNKNOWN
800373,OT,2011,OT,BLK,20,750,STOLEN
802279,NO,CITYGLIDE (2 SP,RG,GRY,2,600,STOLEN
802464,GI,DEFY,RC,RED,15,2000,STOLEN
800429,CANNONDALE,SCAPEL,MT,GRYWHI,0,6000,STOLEN
800430,CANNONDALE,,RG,BLK,0,1000,STOLEN
801872,GIANT,ANTHEM ADVANCED,MT,WHI,21,1500,STOLEN
808351,UK,,RG,BLK,1,320,STOLEN
800956,GIANT,YUKON,MT,SILGRY,24,850,STOLEN
800957,DB,GRIND,BM,RED,1,600,STOLEN
800958,DB,GRIND,BM,RED,1,200,STOLEN
800959,DB,BMX,BM,BLU,1,200,STOLEN
800960,IN,INFINITY,OT,BLU,1,200,STOLEN
802058,SU,,RG,BLU,7,250,STOLEN
801036,GT,DYNO,BM,SIL,0,250,STOLEN
801037,OTHER,,BM,BLU,18,250,STOLEN
801038,NO,2007 BUSHPILOT,MT,DBL,24,579,STOLEN
801775,UK,,EL,BRN,32,800,STOLEN
801659,EMMO,,SC,ONG,1,1500,STOLEN
800061,NORCO,CITYGLAD,RG,DGR,7,632,STOLEN
800047,OTHER,,MT,BLK,12,20,STOLEN
800612,OTHER,UNKNOWN,MT,BLUSIL,21,500,STOLEN
802135,OT,HARDROCK,MT,GRY,18,560,STOLEN
802151,RA,INTERNATIONAL,MT,BLK,18,100,STOLEN
802790,OT,VISCOUNT,RC,CRM,1,375,STOLEN
800893,CCM,HYBRID,OT,BLKBLU,21,300,STOLEN
801726,GI,SIMPLE,OT,PNK,1,850,STOLEN
801727,OT,,OT,YEL,1,200,STOLEN
800502,GIANT,,MT,SIL,21,400,STOLEN
801743,OT,HYBRID,MT,DGR,21,180,STOLEN
801761,SC,HYDRA,RG,BLK,24,275,STOLEN
800597,TREK,FS 9.9XX1,MT,BLK,11,11000,STOLEN
800598,ORYX,EQUIPE,MT,REDWHI,21,1000,STOLEN
800599,NA,,MT,WHI,18,220,STOLEN
801504,IH,,MT,GLD,18,0,STOLEN
800292,KONA,,MT,SIL,21,800,STOLEN
800293,GT,,MT,BLK,27,600,STOLEN
801498,TR,,TO,GRY,21,500,STOLEN
801499,OT,,TO,GRY,15,2200,STOLEN
800545,NORCO,,MT,GRN,18,500,STOLEN
802855,SC,TANGO,FO,BLU,6,200,STOLEN
800067,DEVINCI,,OT,WHI,18,3600,STOLEN
800068,GIANT,STP1,OT,BRN,1,,STOLEN
800873,JAMIS,TRAIL X2,MT,BLK,24,500,STOLEN
800874,GI,RACER TCR,RC,WHI,18,1400,STOLEN
801714,GI,ESCAPE 2,RG,WHI,24,700,STOLEN
801715,RM,,MT,BLK,21,1000,STOLEN
801115,OTHER,EBIKE,EL,,4,1600,STOLEN
801116,NO,HEART,RG,BLK,1,550,STOLEN
800771,RALEIGH,ROCK,BM,,0,100,STOLEN
800772,UNKNOWN MAKE,ARISHI,BM,,18,100,STOLEN
800773,UK,M6L,FO,BLK,6,1500,STOLEN
801792,UK,5.1,OT,BLK,1,1500,STOLEN
801793,GIANT,DEFY,RC,WHI,14,800,STOLEN
800779,ROCKY MOUNTAIN,UNKNOWN,MT,GRN,21,400,STOLEN
800780,OT,,RG,RED,3,,STOLEN
800440,OTHER,REACTOR ADAMS,MT,,12,,UNKNOWN
802816,GT,PALOMAR,MT,YEL,21,300,STOLEN
800976,TREK,WOMAN,MT,GRY,5,500,STOLEN
800977,ROSSIN,ZENITH,RG,SILRED,9,700,STOLEN
800978,GIANT,,RC,RED,16,800,STOLEN
800979,JAMISON,,MT,SILGRY,16,500,STOLEN
802343,UK,,MT,BLK,18,100,STOLEN
802768,OT,URBANO,RG,GRY,21,700,STOLEN
801185,CANNONDALE,CAN 13 TRAILS,MT,WHIONG,24,688,STOLEN
801186,TR,ALPHA 4500,MT,RED,12,350,STOLEN
801593,EMMO,,EL,MRN,1,1145,STOLEN
802780,UK,RENZO,RC,,1,,STOLEN
801211,GIANT,NRS,MT,RED,9,1200,STOLEN
801212,ARGON,GALLIUM PRO,RC,BLKWHI,12,3500,STOLEN
801213,SPECIALIZED,ALLEZ,RC,REDWHI,12,400,STOLEN
802626,OT,SPECIALE FIXED,RC,BLU,1,1000,STOLEN
801598,BMX,,BM,BLU,1,300,STOLEN
801599,OTHER,UNKNOWN,BM,BLU,1,250,STOLEN
801053,TREK,X-CALIBER,MT,BLU,18,676,STOLEN
800694,GIANT,XTC2,MT,GRYRED,27,1300,STOLEN
800005,SCOTT,,OT,WHI,24,1600,STOLEN
800006,RALEIGH,,OT,BLU,18,650,STOLEN
801890,OTHER,FOCUS ROAD BIKE,OT,WHI,26,4800,STOLEN
801891,OTHER,ROUBAIX EXPERT,MT,BLKRED,26,3500,STOLEN
801892,JAMIS,ENDURA SPORT,MT,WHI,26,1200,STOLEN
801893,JAMIS,JAMIS XENITH,MT,BLU,26,1100,STOLEN
801601,OTHER,"RANT-20""""",BM,GRY,1,300,STOLEN
801602,CA,CAAD 10,RC,BLK,14,2000,STOLEN
802335,NA,,MT,SIL,21,300,STOLEN
801305,OTHER,,SC,WHI,2,1000,STOLEN
802079,OT,QX85,OT,GRY,9,790.99,STOLEN
802431,OT,BRAT,MT,BLU,24,1500,STOLEN
801441,OTHER,,TR,,0,1400,STOLEN
801969,EM,,EL,BLK,1,1464.75,STOLEN
801852,ROCKY MOUNTAIN,VERTEX,RC,BLK,20,3995,STOLEN
800984,CANNONDALE,,OT,GRN,10,,STOLEN
802004,MA,KENTFIELD,RG,BLU,21,350,STOLEN
801607,OTHER,HYBRID,OT,BLU,1,200,STOLEN
801092,OTHER,,MT,ONG,5,200,STOLEN
805169,GI,BOULDER SE,MT,BLU,18,500,STOLEN
801483,OT,SPORTSTER X 10,TO,SIL,30,1500,STOLEN
800550,OTHER,UN,TO,PLE,14,500,STOLEN
801007,GIANT,AVAIL,RG,BLU,21,2000,STOLEN
800366,JAMIES,VENTURE SPORT,OT,GRY,16,639.99,STOLEN
802450,OT,VENTURA SPORT,RC,BLK,10,600,STOLEN
802430,OT,,RG,BLK,27,699,STOLEN
800181,NORCO,UNKNOWN,MT,REDWHI,21,500,STOLEN
801600,NORCO,MONTERAY,OT,GRY,18,900,STOLEN
801974,TR,10 2.1C,RC,BLU,10,1500,STOLEN
800691,CANNONDALE,R800,RG,RED,18,2400,STOLEN
800692,OTHER,ZESTY 214,MT,WHIRED,27,3500,STOLEN
800693,OT,AVIGO,BM,BLK,1,250,STOLEN
802957,OT,CX2,RC,WHI,16,2422,STOLEN
801149,GIANT,BOWERY,RG,GRY,1,600,STOLEN
801150,UK,,RC,BLK,1,500,STOLEN
