accident_id,person_id,involvement_type,age,injury,vehicle_type,action_taken
2205,6528,Truck Driver,27.0,None,Truck - Dump,Going Ahead
2205,6529,Driver,72.0,Fatal,"Automobile, Station Wagon",Going Ahead
2206,6530,Truck Driver,57.0,Major,Truck-Tractor,Going Ahead
2206,6531,Truck Driver,42.0,Minor,Truck - Dump,Stopped
2206,6532,Driver,52.0,None,"Automobile, Station Wagon",Stopped
2207,6533,Driver,67.0,Minimal,"Automobile, Station Wagon",Turning Left
2207,6534,Motorcycle Driver,42.0,Major,Motorcycle,Going Ahead
2207,6535,Motorcycle Passenger,12.0,Major,,
2208,6536,Driver,62.0,None,"Automobile, Station Wagon",Turning Left
2208,6537,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
2209,6538,Passenger,67.0,Major,,
2209,6539,Driver,22.0,Fatal,"Automobile, Station Wagon",Changing Lanes
2209,6540,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
2210,6541,Driver,,None,"Automobile, Station Wagon",Turning Right
2210,6542,Cyclist,27.0,Major,Bicycle,Going Ahead
2211,6543,Driver,32.0,None,"Automobile, Station Wagon",Turning Left
2211,6544,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
2211,6545,Passenger,32.0,None,,
2212,6546,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
2212,6547,Motorcycle Driver,37.0,Major,Motorcycle,Going Ahead
2212,6548,Passenger,52.0,None,,
2213,6549,Driver,77.0,Major,"Automobile, Station Wagon",Turning Left
2213,6550,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
2213,6551,Passenger,32.0,Minimal,,
2213,6552,Passenger,2.0,None,,
2214,6553,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
2214,6554,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
2215,6555,Motorcycle Driver,27.0,Major,Motorcycle,Going Ahead
2216,6556,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
2216,6557,Driver,42.0,Minor,"Automobile, Station Wagon",Going Ahead
2216,6558,Passenger,57.0,Major,,
2217,6559,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
2217,6560,Pedestrian,37.0,Fatal,,
2217,6561,Pedestrian,37.0,Minimal,,
2218,6562,Motorcycle Driver,52.0,Major,Motorcycle,Going Ahead
2218,6563,Driver,42.0,None,Pick Up Truck,Slowing or Stopping
2219,6564,Driver,22.0,None,"Bus (Other) (Go Bus, Gray Coach)",Turning Left
2219,6565,Pedestrian,77.0,Major,,
2220,6566,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
2220,6567,Driver,42.0,None,"Automobile, Station Wagon",Turning Right
2221,6568,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
2221,6569,Driver,77.0,Minor,"Automobile, Station Wagon",Going Ahead
2221,6570,Driver,32.0,None,"Automobile, Station Wagon",Stopped
2221,6571,Passenger,77.0,Minor,,
2221,6572,Passenger,67.0,Minor,,
2221,6573,Passenger,67.0,Major,,
2221,6574,Passenger,27.0,None,,
2222,6575,Driver,52.0,None,"Automobile, Station Wagon",Overtaking
2222,6576,Cyclist,67.0,Major,Bicycle,Turning Left
2223,6577,Driver,22.0,Major,"Automobile, Station Wagon",Stopped
2223,6578,Driver,67.0,Minor,"Automobile, Station Wagon",Slowing or Stopping
2224,6579,Truck Driver,37.0,None,"Truck - Closed (Blazer, etc)",Turning Left
2224,6580,Pedestrian,67.0,Major,,
2225,6581,Motorcycle Driver,32.0,Major,Motorcycle,Going Ahead
2226,6582,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
2226,6583,Pedestrian,17.0,Major,,
2227,6584,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
2227,6585,Pedestrian,22.0,Major,,
2228,6586,Passenger,37.0,Fatal,,
2228,6587,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
2229,6588,Driver,27.0,None,Passenger Van,Turning Left
2229,6589,Pedestrian,72.0,Fatal,,
2230,6590,Driver,62.0,None,"Automobile, Station Wagon",Turning Left
2230,6591,Pedestrian,42.0,Major,,
2231,6592,Motorcycle Driver,42.0,Fatal,Motorcycle,Going Ahead
2231,6593,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
2232,6594,Motorcycle Driver,57.0,Major,Motorcycle,Going Ahead
2232,6595,Driver,82.0,None,"Automobile, Station Wagon",Going Ahead
2233,6596,Driver,17.0,Major,"Automobile, Station Wagon",Turning Right
2233,6597,Passenger,17.0,Minor,,
2234,6598,Driver,62.0,Minor,"Automobile, Station Wagon",Turning Left
